THYM	Labels	N:GEXP::MARCKSL1:65108:	N:GEXP::MYBL2:4605:	N:GEXP::ARHGAP15:55843:	B:MUTA:COMP:SMAD3::	N:GEXP::LTBP3:4054:	N:GEXP::CD247:919:	N:GEXP::TRAF3IP3:80342:	N:GEXP::NEFL:4747:	N:GEXP::SLAMF1:6504:	N:METH:cg15059932:ZNF236:TssD669:Island	N:METH:cg11745019:ANGPT1:TssD483:NA	N:GEXP::CXCR4:7852:	N:GEXP::CD3E:916:	N:GEXP::CYP11A1:1583:	N:GEXP::TCF7:6932:	N:GEXP::CD1C:911:	B:MUTA:COMP:DKK2::	N:MIR::hsa-miR-498:Uncorrected:	N:GEXP::WDR67:93594:	N:GEXP::SCPEP1:59342:	N:GEXP::LTBP2:4053:	N:GEXP::TRAT1:50852:	N:GEXP::PCSK5:5125:	N:GEXP::RASGRP1:10125:	N:GEXP::LDHA:3939:	N:MIR::hsa-miR-625-3p:Corrected:	N:GEXP::LEF1:51176:	N:GEXP::LTBP4:8425:	N:GEXP::ARHGEF1:9138:	N:GEXP::BCAM:4059:	N:GEXP::CD52:1043:	N:GEXP::IKZF1:10320:	N:GEXP::ZYG11A:440590:	N:GEXP::C6orf105:84830:	N:GEXP::CHRM3:1131:	N:GEXP::TYRP1:7306:	N:GEXP::SH2D1A:4068:	N:GEXP::SIT1:27240:	N:GEXP::BCL6B:255877:	N:METH:cg06805572:HPCAL1:TssD605:Island	N:METH:cg16891895:RGS16:TssD89:Island	N:GEXP::PTGES:9536:	N:METH:cg01981027:NR4A1:TssD3185:Shelf	N:METH:cg14784398:PDE4D:TssD83074:NA	N:GEXP::SPN:6693:	N:GEXP::PRKCB:5579:	N:GEXP::CCDC109B:55013:	N:GEXP::TEAD2:8463:	N:GEXP::APBB1IP:54518:	N:METH:cg00594866:ACKR3:TssD292:Shore	N:GEXP::C18orf1:753:	N:GEXP::GRAP2:9402:	N:METH:cg08028435:PALLD:TssD104803:NA	B:MUTA:COMP:GTF2I::	N:GEXP::DNTT:1791:	N:METH:cg24244437:EDN1:TssU700:NA	N:MIR::hsa-miR-3922-3p:Corrected:	N:GEXP::VSIG10:54621:	N:GEXP::CD1A:909:	N:METH:cg21363465:OSBPL8:TssU146:Island	N:METH:cg06658146:IGFBP7-AS1:TssD53745:Shore	N:GEXP::ELOVL4:6785:	N:GEXP::TTC7A:57217:	B:MUTA:COMP:ZFP36L2::	N:GEXP::RPSAP52:204010:	N:GEXP::PTPN7:5778:	N:GEXP::DPPA4:55211:	N:METH:cg11817999:RAI1:TssD69721:Island	N:GEXP::HOXA9:3205:	N:METH:cg23335390:OSBPL8:TssU257:Shore	N:GEXP::ZAP70:7535:	N:GEXP::JAKMIP2:9832:	N:METH:cg13566279:NA:NA:NA	N:GEXP::RLTPR:146206:	N:METH:cg25739835:TECTA:TssD10114:NA	N:GEXP::CALN1:83698:	N:GEXP::MYH15:22989:	N:METH:cg25760412:TGM2:TssD28:Island	N:GEXP::FCN2:2220:	N:METH:cg24014487:TGM2:TssD31:Island	N:GEXP::TSHR:7253:	N:METH:cg24358246:MIR100HG:TssD93894:NA	N:GEXP::ZNF578:147660:	N:GEXP::CD3G:917:	N:GEXP::SASH3:54440:	N:MIR::hsa-miR-515-3p:Uncorrected:	N:METH:cg13239572:WIZ:TssU197:Shelf	I:CNVR::CDKN2B:1030:	N:GEXP::LOC257358:257358:	N:MIR::hsa-miR-519d-5p:Uncorrected:	N:MIR::hsa-miR-527:Uncorrected:	N:MIR::hsa-miR-520a-3p:Uncorrected:	N:MIR::hsa-miR-517b-3p:Uncorrected:	N:GEXP::CBFA2T3:863:	N:MIR::hsa-miR-526b-3p:Uncorrected:	N:MIR::hsa-miR-515-5p:Uncorrected:	N:MIR::hsa-miR-518d-3p:Uncorrected:	N:GEXP::ARL5C:390790:	N:METH:cg16672925:CH25H:TssU41:Shore	N:GEXP::RAP1GDS1:5910:	I:CNVR::RYR2:6262:	N:GEXP::ZNF788:388507:	N:METH:cg04099803:LPHN2:TssD151:NA
TCGA-XU-AAXZ	THYM_1	2891.6	6757.5	1077.1	0	5465.5	2756.7	2993.5	1.7877	591.73	0.04102	0.032746	4898.3	24865.0	20.559	9858.3	836.65	0	0.0	121.56	46.48	905.48	41.117	50.056000000000004	432.63	3851.6	725.58	2166.7	1211.2	6324.0	656.09	15201.0	1491.8	57.207	36.648	0.0	0.0	1133.4	1820.8	35.754	0.017886000000000003	0.025827999999999997	8940.3	0.06116900000000001	0.030593000000000002	3545.9	1461.5	217.21	58.101000000000006	1825.2	0.069964	1064.6	1108.4	0.037264	0	8629.3	0.028072000000000003	4.1284	121.56	4231.5	0.021125	0.053563	3065.9	4591.7	0	0.8939	9842.2	294.97	0.077359	98.324	0.036989	7899.0	183.24	0.1876	8128.7	0.053176999999999995	248.49	0.0	0.015441999999999999	0.0	0.017761000000000002	923.35	0.088793	96.536	666.82	8670.4	0.0	0.24908000000000002	0	47.373999999999995	0.0	0.0	1.9109	1.2161	10520.0	0.0	0.0	0.0	424.58	0.024713	453.18	1	65.251	0.070005
TCGA-XU-AAY0	THYM_2	6487.2	3783.6	1499.9	0	10453.0	3587.6	3059.1	0.0	1127.0	0.20688	0.22288000000000002	11841.0	15382.0	0.7594	24160.0	2421.1	0	34.396	309.85	2025.4	4743.5	400.99	126.83	1202.2	4398.7	756.95	8719.2	3019.6	8259.0	20572.0	5411.1	3090.9	0.7594	9.1133	16.708	104.04	4252.9	2145.4	165.56	0.24834	0.062228	26.581	0.12892	0.26557	1867.5	1450.5	860.45	235.43	4533.9	0.39602	2124.9	1796.8	0.21144000000000002	1	15697.0	0.22486	5.1866	188.34	9902.4	0.38995	0.16009	2057.3	4204.9	0	44.806999999999995	3724.3	290.11	0.30294	170.12	0.3009	6409.7	161.76	0.17778	3006.7	0.2084	193.66	0.7594	0.07960700000000001	1699.6	0.086982	828.55	0.33741	157.97	678.18	6337.6	109.51	0.1941	0	71.388	4.5628	182.51	1189.0	802.52	5356.4	31.238000000000003	81.955	9.4766	150.37	0.13424	1159.7	0	101.77	0.12853
TCGA-XU-AAY1	THYM_2	9349.7	3969.9	1981.8	0	5820.8	5753.7	4338.9	7.2931	1401.2	0.18101	0.11367999999999999	9535.0	22208.0	1.9448	30643.0	2874.4	0	37.89	448.28	1085.7	2689.2	984.56	139.54	1466.9	5446.5	1045.3	12696.0	1579.2	11052.0	12734.0	9068.2	4125.4	0.4862	5.8344	17.503	21.393	7319.8	4002.4	259.15	0.18704	0.096597	34.52	0.1173	0.19617	2527.8	2071.2	1237.4	212.96	6580.8	0.33323	2478.2	2864.2	0.17312	1	16080.0	0.14779	6.6188	178.44	13308.0	0.28565	0.10728	3926.1	5299.8	0	10.697000000000001	4937.4	171.63	0.24225	191.08	0.22634	8761.9	302.38	0.24538000000000001	3420.0	0.18918	623.8	1.9448	0.17157	143.43	0.21039000000000002	935.46	0.22061999999999998	111.34	918.93	8281.0	104.44	0.25619000000000003	0	112.8	5.9624	99.245	824.93	641.06	7651.9	26.927	111.55	7.1164	142.94	0.093144	1276.3	0	114.74	0.064209
TCGA-YT-A95D	THYM_3	1949.0	77.854	311.42	0	12461.0	284.59	452.17	5.7181	57.621	0.56571	0.56316	2162.3	918.86	5.2783	1015.6	59.38	0	12.014000000000001	129.76	10584.0	12573.0	63.778999999999996	111.28	269.19	2528.7	135.61	651.86	7168.3	2893.8	17698.0	556.86	1145.8	0.8797	0.8797	171.54	262.59	254.24	122.72	269.63	0.31137	0.25444	32.549	0.30311	0.6372899999999999	614.04	397.63	242.36	651.42	2176.8	0.6523800000000001	873.11	170.66	0.49049	1	354.96	0.2587	1.3287	901.7	222.13	0.63953	0.22626999999999997	226.97	1176.5	0	14.955	508.91	8.7971	0.49792	7.0377	0.5502600000000001	675.62	33.429	0.027349000000000002	270.51	0.54197	28.59	11.876	0.47666000000000003	68.17699999999999	0.47973999999999994	29.47	0.62007	296.46	136.35	1596.7	21.158	0.094723	0	12.755999999999998	1.6138	36.937	471.04	239.55	379.15	3.2275	24.565	1.4345	7.0377	0.6118399999999999	545.86	0	175.94	0.11224
TCGA-YT-A95E	THYM_2	5986.9	2817.2	1786.6	0	3276.8	5434.3	2612.2	22.221	1230.6	0.26813000000000003	0.1866	10478.0	19994.0	0.4938	31052.0	2988.5	0	41.126000000000005	428.62	1660.2	942.18	1236.5	155.55	1679.9	6152.3	951.39	17271.0	829.1	8733.9	9012.9	7526.6	4792.4	3.4566	3.9504	21.233	41.973	7029.3	2529.3	101.72	0.23749	0.14085	7.9009	0.14969000000000002	0.20854	2541.1	1769.3	970.32	205.92	7411.5	0.34812	3396.9	2112.0	0.26531	1	17043.0	0.14465999999999998	8.8295	136.29	14138.0	0.34613	0.09134199999999999	5145.4	4608.7	0	6.4194	4106.0	384.67	0.30832	149.13	0.28321	6638.2	382.7	0.3097	2693.7	0.18270999999999998	598.49	1.9752	0.24795	10.37	0.23578000000000002	1184.6	0.27246	186.66	682.93	3798.3	139.99	0.28313	0	94.81	6.2511	126.17	1304.5	963.49	5273.3	26.485	95.905	9.3766	132.83	0.20553000000000002	1322.9	0	144.19	0.20533
TCGA-YT-A95F	THYM_2	2895.8	1244.3	793.5	0	13692.0	1957.2	1019.2	1.7153	768.46	0.45516	0.3774	5612.5	6185.4	0.0	14125.0	1366.8	0	28.570999999999998	299.84	5193.3	16311.0	808.25	301.55	1193.2	4104.4	449.45	8037.9	7025.2	4388.8	16151.0	2172.6	3112.9	0.6861	4.4598	137.22	193.14	3834.1	1060.1	225.39	0.3143	0.19772	9.2627	0.23515999999999998	0.34301	2292.0	1853.6	445.3	637.75	2898.5	0.48156000000000004	2685.2	1824.1	0.36474	1	9994.8	0.19222999999999998	3.1554	1201.8	6523.7	0.52775	0.19132000000000002	2433.3	2750.2	0	14.752	1563.3	268.62	0.43928999999999996	149.23	0.50573	3003.5	283.92	0.11325999999999999	1248.1	0.36634	369.82	1.7153	0.18427000000000002	723.52	0.24598000000000003	708.77	0.45802	272.39	937.59	3233.7	96.19	0.1959	0	39.452	2.5397	124.13	1044.4	579.2	3503.7	21.587	53.492	6.8253	56.948	0.35100000000000003	1032.3	0	179.42	0.16645
TCGA-YT-A95G	THYM_1	2885.5	1879.5	878.45	0	4502.6	1983.3	1629.6	17042.0	609.91	0.061157	0.03942	6793.6	7529.9	179.55	16985.0	1128.6	0	0.18267	297.99	169.1	1706.9	848.69	171.95	1423.5	5692.2	350.23	9983.8	554.81	6104.2	590.91	2520.4	3775.7	21.851	48.451	3.8001	0.0	3813.7	832.54	39.268	0.18669000000000002	0.07784400000000001	106.72	0.12708	0.025943	3333.0	2216.7	622.9	42.118	3807.7	0.085799	2652.8	2403.2	0.038778	0	9561.6	0.026295	1.7057	152.95	6474.1	0.023939	0.055296000000000005	1409.5	3232.2	0	1.2667	1849.7	455.38	0.076892	268.86	0.051740999999999995	3450.8	267.85	0.15692	1551.4	0.057086000000000005	1948.5	25.651	0.016766	0.0	0.020138999999999997	552.6	0.10345	46.233999999999995	1107.1	4796.7	0.36535	0.23949	0	59.851000000000006	0.0	0.18267	4.7495	1.4614	4054.7	0.0	0.36535	0.0	56.368	0.17040999999999998	1353.5	1	131.1	0.075378
TCGA-YT-A95H	THYM_2	7382.9	3069.3	1778.5	0	6448.7	6423.1	3183.1	13.864	2065.1	0.25078	0.16621	10465.0	17217.0	0.3555	36811.0	6551.4	0	27.421999999999997	516.89	1407.4	4055.1	1178.8	199.43	1825.1	6757.6	795.87	17223.0	1441.9	9226.5	9195.6	10399.0	5235.0	3.9104	3.9104	46.925	29.151	8704.6	3535.4	193.03	0.22871999999999998	0.19658	9.2429	0.14285	0.14476	3055.5	2637.1	1115.9	155.35	7963.4	0.32581	3601.9	4274.5	0.12974000000000002	1	21717.0	0.048993	6.0009	206.54	19354.0	0.32453000000000004	0.08859500000000001	5091.0	5667.5	0	8.8874	4334.2	442.59	0.26521	162.82	0.28346	7222.2	501.09	0.20038	2732.0	0.20289000000000001	1175.3	2.4885	0.19505999999999998	186.99	0.24459	934.6	0.26261999999999996	159.97	1347.7	8615.1	166.53	0.23600000000000002	0	104.52	6.8554	235.65	1607.9	766.38	7887.0	23.136999999999997	75.40899999999999	9.4262	118.02	0.16739	1502.3	0	156.77	0.1591
TCGA-ZB-A961	THYM_1	837.98	236.05	326.18	0	5461.7	759.66	802.04	13.412	136.8	0.035685	0.037312	2742.5	2512.9	103.54	2568.7	64.378	0	0.0	179.72	1113.2	267.7	242.49	201.18	421.14	3709.8	136.09	1555.3	1244.6	4863.7	582.62	3160.9	1240.3	31.651999999999997	16.631	0.0	0.0	426.5	230.69	41.846000000000004	0.024433	0.032799	39.7	0.035155	0.031947	796.67	717.81	254.83	17.167	2102.5	0.016822999999999998	255.9	285.41	0.025296000000000003	0	686.7	0.035708	0.34773000000000004	87.446	91.738	0.034391000000000005	0.042247	144.85	651.52	0	0.0	575.64	36.481	0.08595599999999999	17.704	0.06451599999999999	1779.5	60.622	0.053	537.02	0.040855	84.228	70.816	0.01542	0.0	0.015794	1235.0	0.056086000000000004	8.0472	154.51	1172.2	0.20614000000000002	0.13566	0	9.6567	0.0	1.0307	2.886	1.443	1139.0	0.20614000000000002	0.0	0.0	2.6824	0.020502	783.8	1	33.798	0.061314999999999995
TCGA-ZB-A962	THYM_3	2319.0	138.99	59.085	0	34966.0	121.23	193.78	0.6123	11.020999999999999	0.77669	0.7631100000000001	681.77	192.87	0.9184	1684.4	65.207	0	169.72	163.17	6790.4	20246.0	7.0412	72.861	29.083000000000002	7260.1	105.57	734.42	6580.1	2202.4	48565.0	139.91	171.74	1.2246	1.8368	148.78	29.389	18.674	24.491	226.54	0.7460899999999999	0.7337199999999999	22.654	0.27691	0.8692	162.87	123.99	104.7	496.56	187.36	0.8153600000000001	552.27	14.389000000000001	0.42201000000000005	1	2.4491	0.72937	1.0713	655.13	274.61	0.88786	0.29815	206.95	777.82	1	40.104	142.97	0.3061	0.7601100000000001	0.6123	0.7851600000000001	123.99	3.3675	0.021228999999999998	45.92100000000001	0.72793	3.0614	2.1430000000000002	0.73683	4.8982	0.68097	21.43	0.53488	448.19	11.633	275.52	335.75	0.039781	-1	1.8368	20.219	396.21	5042.3	1835.4	1175.9	55.99100000000001	340.8	26.634	0.3061	0.8245100000000001	351.14	-1	145.11	0.51145
TCGA-ZB-A963	THYM_1	4448.3	1422.4	855.69	0	5640.3	2418.2	1540.1	1906.8	987.74	0.23021	0.11483	10508.0	8648.0	31.874000000000002	21033.0	2008.1	0	0.0	324.69	1205.2	4402.1	875.31	174.08	1383.5	7238.9	734.62	10227.0	1337.7	8424.9	3599.3	2064.1	3889.7	18.214000000000002	15.762	109.98	133.45	3905.4	895.97	337.3	0.043595999999999996	0.13351	111.38	0.09775299999999999	0.051077	2802.4	1770.2	612.26	268.3	4219.6	0.28746	2756.6	2333.8	0.19841	1	8625.9	0.026607	2.6180000000000003	384.24	5209.5	0.36135	0.07067000000000001	2344.3	3287.2	0	0.3503	1469.3	456.74	0.22930999999999999	193.34	0.31182	5035.7	241.0	0.282	2123.3	0.06079299999999999	259.89	6.655	0.015944999999999997	61.646	0.022424	657.44	0.2768	173.03	974.78	3526.1	0.18500999999999998	0.2009	0	46.235	0.18500999999999998	1.2951	4.4402	2.7752	3972.0	0.0	0.18500999999999998	0.0	116.99	0.066062	1097.7	0	152.71	0.2476
TCGA-ZB-A964	THYM_3	2346.6	21.616	37.562	0	37824.0	34.727	131.47	0.3544	4.961	0.86221	0.84559	811.84	52.091	0.0	526.93	3.8979	0	98.181	88.944	36806.0	7217.2	2.1262	415.31	18.781	1676.1	108.06	63.076	6433.7	1966.3	50886.0	70.517	118.71	1.4174	0.0	428.06	184.62	10.985	6.0241	265.06	0.8188	0.41508999999999996	2.8349	0.16701	0.8996	99.22	44.648999999999994	163.71	689.94	198.09	0.8292299999999999	671.86	12.757	0.55875	1	4.961	0.55904	0.43932	909.64	6.3785	0.87379	0.2607	122.96	498.5	1	19.135	47.483999999999995	0.3544	0.72807	0.3544	0.73826	243.09	1.0631	0.020963	134.3	0.61314	1.4174	1.7718	0.014018000000000001	153.08	0.013666999999999999	1.7718	0.722	396.88	6.3785	184.97	223.78	0.024645	0	4.2523	11.172	328.06	4125.3	1435.8	1072.6	29.793000000000003	223.11	10.664000000000001	1.4174	0.87471	383.42	0	160.52	0.15305
TCGA-ZB-A965	THYM_3	1543.0	52.306999999999995	60.54	0	43066.0	105.1	121.56	2.9059	28.575	0.4612	0.88182	373.41	231.02	0.0	461.56	199.54	0	103.99	111.39	25937.0	3026.5	17.92	395.2	47.948	3180.1	127.38	589.42	3508.4	1890.3	47868.0	339.99	239.74	0.9686	0.4843	313.36	284.78	30.511999999999997	38.260999999999996	310.45	0.36519	0.40497	15.498	0.13304000000000002	0.85169	635.43	427.17	104.13	595.23	321.59	0.69834	372.44	43.589	0.48435	1	6.7805	0.84257	0.45281000000000005	497.4	2171.7	0.71181	0.31645	100.25	672.93	0	17.436	160.79	0.0	0.5476300000000001	0.9686	0.72732	224.72	5.8118	0.020803	54.244	0.41057	8.7178	0.4843	0.013913	244.58	0.017931	49.885	0.63437	394.72	24.7	256.2	245.68	0.054784000000000006	0	3.3902	14.482999999999999	411.26	2562.7	1404.2	1350.8	26.225	260.3	11.482000000000001	0.4843	0.8536	437.34	0	149.66	0.1185
TCGA-ZB-A966	THYM_4	12145.0	892.82	210.14	0	4278.0	630.43	490.52	0.0	92.71	0.42505	0.4588	4142.7	1921.1	4.495	135.41	5.6188	1	0.17865999999999999	212.95	2425.6	3267.9	124.74	6.7425	260.71	8801.2	250.58	157.89	352.86	4514.7	539.96	1651.9	875.97	12.923	79.225	30.340999999999998	0.0	364.66	316.9	124.74	0.030327999999999997	0.024412	1526.1	0.064562	0.027630000000000002	455.12	305.66	116.31	808.54	602.89	0.013463	331.51	237.67	0.024843	0	15.732000000000001	0.047333	0.9805299999999999	184.86	18.542	0.02166	0.029664999999999997	7.8663	518.05	0	0.5619	741.12	0.0	0.07696	228.12	0.042717000000000005	868.1	26.97	0.025299000000000002	275.88	0.07937899999999999	3.3713	20.227999999999998	0.016661000000000002	1.1238	0.019225	3.9331	0.23215999999999998	11.238	149.46	902.37	0.17865999999999999	0.1179	0	3.9331	0.0	0.35731	0.53597	2.1439	624.25	0.0	0.17865999999999999	0.0	1.1238	0.61323	705.72	1	12.923	0.045134
TCGA-ZB-A969	THYM_3	2676.3	87.435	49.218	0	19431.0	110.02	100.75	32.426	43.717	0.77557	0.80048	577.01	286.62	1.4476	179.5	30.11	0	66.672	150.55	20948.0	2927.3	19.687	55.298	70.064	3321.9	160.35	127.97	1838.7	1585.1	29432.0	267.23	188.19	4.3428	8.3961	230.75	67.168	31.268	61.378	372.61	0.6241399999999999	0.40110999999999997	49.218	0.17054	0.76095	211.64	113.78	229.59	622.47	1010.4	0.7062	646.21	44.876000000000005	0.596	1	2.8952	0.78894	0.15713	307.76	28.662	0.83337	0.078709	180.95	548.35	1	19.108	191.37	0.2895	0.5965	1.7371	0.71644	397.8	3.1847	0.028099000000000002	74.986	0.67024	20.555999999999997	1.1581	0.6703399999999999	39.954	0.65649	4490.4	0.7682899999999999	509.55	28.083000000000002	284.02	191.8	0.07881	-1	4.3428	7.894	253.78	1393.8	1198.2	1482.0	27.842	106.25	25.709	0.2895	0.7941	543.72	0	209.61	0.74987
TCGA-ZB-A96A	THYM_2	6808.7	3232.9	2268.2	0	5761.3	6531.6	3594.8	9.2797	1688.0	0.29899000000000003	0.21061999999999997	11950.0	22604.0	1.3257	32045.0	3473.7	0	37.194	399.03	2307.6	739.28	692.0	161.73	764.03	5772.9	731.38	11513.0	593.9	7346.4	12366.0	16564.0	3871.8	3.0932	2.2095	30.491	80.42399999999999	5307.6	2923.1	87.936	0.31726	0.23551	25.188000000000002	0.1819	0.12563	2386.7	1653.1	1469.7	327.88	6640.7	0.37462	2791.0	2787.9	0.29033000000000003	1	21075.0	0.061499	8.1364	281.04	13131.0	0.39188	0.14642	4171.4	4093.1	0	20.769000000000002	4801.6	309.32	0.31423	133.45	0.32348000000000005	5623.9	341.14	0.30981	2134.8	0.23753000000000002	400.35	3.0932	0.017981999999999998	98.542	0.020918	913.39	0.28323000000000004	191.78	946.53	7802.9	178.16	0.24431999999999998	0	85.727	8.9542	248.88	1255.0	945.24	5387.5	30.766	90.46	12.168	259.39	0.19333	1401.2	0	155.55	0.14128
TCGA-ZB-A96B	THYM_2	6972.4	2577.1	2112.2	0	8243.3	6908.0	3920.0	3.6567	1617.2	0.13963	0.11932000000000001	11800.0	21674.0	0.4571	29274.0	2709.2	0	25.164	602.9	2598.1	1748.4	1092.9	159.98	1849.8	6020.8	1038.2	17540.0	1345.2	11766.0	2965.6	5937.6	5083.8	3.1996	10.97	23.311999999999998	26.054000000000002	6979.8	4148.1	95.075	0.10184	0.082438	20.112000000000002	0.089894	0.06314600000000001	3592.3	2964.2	1121.2	155.87	8143.1	0.21614	3174.9	3920.9	0.14085999999999999	1	19488.0	0.05991799999999999	5.7184	224.89	10068.0	0.21304	0.070543	5104.3	4827.8	0	4.1138	4634.4	490.0	0.20215999999999998	166.38	0.22395	8256.9	432.86	0.28613	2947.8	0.12225	378.47	2.7425	0.045879	35.653	0.046852	859.79	0.21126	147.18	1139.5	8130.7	128.46	0.24288	0	95.075	6.2311	133.01	655.94	525.09	6427.1	17.735	68.063	8.8673	135.3	0.070874	1391.8	0	192.44	0.08679500000000001
TCGA-ZB-A96C	THYM_3	943.44	66.626	193.62	0	18213.0	273.5	372.52	30.552	65.52199999999999	0.67766	0.75349	598.9	785.89	0.0	754.24	33.497	0	54.075	120.37	9462.4	22407.0	46.748999999999995	252.88	191.78	2130.2	175.91	494.36	8264.9	2540.2	7666.4	518.28	715.95	0.3681	1.1043	151.66	100.12	123.31	135.83	479.63	0.32892	0.58229	30.552	0.21878000000000003	0.7022	775.22	287.85	184.42	503.56	796.57	0.7028399999999999	1168.3	147.61	0.6440600000000001	1	188.47	0.46313999999999994	0.64374	1425.3	97.546	0.78132	0.17959	236.69	630.92	0	7.7301	330.55	12.515	0.6352899999999999	6.6258	0.7044199999999999	1203.3	18.773	0.023875	197.3	0.47376	3.3129	1.1043	0.55113	128.84	0.55588	23.558000000000003	0.68586	346.75	111.9	871.29	131.22	0.049747	0	4.4172	7.931	151.05	1223.5	657.19	902.58	15.501	120.23	7.5705	3.3129	0.79097	488.84	0	220.49	0.27637
TCGA-ZB-A96D	THYM_2	4422.6	1590.8	685.83	0	9015.8	4002.6	2062.2	2.1608	1440.4	0.25628	0.21003000000000002	8088.2	13021.0	0.4322	26379.0	2882.0	0	40.775999999999996	404.49	2431.7	8195.3	1144.3	367.33	1966.7	4240.7	567.02	14107.0	4338.4	8312.9	12114.0	3332.3	5288.2	1.2965	5.617999999999999	105.44	95.506	6420.1	2361.7	173.72	0.25674	0.20781999999999998	15.99	0.16169	0.12987	3640.0	2818.1	700.09	339.67	5943.0	0.36156	3468.0	3605.4	0.28744000000000003	1	11524.0	0.19454000000000002	4.2969	503.46	10574.0	0.4233	0.17794000000000001	3574.3	3916.8	0	12.965	3671.6	326.27	0.2967	86.43	0.33848	5548.8	301.64	0.17518	2000.4	0.13851	664.22	2.1608	0.24579	80.38	0.26632	971.48	0.33759	192.31	1547.5	5047.1	97.191	0.22179000000000001	0	82.973	4.402	86.765	990.22	610.95	3924.4	16.102	70.779	4.9812	111.93	0.16802999999999998	1057.5	0	162.92	0.11823
TCGA-ZB-A96E	THYM_2	3348.7	1760.4	806.88	0	16033.0	1673.2	1221.7	106.39	384.89	0.44406999999999996	0.33655	4598.1	6559.7	0.0	15687.0	938.31	0	38.062	254.36	7683.1	1248.1	466.25	435.4	667.86	5148.4	415.45	7113.1	1296.4	4537.8	8394.3	1584.3	2443.4	4.0232	11.175999999999998	126.06	252.57	2521.2	983.01	145.28	0.38615	0.23146999999999998	50.513999999999996	0.098313	0.22604000000000002	2063.0	1207.0	403.67	383.55	3011.6	0.43463	1819.0	1769.3	0.4176	1	8281.6	0.041076999999999995	3.418	386.68	6519.4	0.5424800000000001	0.15450999999999998	1632.1	2718.7	0	8.4935	1717.0	219.49	0.4058	99.68700000000001	0.43531000000000003	2846.2	159.59	0.16185	1158.2	0.21097	55.431000000000004	2.2351	0.013149000000000001	17.434	0.014773	665.18	0.45611999999999997	256.15	658.47	3183.7	135.42	0.18228	0	45.597	9.6156	158.66	895.06	778.87	2726.4	17.629	125.8	8.613999999999999	36.209	0.30882	1110.0	0	179.71	0.048688
TCGA-ZB-A96F	THYM_1	2689.5	1701.0	768.28	0	4547.0	1491.9	1252.3	8017.9	291.01	0.056028999999999995	0.028914999999999996	4054.3	6699.6	241.54	10396.0	484.54	0	0.54289	251.73	688.25	281.8	374.92	114.95	601.92	7878.7	454.91	5959.0	353.1	6236.4	555.84	2516.3	2150.6	29.587	20.371	0.97	0.0	1563.7	798.84	31.526999999999997	0.023681999999999998	0.031851	676.12	0.060766999999999995	0.028858999999999996	1508.9	1213.0	448.65	17.945999999999998	2807.8	0.036319	1167.5	1262.5	0.02883	0	5099.6	0.028576999999999998	2.2984	83.90899999999999	4002.4	0.039986	0.045614999999999996	473.38	2732.6	0	0.0	1725.7	143.08	0.080127	61.113	0.034954	3094.9	114.84	0.11259000000000001	1219.8	0.032312	2534.2	24.736	0.016626	0.0	0.015262999999999999	288.59	0.049832	14.065999999999999	486.48	3306.4	1.0858	0.14029	1	36.861999999999995	0.13572	1.4929	6.1075	26.33	2754.0	0.13572	5.7003	0.13572	21.340999999999998	0.028696	973.93	1	91.67	0.055434000000000004
TCGA-ZB-A96G	THYM_1	7812.6	3029.5	2174.5	0	5227.3	7858.8	3985.5	2803.4	1763.7	0.042666	0.098789	8428.6	22133.0	6.4447	32249.0	4452.2	0	0.0	477.98	640.71	468.31	1320.1	153.06	1468.8	6350.2	432.5	16519.0	859.29	9778.7	4002.2	14519.0	4259.4	5.3706	11.277999999999999	1.0741	1.6112	7617.1	3825.5	83.781	0.021789	0.05281	31.686	0.060837999999999996	0.11625	2723.4	2113.9	1346.9	20.408	7418.9	0.18749000000000002	2413.5	3345.3	0.10618	0	22887.0	0.025258000000000003	4.773	107.95	18854.0	0.19617	0.073655	4644.5	5225.8	0	5.9076	4744.4	331.36	0.27059	148.23	0.077966	5754.0	392.52	0.28547	2630.0	0.050404000000000004	1094.5	2.6853	0.016918	71.96600000000001	0.017031	1336.2	0.19976	129.43	1078.4	7823.3	0.0	0.24911999999999998	0	88.07700000000001	0.0	0.40092	1.8042	1.4032	6436.6	0.20046	0.40092	0.0	125.67	0.065327	1489.8	0	163.8	0.13626
TCGA-ZB-A96H	THYM_3	1094.4	41.581	73.62	0	30722.0	135.65	152.01	5.4533	32.379	0.6150800000000001	0.43033999999999994	1046.3	251.19	2.7267	265.17	114.52	0	108.85	103.61	34565.0	1602.2	12.952	431.15	60.327	2930.5	88.449	96.115	2861.6	1674.8	67711.0	345.6	227.34	5.1125	4.7716	284.59	281.87	29.651999999999997	46.353	233.81	0.47736999999999996	0.24103000000000002	34.083	0.18592	0.70031	236.88	133.26	195.64	261.76	239.6	0.79018	465.92	42.263000000000005	0.70838	1	14.997	0.1019	0.4867	493.87	247.1	0.76849	0.11130999999999999	123.04	585.89	0	20.109	147.24	1.3633	0.76203	2.045	0.76546	592.37	7.4983	0.020353	88.616	0.32148000000000004	3.7491	2.3858	0.013050999999999998	88.95700000000001	0.015393	10.225	0.5441699999999999	325.83	24.881	334.01	242.03	0.043943	0	3.7491	10.495	320.23	1465.3	2004.5	1093.4	39.193000000000005	245.1	16.717	1.3633	0.8390799999999999	438.31	0	149.62	0.079807
