PCPG	Labels	N:GEXP::MGST1:4257:	N:GEXP::ACSF2:80221:	N:GEXP::SFXN3:81855:	N:GEXP::NDUFA4L2:56901:	N:GEXP::CELF4:56853:	N:GEXP::STAR:6770:	N:GEXP::RHPN2:85415:	N:GEXP::RET:5979:	N:GEXP::CHST11:50515:	N:GEXP::NAV1:89796:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::SHC3:53358:	N:GEXP::PTN:5764:	N:GEXP::EGFLAM:133584:	N:GEXP::CYP17A1:1586:	N:GEXP::TRIM14:9830:	N:GEXP::MTF2:22823:	N:GEXP::CNTNAP4:85445:	N:GEXP::CYP11A1:1583:	N:GEXP::CYP21A2:1589:	N:GEXP::CDH23:64072:	B:MUTA:nons:HRAS::	N:GEXP::SALL4:57167:	N:GEXP::RGS5:8490:	B:MUTA:COMP:EGFR::	N:GEXP::NTNG2:84628:	N:GEXP::TBL1X:6907:	N:GEXP::CRYBB1:1414:	N:GEXP::EPAS1:2034:	N:GEXP::PLAGL1:5325:	N:METH:cg06344807:RP11-452I5.2:TssU524:Island	N:GEXP::BMP1:649:	N:GEXP::SLC4A10:57282:	N:GEXP::FAR2:55711:	N:GEXP::ADORA2A:135:	N:GEXP::EFNB3:1949:	N:GEXP::THEM5:284486:	N:MIR::hsa-miR-202-5p:Corrected:	N:GEXP::PTPRO:5800:	N:GEXP::INHA:3623:	N:METH:cg24912904:ACTN3:TssU96:Shore	N:GEXP::EML4:27436:	N:GEXP::MID1IP1:58526:	N:GEXP::KCNB2:9312:	N:METH:cg08473199:WNT10A:TssU70:Island	N:GEXP::ASTN1:460:	N:MIR::hsa-miR-139-5p:Corrected:	N:GEXP::PNMT:5409:	N:GEXP::ALAS1:211:	N:GEXP::AADAC:13:	N:GEXP::TCHP:84260:	N:GEXP::OPRM1:4988:	N:GEXP::BCHE:590:	N:GEXP::ZNF423:23090:	N:GEXP::BLMH:642:	N:GEXP::ABTB2:25841:	N:GEXP::FLRT1:23769:	N:GEXP::GLP1R:2740:	N:METH:cg20420826:ATP1A1:TssD1:Island	N:METH:cg22395573:ARHGDIA:TssU851:Island	N:GEXP::DKK3:27122:	N:GEXP::USH2A:7399:	N:GEXP::KCNK13:56659:	N:METH:cg17808823:TMEM154:TssD223:NA	N:GEXP::EIF4E3:317649:	N:GEXP::MC2R:4158:	N:METH:cg16159491:MMP11:TssD253:Island	N:GEXP::CD83:9308:	N:GEXP::JAKMIP1:152789:	N:METH:cg24390938:ALDH3B1:TssU57:NA	N:GEXP::AQP6:363:	N:METH:cg14841337:CD247:TssD62422:Shore	N:METH:cg15573040:ST8SIA2:TssD999:Island	N:MIR::hsa-miR-1185-1-3p:Corrected:	N:GEXP::ALG3:10195:	N:GEXP::CPN2:1370:	N:GEXP::FDXR:2232:	N:METH:cg00414166:ALDH3B1:TssU130:NA	N:GEXP::GSTA3:2940:	N:GEXP::KDM3A:55818:	N:MIR::hsa-miR-138-5p:Corrected:	N:METH:cg11102611:B3GNT5:TssD79:Island	N:GEXP::RGS4:5999:	B:MUTA:COMP:EPAS1::	N:GEXP::AKAP7:9465:	N:METH:cg22627800:PLEKHA6:TssD13758:NA	N:METH:cg21714809:ARAP1:TssD265:Island	N:METH:cg16256504:WNT6:TssU388:Island	N:METH:cg22372709:NA:NA:Island	N:GEXP::MGC14436:84983:	N:GEXP::VGLL1:51442:	N:GEXP::P4HA1:5033:	N:METH:cg02453208:LRRC71:TssD775:Shore	N:GEXP::DGCR9:25787:	N:METH:cg20584198:STAC3:TssD7278:Shore	N:GEXP::PROK2:60675:	N:GEXP::EPHB1:2047:	N:METH:cg05362405:PSMB9:TssD413:Island	N:GEXP::ABCD4:5826:	N:GEXP::CLIP2:7461:	B:MUTA:COMP:RXRA::	N:METH:cg23473081:EMP1:TssU82:NA	N:GEXP::CYP11B1:1584:	N:GEXP::FAM166B:730112:	N:GEXP::UPF1:5976:	N:GEXP::SHB:6461:	N:GEXP::MGC12982:84793:	N:METH:cg02580197:SLITRK3:TssU217:NA	N:METH:cg13286351:C11orf45:TssU106:NA	I:CNVR::NMD3:51068:	I:CNVR::IFITM5:387733:	I:CNVR::ARHGEF3:50650:	I:CNVR::ZCCHC16:340595:	I:CNVR::KBTBD11:9920:	N:MIR::hsa-miR-670-3p:Uncorrected:	N:METH:cg03477792:SOWAHB:TssU273:Island	N:METH:cg06499892:NA:NA:Island
TCGA-RW-A7D0	PCPG_1	10.609000000000002	31.826	1792.4	1242.7	3387.1	97.89	84.38799999999999	27653.0	447.98	1869.1	1837.7	0.4822	84.38799999999999	5845.9	4049.7	55.113	854.97	130.2	0.4822	67.993	25.495	14.466	0	90.175	193870.0	1	206.87	542.01	14.466	3603.6	39.05	0.055577999999999995	407.47	30.862	537.66	147.08	165.88	9.1621	-0.13687	418.08	47.74	0.024784999999999998	2326.2	1395.1	373.72	0.024682	6851.8	91.258	571.43	784.09	0.9644	1048.3	172.15	606.15	661.6	460.52	486.56	2062.9	181.8	0.030736000000000003	0.029093	42066.0	164.44	18.805999999999997	0.033907	4216.1	1.4467	0.023411	300.9	3159.5	0.13144	45.81100000000001	0.037860000000000005	0.013427000000000001	0.49727	437.85	0.9644	206.39	0.064074	0.0	669.8	49.898	0.015619999999999998	2318.0	0	286.44	0.038818	0.041881	0.041346	0.069367	379.99	0.4822	206.39	0.042236	6.2688	0.027259	1045.0	51.597	0.039327999999999995	352.5	1737.4	0	0.049874	17.36	5.3044	8948.5	247.86	10.609000000000002	0.08066799999999999	0.06920499999999999	-1	0	0	0	0	4.0202	0.05653300000000001	0.046303
TCGA-RW-A8AZ	PCPG_3	5.5818	6.8699	1629.5	9359.8	3909.0	331.04	7.2993	27145.0	608.42	2812.4	1155.2	0.0	2.1468	167.45	347.36	1.8377	166.17	106.91	2.1468	0.8587	5.745	2257.0	0	0.4294	48937.0	0	2232.7	472.74	2.5762	15555.0	33.027	0.029651	448.69	0.4294	306.95	867.75	66.98100000000001	7.2993	-0.16395	7.2993	3701.6	0.026804	744.52	880.63	18.463	0.018215000000000002	406.61	1159.0	176.04	870.33	0.4294	197.51	0.0	1.2881	2560.8	521.25	2735.5	146.41	7.7286	0.03145	0.040195999999999996	10086.0	1.7175	115.5	0.040098	197.51	0.0	0.024388	135.68	1999.1	0.053987	7.2993	0.042686	0.013312000000000001	1.244	539.72	1.7175	282.1	0.047089	0.0	1926.2	0.22046	0.013375999999999999	27666.0	0	1213.4	0.25006	0.039463	0.054046000000000004	0.089655	0.8587	1.7175	685.7	0.032032	208.67	0.045791000000000005	0.0	256.76	0.039369	240.45	598.97	0	0.027083999999999997	0.0	0.4294	2533.3	1336.2	30.915	0.050095999999999995	0.049992	0	0	0	0	0	0.2587	0.068713	0.42463
TCGA-RX-A8JQ	PCPG_1	0.7583	28.057	1815.4	1835.5	2638.5	133.46	246.45	8813.3	274.12	4803.8	4134.2	0.7583	33.365	11150.0	2831.1	1.2057	1208.7	132.7	283.98	9.4787	3.0104	32.986	0	247.96	473830.0	0	317.35	744.64	16.303	6406.1	52.321999999999996	0.048382	299.9	16.303	701.25	349.57	1556.0	64.834	-0.10231	1369.1	97.82	0.028876	2681.7	1070.3	610.43	0.019962999999999998	7784.3	72.343	8965.3	1237.2	0.0	973.35	340.47	220.66	726.83	344.26	23.886	1937.8	354.88	0.036882	0.039176	30332.0	177.82	37.535	0.037462999999999996	2404.6	0.0	0.074357	174.79	2508.1	0.039655	71.28	0.045182	0.017130000000000003	1.1463	365.12	0.0	133.84	0.07412	0.0	1222.0	29.99	0.01563	5156.0	0	85.68700000000001	0.054084	0.040583999999999995	0.045122	0.060742	74.313	0.0	175.54	0.041073	12.133	0.028925	224.08	30.331999999999997	0.049902999999999996	293.08	5839.2	0	0.035185	0.3791	2.2749	6660.9	333.27	20.095	0.50778	0.060851999999999996	0	0	0	0	0	3.7644	0.060402	0.04389
TCGA-S7-A7WL	PCPG_1	0.0	16.572	1162.6	564.99	3120.1	3.1072	6.2144	26373.0	182.81	2325.2	1229.4	0.5179	147.59	13364.0	5683.6	0.0	1789.8	75.609	57.483000000000004	118.59	7.0741	3.6251	0	68.876	279770.0	0	129.47	704.3	82.859	4802.7	17.608	0.19487000000000002	111.86	609.53	1127.3	178.65	372.86	57.483000000000004	-0.12029000000000001	427.76	94.25200000000001	0.027719	1507.0	818.75	187.99	0.015903	10023.0	77.669	5724.0	533.92	0.0	1066.3	280.68	1544.8	617.3	252.2	4.1429	2981.4	616.26	0.039603	0.021994	42151.0	67.84100000000001	9.3216	0.044924	1229.5	0.0	0.024959000000000002	416.88	1927.0	0.079249	86.484	0.07191900000000001	0.015401	1.6174	291.04	0.0	324.18	0.065725	0.0	1286.4	41.923	0.014053999999999999	8731.2	0	220.09	0.042589999999999996	0.037517	0.066361	0.074835	337.65	0.0	366.65	0.027635000000000003	45.571999999999996	0.035171	20.197	27.447	0.046516	378.04	2323.2	0	0.15186	0.0	1.0357	3817.2	142.41	6.7323	0.11083	0.04292	-1	0	-1	0	-1	4.0689	0.033557	0.038497
TCGA-S7-A7WM	PCPG_1	33.247	46.873000000000005	1552.3	707.45	3267.5	270.34	117.18	7189.5	499.25	2068.9	1630.8	9.8106	178.23	4793.0	3020.6	379.2	731.43	183.13	2.7252	183.13	248.16	4.3603	0	427.85	230080.0	0	141.71	475.81	30.522	8889.0	48.508	0.05058	433.3	24.526	1105.6	213.1	1039.4	26.162	-0.0019492	501.98	166.24	0.046376	3962.9	735.25	431.67	0.018525	5683.1	42.871	12490.0	660.58	7.0854	558.11	109.01	456.19	843.17	287.78	928.19	1901.6	119.36	0.042867	0.027703	35740.0	336.83	31.066999999999997	0.0348	3397.1	4.9053	0.026361000000000002	975.07	1690.7	0.067213	110.1	0.040847	0.01872	0.484	477.45	0.0	261.07	0.057708	0.0	796.84	80.876	0.016553000000000002	9842.8	0	120.45	0.057812	0.049171	0.049233	0.051775999999999996	295.95	2.7252	366.26	0.042319	69.219	0.033744	983.78	51.778	0.047668	296.5	2100.6	0	0.048188	268.16	23.436	5560.4	374.98	15.806	0.061382000000000006	0.051039	0	0	0	0	0	1.0249	0.053899	0.044369
TCGA-S7-A7WN	PCPG_1	1.5077	42.593	1246.5	842.82	1586.5	156.43	312.1	12194.0	920.84	2129.3	1042.8	1.1308	104.41	8118.0	6939.3	8.3566	1107.8	93.479	33.924	138.33	9.2235	8.2925	1	85.564	256680.0	0	98.00200000000001	214.1	11.308	4928.0	38.824	0.31209000000000003	290.24	0.0	546.87	364.49	911.42	32.793	-0.087002	1470.8	67.471	0.023347	3198.6	766.68	1145.9	0.015314	5608.0	29.02	5628.4	1453.8	0.0	931.43	0.3769	1754.2	191.86	410.1	386.36	1110.1	10.177	0.03415	0.022435	55416.0	934.79	15.454	0.077137	2271.8	0.0	0.018537	472.3	1916.7	0.052865999999999996	44.855	0.030498	0.013484000000000001	0.80706	609.12	0.0	139.84	0.043612	0.0	696.57	72.71	0.013859	7332.8	0	62.571000000000005	0.030762	0.030068	0.04918	0.063373	1779.9	0.3769	259.71	0.032081	66.34	0.032592	539.39	93.479	0.037701	232.57	2075.0	0	0.028873000000000003	0.7539	1.1308	5686.0	441.39	3.3924	0.06361	0.056511	0	0	0	0	0	2.1038	0.02323	0.040816000000000005
TCGA-S7-A7WO	PCPG_4	15367.0	3835.9	796.95	216.95	526.32	93353.0	31.546	3612.8	259.56	500.31	2116.3	7654.6	221.38	969.07	1364.8	225380.0	262.88	354.75	7.1947	45381.0	126460.0	193.7	0	15.495999999999999	23196.0	0	69.733	760.98	18.262999999999998	3963.7	996.74	0.063663	3134.7	21.584	140.5	151.64	52.023	3.3206	23.694000000000003	33.76	2507.6	0.024085	1043.2	1425.1	16.602999999999998	0.023102	2370.9	277.05	7719.3	14932.0	3359.4	351.99	7.1947	54.236999999999995	202.56	586.09	632.02	285.02	2.2137	0.13632	0.034045	7771.4	16.602999999999998	16.602999999999998	0.047811	560.08	884.39	0.069189	298.3	481.49	0.041609	14.389000000000001	0.029944	0.015612000000000001	0.37772	1249.7	754.89	27030.0	0.034788	668.0	724.45	5.5185	0.092899	645.86	0	1156.1	0.032797	0.048623	0.06297699999999999	0.051769	83.569	0.5534	944.16	0.09901599999999999	24.351	0.044782999999999996	2.2137	14.943	0.045495999999999995	864.47	1054.3	0	0.028547000000000003	109310.0	10715.0	3819.3	209.2	39.294000000000004	0.087952	0.15467999999999998	0	0	0	0	0	0.24522	0.032223	0.10645
TCGA-S7-A7WP	PCPG_2	12.495	43.531000000000006	3646.5	29564.0	601.37	69.73	332.93	15706.0	106.01	2154.4	6401.3	6.8521	15.72	2785.2	8585.6	110.31	663.18	347.04	2660.6	31.439	122.35	155.99	0	2.8214	117110.0	0	3937.5	1586.0	37.485	13096.0	60.458999999999996	0.31528	2013.3	578.4	529.14	4533.8	1282.1	0.8061	0.86461	820.64	144.3	0.042662	967.35	526.4	200.73	0.4184	4534.1	44.076	9.2705	722.69	1.6123	448.25	22.572	1007.3	1220.9	958.08	36.275999999999996	1406.3	0.8061	0.21575	0.12568	2180.2	20.959	77.388	0.099008	442.16	1.6123	0.060429	85.046	170.5	0.12415	8.4643	0.10783	0.042131	3.0534	466.75	0.0	451.83	0.15753	0.0	1798.5	2.9982	0.014493	39511.0	0	99.96	0.1728	0.052398	0.12068	0.19991	60.458999999999996	0.0	1758.6	0.089812	210.8	0.064947	2.4184	27.005	0.058385	415.15	1016.5	0	0.1039	107.22	10.883	4434.1	169.69	31.842	0.10755	0.061384	-1	-1	-1	0	0	7.7563	0.15319000000000002	0.038555
TCGA-S7-A7WQ	PCPG_2	2.8916	77.59	3589.4	40576.0	1271.8	5.3012	326.75	3701.7	219.76	2050.1	46067.0	0.9639	34.217	544.1	472.77	0.0	724.82	352.29	2263.6	0.9639	34.376	1085.3	0	3.3735	68377.0	0	5680.5	1876.1	109.4	10240.0	156.15	0.31863	2254.5	832.29	431.23	4076.0	1454.5	0.4819	-0.17765	297.83	774.46	0.093467	661.69	631.81	120.0	0.32297	592.29	23.005	5.7831	574.46	0.0	357.59	0.4819	96.868	621.21	778.79	9.6386	928.19	0.9639	0.23125	0.070522	4186.0	22.169	279.04	0.039657	338.8	0.0	0.10347999999999999	65.06	11.565999999999999	0.083346	11.084000000000001	0.11787	0.028479	4.2863	548.43	0.0	226.99	0.07198	0.0	1895.9	8.8053	0.01556	26446.0	0	79.036	0.079636	0.1043	0.10127	0.092086	9.6386	0.9639	2729.2	0.078158	189.4	0.036459	3.8554	130.6	0.060574	619.76	1537.8	0	0.1971	0.0	2.8916	3122.9	192.77	28.916	0.11955	0.057614	-1	-1	-1	-1	0	10.702	0.097689	0.043271
TCGA-S7-A7WR	PCPG_1	20.101	25.544	1002.1	319.93	3882.3	31.826	173.79	34358.0	278.06	2956.9	580.41	0.0	131.07	4071.2	6668.8	2.9313	1317.8	103.85	0.0	14.238	14.753	6.2814	1	206.87	158740.0	0	19.262999999999998	1102.6	4.6064	3897.4	19.682000000000002	0.22812	147.4	10.05	673.31	136.91	843.38	28.057	-0.040988	635.26	63.652	0.026276	2442.6	1082.1	123.95	0.016519	4954.8	57.483999999999995	24045.0	660.38	2.9313	1128.2	93.802	2202.7	648.66	517.17	15.494000000000002	4089.6	1300.7	0.030909	0.027257	29422.0	157.45	6.2814	0.032113	1299.4	0.0	0.018616	784.34	3894.5	0.031851	74.12100000000001	0.083739	0.014728	-0.19312	273.03	1.675	240.79	0.030044	0.0	1285.6	28.326999999999998	0.015742	3136.1	0	121.44	0.034009	0.053837	0.050347	0.063585	411.64	0.4188	258.38	0.047014	18.425	0.023712	42.295	58.208	0.050059	229.9	2527.2	0	0.039204	0.0	0.8375	9222.4	306.53	3.3501	0.09192	0.050232	-1	0	-1	-1	-1	1.8645	0.025028	0.090921
TCGA-S7-A7WT	PCPG_3	1.6280000000000001	37.037	965.0	15424.0	5506.7	38.665	33.374	33861.0	306.06	1516.1	1010.2	0.0	3.2560000000000002	614.16	95.238	13.289000000000001	777.37	80.179	0.0	81.4	13.822000000000001	9.767999999999999	0	21.164	204010.0	0	245.42	514.86	4.07	7059.4	19.535999999999998	0.034947000000000006	390.72	5.291	313.76	235.24	979.24	10.582	-0.19996	10.989	243.79	0.0209	958.49	920.63	334.15	0.018158	2096.9	718.09	9799.3	519.74	0.0	898.29	121.69	1240.9	1279.2	339.85	189.25	2849.8	13.431	0.032208999999999995	0.17098	24989.0	2.4419999999999997	8.14	0.029237	701.26	0.40700000000000003	0.031495	531.54	1410.3	0.034357	55.75899999999999	0.044373	0.015108000000000002	-0.12797999999999998	303.21	0.0	488.81	0.036949	0.0	803.01	33.152	0.012980000000000002	7950.8	0	1196.6	0.03621	0.055480999999999996	0.039215	0.065933	68.783	2.8489999999999998	137.57	0.043634	12.21	0.034479	18.315	73.667	0.035022000000000005	361.82	1204.3	0	0.028693	4.07	4.477	3547.4	472.12	9.361	0.055465999999999994	0.06439199999999999	0	0	-1	0	-1	0.0	0.058132	0.040820999999999996
TCGA-S7-A7WU	PCPG_2	1.3514	96.84700000000001	1769.4	27903.0	2066.7	19.369	372.52	3596.4	93.694	1549.5	4898.8	0.0	3.6036	717.57	3133.8	5.6441	591.89	326.13	845.04	2.7027	33.135	36.486	0	3.6036	153040.0	0	200.9	1004.5	4.5045	13309.0	51.351000000000006	0.19909000000000002	795.95	959.91	231.47	120.72	4062.2	4.5045	-0.041708999999999996	12.613	207.21	0.032191000000000004	629.73	822.52	20.721	0.12575	1355.0	292.33	97.29700000000001	671.17	0.0	372.52	1.8018	326.13	468.02	975.68	24.324	713.06	0.0	0.059655999999999994	0.052296	6151.4	3.1532	121.62	0.052591	600.45	0.0	0.048567	178.83	628.38	0.48907	8.5586	0.041014	0.01228	0.8518700000000001	566.22	0.0	296.85	0.5918100000000001	0.0	1260.4	19.118	0.015412	10579.0	0	150.9	0.056371000000000004	0.058408	0.042037	0.066008	12.613	0.0	260.36	0.038252	21.171	0.028106	3.6036	45.946000000000005	0.047547000000000006	558.11	1493.7	0	0.043815	5.4054	2.7027	3428.4	326.13	34.685	0.067437	0.037832	0	-1	0	0	0	1.5918	0.070538	0.094162
TCGA-S7-A7WV	PCPG_4	982.17	361.44	1708.0	1204.0	582.78	5299.1	82.699	638.73	490.36	1640.8	2197.5	87.07700000000001	19.945	205.29	960.77	11049.0	899.96	266.1	95.34700000000001	3292.9	3783.5	74.915	0	0.0	31917.0	0	82.699	597.86	104.59	13070.0	382.31	0.049559	2427.5	45.24100000000001	250.52	286.02	323.01	14.107000000000001	5.202999999999999	137.18	640.19	0.027004000000000004	1460.8	791.96	47.187	0.023246	269.99	110.95	337.12	2602.6	288.96	315.23	8.7564	285.55	347.33	1117.4	283.12	209.18	0.0	0.036453	0.036189	9268.6	53.511	76.861	0.045896	707.8	253.93	0.030954000000000002	634.84	339.55	0.050927999999999994	5.3511	0.037094	0.018905	0.4343	690.29	7.297000000000001	706.35	0.061264	18.486	726.29	13.946	0.015374	4556.2	0	290.42	0.086374	0.059061	0.057151	0.076984	1.9459	0.9729	1260.4	0.043171	8.7564	0.03907	22.377	106.54	0.044709	605.65	1401.5	0	0.032999	3771.1	249.07	1950.7	1220.0	27.729	0.12743	0.065075	0	0	0	0	0	0.84126	0.034574	0.09829700000000001
TCGA-S7-A7WW	PCPG_4	1461.3	359.83	942.47	15272.0	1558.6	7387.6	216.53	1706.6	91.00399999999999	1064.9	8876.6	680.97	25.628	233.26	727.51	12001.0	381.8	277.2	865.07	2702.9	13068.0	112.45	0	1.569	39267.0	0	713.39	765.17	9.9373	6273.0	198.22	0.039724	2186.2	827.41	217.05	128.37	587.35	2.0921	6.0022	51.255	462.87	0.024459	777.2	571.13	180.44	0.027181	276.68	108.26	433.58	1534.5	350.94	342.57	0.0	53.347	633.89	953.98	109.31	892.26	1.569	0.06504	0.033422	5145.9	4.1841	37.657	0.036564	324.27	439.33	0.04242	620.29	323.22	0.051583000000000004	48.64	0.042756	0.013179	0.36169	730.65	7.8452	2724.4	0.060076	53.87	934.63	11.277999999999999	0.043723000000000005	3823.8	0	338.39	0.20999	0.05765599999999999	0.094152	0.07208400000000001	10.46	1.046	399.06	0.046488	15.167	0.032806999999999996	0.523	35.042	0.04615	521.97	1996.9	0	0.02671	13116.0	1280.3	3472.8	492.68	42.364	0.076399	0.042026999999999995	0	-1	0	0	1	14.33	0.036470999999999996	0.057038
TCGA-S7-A7WX	PCPG_1	101.12	51.091	1457.7	4485.4	4179.9	258.12	69.718	25707.0	414.05	2807.3	1755.2	4.2576	82.491	577.97	3853.7	521.38	1188.9	111.23	1.0644	127.73	213.35	20.224	0	203.3	260190.0	0	300.16	203.3	21.288	5000.5	41.511	0.0941	335.82	5.322	537.48	171.37	133.05	27.142	0.22216	86.21600000000001	43.108000000000004	0.022113999999999998	1387.4	1418.8	304.95	0.01956	2548.7	135.96	13523.0	1031.4	5.322	983.67	73.975	419.9	218.2	288.45	33.529	3157.5	155.4	0.032469	0.032672	28758.0	4.2576	9.0474	0.036286	1096.9	5.8542	0.020435	383.18	2964.9	0.030277	86.74799999999999	0.037187	0.017649	0.31379	301.22	1.5966	396.49	0.030866	0.0	810.0	40.429	0.017537	3071.3	0	257.05	0.042675	0.054199000000000004	0.050912	0.058529	616.82	0.0	324.64	0.034388	26.61	0.024705	9.5796	35.657	0.048347	287.92	2521.6	0	0.020841	227.78	38.85	9171.4	392.23	23.416999999999998	0.12007999999999999	0.05118	-1	0	0	-1	0	1.2012	0.040784	0.04679
TCGA-S7-A7X0	PCPG_2	1.6694	140.23	3167.5	15740.0	1110.7	15.582	327.21	934.34	107.96	1557.6	12387.0	8.3472	20.59	1050.1	8739.6	1.1519	585.98	231.5	475.79	42.293	6.9449	2822.4	0	14.469000000000001	141670.0	0	1426.8	2384.5	143.02	20068.0	80.134	0.096374	756.26	525.88	518.59	3660.5	1935.5	5.5648	0.092769	232.05	252.09	0.35759	773.51	618.81	164.16	0.06321399999999999	1803.0	159.26	74.569	823.04	0.0	541.5	36.728	1737.9	467.45	784.09	56.205	468.56	0.5565	0.038754000000000004	0.053701	7658.9	184.75	151.36	0.054332000000000005	642.74	0.0	0.039409	306.62	158.6	0.048607	2.2259	0.24699000000000002	0.020782	2.033	473.57	0.0	331.11	0.041364	0.0	1354.5	3.4193	0.016649	29170.0	1	203.67	0.08505700000000001	0.34126	0.077071	0.0567	13.912	0.0	1203.7	0.084402	108.51	0.044338	3.8954	84.029	0.050174	668.34	1161.4	0	0.035618000000000004	0.0	5.0083	3099.1	222.59	53.979	0.060722000000000005	0.09754	-1	-1	-1	0	0	0.84049	0.20875	0.047644
TCGA-S7-A7X1	PCPG_2	1.6097	48.29	4412.5	65739.0	1613.3	6.841	43.863	5927.2	119.52	1833.4	45120.0	0.0	37.827	2334.4	5550.9	0.8048	634.21	226.96	997.59	0.8048	14.825	1757.7	0	3.2193	90031.0	0	4730.4	1886.9	231.39	19036.0	57.948	0.30228	1318.7	262.78	610.83	6833.7	1908.2	2.0121	-0.13454000000000002	374.25	1885.7	0.07368200000000001	573.44	388.73	133.6	0.066198	215.69	73.863	126.76	577.87	0.0	473.68	0.8048	1451.9	661.17	742.05	16.901	1078.9	6.841	0.12984	0.063014	3357.8	4.4266	104.22	0.13914	421.73	0.0	0.042038	124.75	21.328000000000003	0.12697	37.827	0.10375	0.033818	3.3461	692.55	0.0	247.89	0.051181	0.0	2093.8	6.3656	0.017934000000000002	22738.0	0	55.131	0.14705	0.090279	0.10937000000000001	0.10877	40.644	0.0	3427.4	0.051635	508.25	0.034691	7.2435	26.962	0.054362	516.3	1165.4	0	0.091291	0.8048	3.2193	4434.6	225.35	40.241	0.085257	0.061316999999999997	-1	-1	-1	0	0	6.6147	0.081273	0.039539
TCGA-S7-A7X2	PCPG_1	27.324	37.635	1381.7	1037.8	3854.7	107.23	209.31	28178.0	353.66	1862.1	2406.6	1.0311	93.829	7116.6	6955.2	19.276	1368.5	89.705	0.0	50.523	29.639	15.982000000000001	0	90.736	164880.0	0	137.65	498.53	23.2	3200.5	31.448	0.056353999999999994	384.08	9.2798	482.03	222.7	240.76	22.168000000000003	-0.14598	416.56	34.541	0.032819	1421.3	1541.5	372.22	0.016253999999999998	6068.5	87.1	29386.0	1073.4	4.6399	1006.3	175.28	135.59	423.26	584.11	65.47399999999999	1992.6	417.59	0.031758	0.025651999999999998	39180.0	52.07	10.825999999999999	0.035573	2434.4	0.0	0.019358	439.76	3429.9	0.034006	51.553999999999995	0.032027999999999994	0.015350999999999998	0.8959299999999999	335.62	3.0933	493.89	0.028562999999999998	0.0	784.66	65.57600000000001	0.015233000000000002	2502.4	0	209.83	0.026737	0.041261	0.038654	0.054361	568.13	0.0	274.27	0.04818	11.857000000000001	0.032287	206.22	31.964000000000002	0.040681	427.9	1882.2	0	0.018973	17.012999999999998	5.671	7217.1	409.86	24.746	0.08681799999999999	0.058918	-1	0	0	0	0	0.47793	0.046689	0.050935
TCGA-SA-A6C2	PCPG_2	6.0408	39.601	1737.1	13483.0	1605.8	6.712000000000001	334.93	8930.6	43.963	1317.9	6917.7	0.6712	38.929	2309.2	5513.9	1.3927	810.13	263.44	3.0204	0.6712	11.464	11.745999999999999	0	0.3356	67794.0	1	695.7	825.24	1.3424	16259.0	63.361000000000004	0.035792000000000004	479.91	2.6848	414.39	745.44	8233.9	7.7188	-0.17303	415.13	50.675	0.02471	833.29	595.02	370.5	0.28453	3813.4	370.34	3708.4	912.16	0.0	342.65	22.485	2.0136	1021.6	1514.6	5.034	2569.0	1.6780000000000002	0.08439400000000001	0.065211	10498.0	2.6848	770.2	0.07434600000000001	870.21	0.0	0.10690999999999999	335.6	1539.1	0.22618000000000002	4.3628	0.036338	0.014753	1.4651	334.59	0.0	320.16	0.10198	0.0	1471.3	22.596999999999998	0.014218000000000001	42840.0	0	40.943000000000005	0.12122999999999999	0.056122000000000005	0.033922	0.14415999999999998	3.3560000000000003	0.0	192.3	0.067758	52.353	0.09583	1.0068	23.828000000000003	0.052479	347.68	1746.5	0	0.040544	0.0	1.0068	2823.4	165.45	14.431	0.078312	0.056333	0	0	0	0	0	2.0608	0.048367	0.085844
TCGA-SP-A6QC	PCPG_1	20.289	123.24	1062.6	1557.8	2548.9	225.44	52.602	24041.0	199.89	1417.2	2106.3	1.5029	54.856	4556.1	7275.6	216.67	677.82	54.856	162.31	93.932	194.36	37.573	0	12.023	161790.0	0	33.064	343.42	73.643	3091.5	17.284000000000002	0.044219999999999995	237.46	6.0116	275.75	305.09	72.891	35.318000000000005	-0.035539999999999995	181.85	77.4	0.022494	846.89	1109.9	279.54	0.022298	3085.5	162.58	32473.0	810.07	5.2602	791.28	56.358999999999995	13.526	230.7	438.85	11.272	1654.0	26.301	0.027786	0.023593	27082.0	15.780999999999999	16.532	0.033924	1345.1	7.5146	0.028356	431.34	2455.8	0.25574	101.45	0.022423	0.01994	0.96949	550.07	0.7515	459.89	0.13354000000000002	0.0	446.37	42.406000000000006	0.013874000000000001	3453.7	0	295.32	0.044495	0.033858	0.037358999999999996	0.069384	114.22	5.2602	412.55	0.039363	6.0116	0.031675999999999996	15.029000000000002	111.22	0.046301	418.56	1320.3	0	0.043037	118.73	6.0116	4982.9	393.01	17.284000000000002	0.067338	0.045256	0	0	0	0	0	0.0	0.058314	0.051415999999999996
