ESCC	Labels	N:GEXP::SPARC:6678:	N:GEXP::AKR1C3:8644:	N:GEXP::IGF2:3481:	B:MUTA:LOF:HIST1H3C::	N:GEXP::AKR1C1:1645:	N:GEXP::TUBB6:84617:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::DSP:1832:	N:GEXP::MGST1:4257:	N:GEXP::CLCA2:9635:	N:GEXP::CLU:1191:	N:GEXP::AKR1C2:1646:	N:GEXP::C4A:720:	N:GEXP::TXNRD1:7296:	N:GEXP::UGT1A6:54578:	N:GEXP::GSTA1:2938:	N:GEXP::PPL:5493:	N:GEXP::CLDN1:9076:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::SPRR3:6707:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::HSP90AB1:3326:	N:GEXP::B2M:567:	N:GEXP::AKR1B10:57016:	N:GEXP::LAMB3:3914:	N:GEXP::EPS8:2059:	N:GEXP::PKM2:5315:	N:METH:cg08195943:TRH:TssD955:Island	N:GEXP::A2ML1:144568:	N:GEXP::MYL9:10398:	N:GEXP::SPRR1A:6698:	N:GEXP::LCN2:3934:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::KRT16:3868:	N:GEXP::SERPINA3:12:	N:GEXP::GJA1:2697:	N:GEXP::TUBB2A:7280:	N:GEXP::HLA-A:3105:	N:GEXP::ALDOA:226:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::LY6D:8581:	N:GEXP::UBC:7316:	N:GEXP::SMARCD3:6604:	N:GEXP::GPC3:2719:	N:MIR::hsa-miR-221-3p:Corrected:	N:GEXP::ACTG1:71:	N:GEXP::TMSL3:7117:	N:GEXP::CYP4F11:57834:	N:GEXP::MATN2:4147:	N:GEXP::HSP90AA1:3320:	N:GEXP::C6orf168:84553:	N:GEXP::OLFM1:10439:	N:GEXP::TMBIM6:7009:	N:GEXP::STK32B:55351:	N:GEXP::MYH14:79784:	N:MIR::hsa-miR-203a:Corrected:	N:GEXP::XIST:7503:	N:GEXP::SERPINB5:5268:	N:GEXP::SMARCA2:6595:	N:GEXP::RHOD:29984:	N:GEXP::NEFL:4747:	N:GEXP::MCF2L:23263:	N:GEXP::SPRR1B:6699:	B:MUTA:LOF:PODXL::	N:METH:cg23706497:OTX2:TssD123:Shelf	N:GEXP::WNK2:65268:	N:GEXP::CEL:1056:	N:GEXP::SHH:6469:	N:GEXP::IRF6:3664:	N:GEXP::FERMT1:55612:	N:GEXP::TCF4:6925:	N:GEXP::TMEM51:55092:	N:GEXP::NTS:4922:	N:METH:cg07222309:MIR3663HG:TssD3812:Shore	N:GEXP::GLI2:2736:	N:GEXP::RAB6B:51560:	N:GEXP::SEL1L3:23231:	N:GEXP::DSG2:1829:	N:GEXP::ALCAM:214:	N:GEXP::SCN9A:6335:	N:GEXP::NDRG4:65009:	N:METH:cg12049688:RNF220:TssD5833:Shore	N:GEXP::CALB1:793:	N:GEXP::SYNPO2:171024:	N:GEXP::C9orf167:54863:	N:GEXP::TUB:7275:	N:GEXP::LRIG1:26018:	N:GEXP::SYNM:23336:	N:METH:cg07344528:RP11-24M17.4:TssU30:NA	N:GEXP::BDKRB1:623:	N:GEXP::FAM83A:84985:	N:METH:cg17205316:OTX2:TssD1781:Island	N:GEXP::TLE2:7089:	N:GEXP::PI3:5266:	N:GEXP::UGT1A7:54577:	N:GEXP::PKN1:5585:	N:GEXP::RNF222:643904:	N:GEXP::CDC42BPA:8476:	N:GEXP::LRP1B:53353:	N:GEXP::KIAA1549:57670:	N:GEXP::FAM69B:138311:	N:METH:cg13880950:RNF220:TssD5725:Shore	N:GEXP::GNG5:2787:	N:METH:cg20701977:NA:NA:Island	N:GEXP::RHCG:51458:	N:GEXP::PPP2R2C:5522:	N:GEXP::GEFT:115557:	N:METH:cg14868994:RP11-89K21.2:TssU136:Shore	N:GEXP::NUCKS1:64710:	N:METH:cg27061249:PHACTR2:TssU151:Shore	N:MIR::hsa-miR-129-5p:Corrected:	N:GEXP::DSG1:1828:	N:GEXP::NPDC1:56654:	N:GEXP::DEPDC7:91614:	N:GEXP::ABHD2:11057:	N:GEXP::ABCA2:20:	N:METH:cg20264068:CR1L:TssD142:Island	N:METH:cg05372242:SFTA3:TssU507:Island	N:METH:cg26053083:CALCB:TssD69226:Island	N:METH:cg09427998:LINC01097:TssD2527:Shore	N:GEXP::EHD4:30844:	B:MUTA:LOF:PTPRD::	N:MIR::hsa-miR-5589-3p:Corrected:	N:GEXP::PHC3:80012:	N:METH:cg08749108:RP11-175E9.1:TssD7720:Shore	N:GEXP::KATNAL2:83473:	N:GEXP::CDC14B:8555:	N:METH:cg22009488:NA:NA:Island	N:METH:cg02427443:COMMD4:TssU31:Island	N:GEXP::LMBR1:64327:	N:GEXP::GATS:352954:	N:GEXP::CEP68:23177:	N:GEXP::FAM190A:401145:	N:GEXP::CABYR:26256:	N:GEXP::GANC:2595:	N:GEXP::COCH:1690:	N:GEXP::JAKMIP3:282973:	N:GEXP::DDX60L:91351:	N:GEXP::WDSUB1:151525:	N:GEXP::RGS9:8787:	N:METH:cg07214715:ST3GAL5:TssU210:Shore	N:METH:cg18807485:LHX5:TssD6993:Island	N:GEXP::PRKAA2:5563:	N:GEXP::SLCO4C1:353189:	N:GEXP::NUDT7:283927:	N:GEXP::RHOQ:23433:	N:GEXP::PANX2:56666:	N:GEXP::PITPNM1:9600:	N:GEXP::PRKG2:5593:	N:GEXP::AKR1C4:1109:	N:GEXP::RHOG:391:	N:GEXP::GNG10:2790:	I:CNVR::RHOV:171177:	N:METH:cg15438207:NA:NA:NA	N:METH:cg14475758:HLA-DMA:TssD6:NA	N:GEXP::SDK1:221935:	N:GEXP::MED8:112950:	N:METH:cg03778788:RP5-921G16.1:TssU70:Island	N:GEXP::LOC100130093:100130093:	N:GEXP::PNLIPRP3:119548:	N:METH:cg14971325:LINC01586:TssD49:Island	I:CNVR::MGA:23269:	N:METH:cg16899280:TGFB2-AS1:TssD442:Shore	N:GEXP::RPS6KB2:6199:	N:GEXP::GPR85:54329:	I:CNVR::RHOD:29984:	I:CNVR::NBAS:51594:	I:CNVR::PAXIP1-AS2:100132707:	I:CNVR::AKIRIN1:79647:	I:CNVR::SYT12:91683:	I:CNVR::GRB14:2888:	I:CNVR::C11orf86:254439:	I:CNVR::C3orf79:152118:	I:CNVR::GALNT3:2591:	I:CNVR::HIST2H2BA:337875:	I:CNVR::LINC00624:100289211:	I:CNVR::HIST2H2BF:440689:	I:CNVR::NDUFS5:4725:	N:METH:cg12311600:ARL17B:TssU305:Island	N:METH:cg24294989:CAMTA1:TssD895330:Island
TCGA-LN-A4A5	ESCC_1	44223.0	195.5	2055.3	0	205.48	3325.5	5016.9	79.82	8410.9	30786.0	564.81	10150.0	2405.9	580.47	23085.0	1910.1	129.07	0.96888	1512.8	11030.0	20372.0	14004.0	5744.8	53.049	18861	9445.3	34405.0	42204.0	698.8	25481.0	770.31	24052	0.43431000000000003	90.631	25834.0	13.607999999999999	22.816	5733.3	24339.0	18709.0	4519.3	4349.0	5848.8	676.88	21154.0	8992.8	109.75	2057.0	1793.4	28334.0	495.83	64.032	125.41	44995.0	14981.0	210.42	3141.1	16375.0	256.33	249.9	16160.0	34.306	3726.6	1662.9	12.462	1012.4	2372.3	256.61	121.39	345.36	79.145	0	0.067135	1641.8	484.12	0.11821	1765.8	1418.8	1435.2	482.74	64.278	0.059819000000000004	288.72	587.82	1225.8	5622.1	3234.1	92.839	450.43	0.28793	5.3269	28070.0	157.08	284.1	2729.4	39577.0	0.092383	28.026999999999997	527.47	0.08626	234.44	19.455	0.0	2046.8	2.6804	2693.9	0.34144	405.66	110.25	0.18282	820.56	0.028031	55.722	551.03	934.63	0.32636	16403.0	0.055759	2.3023	46.271	391.92	182.52	4863.8	1999.5	0.30943000000000004	0.3178	0.30657	0.22632	673.71	0	0	3664.0	0.11924000000000001	61.12	536.74	0.29441999999999996	0.21470999999999998	1497.9	260.1	1316.7	45.175	81.065	335.43	30.405	20.519000000000002	853.78	223.38	135.09	0.21464	0.04155	861.02	47.471000000000004	105.73	1891.9	195.87	964.36	143.84	0.036881	802.86	383.77	-1	0.0455	0.069037	352.7	510.04	0.084949	74.891	0.44719	0.2853	-1	0.28313	446.46	17.47	0	0	0	0	0	0	0	1	0	0	0	0	0	0.015136000000000002	0.022203999999999998
TCGA-LN-A4A6	ESCC_2	26163.0	1406.9	357.02	0	3306.2	2480.8	7770.0	201.26	833.12	88169.0	536.37	20277.0	1835.5	5027.1	463.97	2598.7	1124.9	55.445	8500.5	20787.0	88439.0	16693.0	25268.0	2108.9	15438	13872.0	47050.0	39771.0	3914.2	22795.0	193.12	59572	0.032928	1486.2	1009.7	2663.3	123.68	2.2375	9634.1	18584.0	11059.0	1478.6	11949.0	647.3	9836.5	35615.0	36.665	423.83	4306.9	51637.0	26.701	102.68	296.48	40194.0	14405.0	690.52	1530.5	35057.0	91.22399999999999	277.6	16067.0	15.616	913.26	31751.0	3.5403	6420.0	1240.2	634.63	8595.2	88.436	1823.2	0	0.028586	301.89	1443.8	0.20047	3384.4	1780.0	1032.3	398.81	11.332	0.046681	895.61	20.828000000000003	1149.9	15702.0	3122.2	64.721	316.29	0.040942	1191.1	53.601000000000006	291.79	32.506	430.86	1604.7	0.016422	64.322	658.6	0.039343	25.031999999999996	90.29	13.775	709.55	3.8657	701.41	0.22507	26.824	26.491	0.051829999999999994	948.31	0.025011000000000002	143.24	1600.3	73.94	0.039531000000000004	10809.0	0.037831000000000004	0.51561	144.06	368.83	319.91	2350.7	1265.7	0.015505000000000001	0.30065	0.27391	0.044736	1629.7	0	0	2542.9	0.017526	53.989	292.96	0.018931	0.016898	708.36	25.271	1090.2	30.005	39.376999999999995	668.1	620.12	3.2947	680.99	159.48	3.0967	0.035989	0.048119	42.122	1.328	57.207	662.5	53.43899999999999	5911.2	11.204	0.036881	826.51	256.26	1	0.03928	0.039061	76.67	575.37	0.038375	20.649	0.75516	0.051417	1	0.026598	651.16	11.895	0	1	-1	0	0	1	0	1	1	0	0	0	0	0.015489	0.019518999999999998
TCGA-LN-A4A8	ESCC_2	47882.0	41.272	2118.2	0	864.28	1173.1	12218.0	179.18	1523.5	47372.0	1121.0	193.16	2434.4	193.6	1455.3	2593.2	145.72	77.238	3344.9	9756.7	64865.0	10425.0	6427.1	1033.5	23067	12206.0	38909.0	48401.0	430.58	15436.0	2306.3	30904	0.026357	6347.6	3839.4	266.01	250.49	10.181000000000001	28434.0	20791.0	2603.6	66.949	9378.8	1062.2	18295.0	12648.0	77.675	2880.5	834.41	32703.0	76.036	18.496	148.39	71746.0	13894.0	89.948	641.43	49867.0	103.62	1378.3	22952.0	18.855	7101.8	24372.0	36.03	2692.7	3369.2	703.41	702.96	2439.5	349.31	0	0.085562	8576.7	3064.9	0.048487	3394.0	2854.6	1815.0	399.82	67.55199999999999	0.074874	74.881	90.272	1137.7	9538.6	873.47	10.482999999999999	2652.7	0.037583	4.379	10812.0	100.19	58.952	1194.9	932.2	0.019273	47.753	155.55	0.05204400000000001	56.645	173.86	0.37387	835.31	2.2704	846.86	0.010121	589.69	45.102	0.038752999999999996	1449.9	0.028814	481.03	11.109000000000002	124.9	0.15947999999999998	22991.0	0.033013	0.8042600000000001	59.018	120.75	110.31	6089.5	1745.4	0.015697	0.024413999999999998	0.36399000000000004	0.026735000000000002	940.08	0	0	2142.9	0.013066	20.996	470.44	0.023801	0.015999	1293.8	379.59	649.44	0.82076	143.21	403.93	35.724000000000004	14.255999999999998	770.64	295.78	22.491	0.040282	0.037775	46.861000000000004	19.191	33.452	1447.5	77.869	2823.9	36.464	0.036881	678.14	257.88	0	0.029736000000000002	0.017621	397.85	436.74	0.020207	66.346	0.44719	0.046443	0	0.019802	1325.8	20.86	1	0	1	0	1	0	1	1	0	0	0	0	0	0.016959000000000002	0.016794
TCGA-LN-A4A9	ESCC_2	25133.0	68.195	617.98	0	340.81	3584.1	826.15	3306.5	445.02	79493.0	616.33	14517.0	582.23	92.935	3892.1	1368.1	0.9357200000000001	0.96888	3663.7	11627.0	40936.0	15085.0	2598.9	21.611	15579	54754.0	48774.0	140040.0	1409.0	31777.0	567.54	26713	0.053324	497.39	2697.3	1463.8	217.69	20.037	77505.0	62396.0	200460.0	630.64	39626.0	2723.9	28361.0	22927.0	656.14	2746.8	13665.0	61241.0	131.14	19.609	1228.9	84067.0	42572.0	131.83	691.49	28627.0	78.527	37.549	9714.5	32.412	1442.3	49118.0	11.524000000000001	12284.0	1499.0	1965.8	631.11	78.892	3926.4	0	0.042848000000000004	89.244	63.326	0.0	3664.1	853.94	1890.3	460.4	2.5194	0.062224	120.35	188.13	962.75	3379.6	1299.7	54.57	1165.2	0.033364	27.901999999999997	3777.5	642.42	92.219	667.6	2395.1	0.024648	52.401	3680.7	0.053991	52.306000000000004	75.19800000000001	2.8322	676.66	47.068999999999996	1247.1	1.0712	86.02799999999999	99.20100000000001	0.038521	1567.4	0.03489	634.57	4979.5	195.85	0.05365	7155.2	0.053173000000000005	0.36112	19459.0	346.12	292.77	1551.0	699.37	0.022868	0.10212	0.058753	0.051311	686.06	0	0	4480.5	0.023118	44.013999999999996	240.03	0.022974	0.018418	838.95	106.23	587.17	26.44	36.561	1257.1	9.3704	4.3236	2435.9	90.027	24.899	0.043378	0.05380599999999999	83.08200000000001	13.194	79.457	1678.0	201.68	838.3	29.644000000000002	0.036881	1080.3	397.8	0	0.04344	0.025325	114.33	1327.5	0.026229000000000002	26.095	51.373000000000005	0.2479	0	0.034732	681.04	37.719	0	0	1	1	0	0	0	1	0	1	1	1	1	0.051327	0.02131
TCGA-LN-A4MQ	ESCC_1	5733.8	7963.5	6091.2	1	20421.0	2590.2	5283.6	839.86	821.75	73038.0	6035.7	19032.0	2876.7	9416.6	3277.4	20688.0	3762.9	5781.1	17002.0	1553.3	59969.0	5521.4	17786.0	39518.0	31904	9545.5	32286.0	11168.0	21970.0	5212.6	4958.0	30096	0.58555	7636.0	3352.5	5216.2	851.65	187.31	4030.6	26858.0	6700.2	29.451	7918.6	1000.6	5574.1	19630.0	2139.1	2460.5	5301.2	32390.0	288.81	1749.0	343.83	45366.0	7629.5	13738.0	3945.6	39545.0	335.58	3845.4	9938.1	17.019000000000002	11607.0	60968.0	3.8478	4593.5	3572.6	275.39	1570.9	1055.7	3191.8	1	0.45421000000000006	2115.4	8403.0	25.64	1861.3	1315.9	3077.8	104.32	235.72	0.29439	3532.2	1193.0	2412.0	10947.0	15848.0	1672.5	3429.4	0.5765600000000001	617.97	3998.4	108.53	477.44	2541.5	5906.1	0.19368	28.389	1677.6	0.49266000000000004	174.92	560.09	3011.4	826.33	48.995	3577.9	138.35	324.42	132.07	0.49517	911.09	0.13034	10821.0	2361.3	163.6	0.49868	25755.0	0.16327	6.5087	389.38	298.37	60.873999999999995	11976.0	1244.0	0.50203	0.44838	0.36951999999999996	0.4488	419.88	0	0	4795.3	0.26671999999999996	79.935	689.79	0.21520999999999998	0.26898	668.25	465.28	1330.7	74.81	5334.2	294.97	353.09	565.62	272.48	201.68	44.489	0.33842	0.20349	1014.9	181.83	77.928	1954.6	1519.1	784.23	30.645	1.9507	320.92	361.55	-1	0.35398	0.15214	1819.1	567.56	0.053222000000000005	95.046	285.72	0.13879	-1	0.6369199999999999	534.81	306.89	1	1	-1	0	1	-1	1	1	-1	0	0	0	0	0.51277	0.020928
TCGA-LN-A4MR	ESCC_2	43410.0	508.44	1219.7	0	2062.8	6963.4	1495.6	4257.0	1641.0	81599.0	9375.3	6671.4	2317.7	2840.6	2518.3	3923.2	259.28	0.96888	18831.0	10461.0	101770.0	10842.0	4165.1	2283.4	15194	24921.0	29764.0	121050.0	2497.6	14364.0	763.67	25375	0.054099	43341.0	2396.7	32788.0	17861.0	3.8227	33591.0	63172.0	94314.0	4027.2	8848.2	1465.9	27634.0	21403.0	11535.0	8745.0	22519.0	45614.0	96.794	63.172	230.7	66517.0	20532.0	1885.2	63.511	44634.0	40.998000000000005	35.662	7113.3	23.162	4485.2	214660.0	2.7252	6591.6	1319.1	2725.5	1170.7	269.81	78817.0	0	0.25522	204.91	1058.0	0.73011	6219.1	2433.3	2728.6	347.81	31.362	0.066108	425.02	98.22399999999999	479.14	3447.4	3855.6	169.17	962.59	0.045883999999999994	5691.4	718.51	456.96	40.075	480.92	835.75	0.020234000000000002	129.35	7322.2	0.14207	78.637	22908.0	15.839	741.62	188.96	1816.2	103.7	63.605	85.039	0.042467000000000005	2364.4	0.026753	4035.5	2077.8	175.12	0.076472	10106.0	0.056963	0.69072	1199.9	218.55	154.52	1994.0	520.3	0.023413	0.51786	0.31314000000000003	0.056157000000000006	1327.8	0	0	2868.4	0.021461	44.191	402.18	0.020452	0.015578	719.86	52.608999999999995	606.98	72.01	35.87	1136.5	27.726	23.799	2871.1	93.588	28.980999999999998	0.045011	0.040144	33.759	11.44	10.044	1358.2	164.96	1188.4	13.332	0.40145	906.03	347.31	1	0.036989999999999995	0.019339	624.76	1122.8	0.15045	43.836000000000006	273.66	0.075599	1	0.021003	705.15	38.076	1	-1	-1	0	1	0	1	0	0	1	1	1	0	0.026605	0.027154
TCGA-LN-A5U5	ESCC_1	5804.5	25836.0	10888.0	0	50401.0	3153.7	51195.0	7782.8	19222.0	19440.0	18255.0	3433.5	50570.0	15813.0	7450.4	34288.0	7077.1	1613.7	1574.0	25731.0	128560.0	21683.0	17124.0	3712.0	23987	8300.9	46546.0	122180.0	38314.0	21477.0	4361.3	57697	0.40826999999999997	839.17	948.86	492.93	6280.8	122.68	82092.0	62464.0	3803.2	1985.3	1983.1	627.62	36610.0	49090.0	1364.8	668.49	909.27	35632.0	164.82	67.07300000000001	291.99	77663.0	14791.0	8972.0	673.56	61481.0	145.82	360.39	31679.0	7.433	3013.9	8448.1	142.9	3971.3	1778.0	458.66	130.45	261.64	439.11	0	0.50813	2692.7	104.79	7.2492	1869.6	1007.7	671.38	269.17	3436.1	0.57763	186.7	139.0	4231.3	4960.3	3895.6	140.32	208.39	0.67709	82.819	725.76	1641.8	79.689	2296.6	945.26	0.067176	20.403	5602.0	0.39415	90.37100000000001	834.37	43.177	534.5	0.61033	1403.7	34.238	544.33	65.74600000000001	0.5627800000000001	1642.7	0.033538	2197.6	1251.3	113.0	0.56281	13764.0	0.18834	3.7434	11.239	319.74	129.17	7795.2	440.07	0.65025	0.54401	0.36611	0.14678	804.86	0	0	3097.4	0.15459	98.958	1131.4	0.6059100000000001	0.19507	1956.3	382.64	573.31	53.513999999999996	2728.1	386.14	385.44	286.71	496.3	176.06	7.7434	0.075248	0.058392999999999994	516.18	1151.2	69.183	1273.2	1221.7	780.59	30.291999999999998	0.7125100000000001	496.99	1198.3	0	0.043487	0.020257	551.8	598.93	0.029287999999999998	85.512	38.168	0.060603	0	0.02232	479.72	81.503	0	0	1	0	0	0	0	1	0	1	1	1	0	0.0278	0.019877000000000002
TCGA-LN-A5U6	ESCC_1	29990.0	13720.0	795.79	0	34295.0	4995.7	204.94	1441.0	2759.5	66693.0	3760.2	13270.0	2289.6	30142.0	3234.5	7780.0	4210.1	35.246	7105.4	37872.0	85443.0	14480.0	16216.0	38.003	20109	24946.0	29573.0	46512.0	14054.0	52640.0	630.65	47019	0.68401	976.76	1856.1	138.7	179.81	86.088	20716.0	52981.0	18263.0	1324.8	25957.0	1883.7	17107.0	33320.0	283.82	2660.4	14070.0	86944.0	415.45	159.71	176.84	84178.0	13513.0	882.86	3814.9	68666.0	37.861	1493.7	17175.0	29.151999999999997	4757.8	51544.0	0.0	5479.8	2063.5	601.45	2109.3	647.42	2153.7	1	0.70329	417.04	110.02	1.6189	3046.1	3745.5	1081.6	274.99	9.6995	0.6684899999999999	754.15	473.4	874.44	16691.0	781.1	184.0	1208.1	0.64862	0.10561	638.92	67.21600000000001	150.5	944.89	726.28	0.37118	89.01299999999999	1512.5	0.65847	156.62	463.85	37.412	1387.7	5.4165	1457.8	7.7372	320.11	70.154	0.61345	1142.1	0.032227	969.78	1080.7	166.9	0.50858	12657.0	0.31351999999999997	1.8386	1171.3	580.85	85.146	2940.3	1453.4	0.6120899999999999	0.55853	0.55665	0.3944	1043.1	0	0	4931.5	0.024294	61.856	261.92	0.7197100000000001	0.37219	1172.2	166.58	728.19	7.1228	540.43	266.56	67.98100000000001	112.38	474.96	104.51	57.596000000000004	0.036206999999999996	0.44983	312.91	1.4148	147.42	864.3	1638.2	784.64	25.374000000000002	0.58394	949.9	438.05	-1	0.048572000000000004	0.031405	1406.7	662.58	0.092237	32.193000000000005	79.087	0.10699000000000002	-1	0.030606	324.04	27.685	-1	1	1	-1	-1	-1	-1	1	-1	1	1	1	-1	0.056152999999999995	0.025332
TCGA-LN-A5U7	ESCC_1	8285.4	9060.3	1764.1	1	38506.0	5141.5	3581.1	670.89	1271.7	78929.0	4027.5	12474.0	1837.8	6548.2	592.35	24478.0	5268.1	0.96888	6423.2	7299.1	89945.0	11249.0	8098.8	472.52	25068	19174.0	36136.0	30909.0	22640.0	46082.0	571.12	38483	0.070811	1292.9	463.96	682.86	205.48	1.2472	24941.0	34571.0	24026.0	13.675	9923.5	624.27	21434.0	26652.0	1680.9	3227.6	15089.0	32130.0	84.469	81.28699999999999	147.9	61417.0	5263.9	8952.9	1841.6	42671.0	88.06	3124.7	10779.0	60.452	5685.4	122120.0	0.45038	16293.0	1959.6	1382.4	977.35	100.79	2924.4	0	0.8177399999999999	816.93	54.153999999999996	0.32198000000000004	2686.1	13038.0	3283.5	68.415	9.375	0.44469	2252.6	196.64	1404.7	6582.0	5638.0	3921.9	1034.2	0.83983	35.028	75.997	403.35	98.883	535.99	325.0	0.023237	96.713	5033.3	0.45588999999999996	25.436999999999998	4682.4	17.462	205.33	4.4812	2213.7	322.42	112.84	27.261	0.6572100000000001	670.36	0.030935	4669.9	821.93	156.23	0.67502	14291.0	0.054512	1.5367	459.77	66.262	141.78	5556.5	564.44	0.79496	0.6015699999999999	0.49868	0.060171	930.72	0	0	3857.0	0.43478999999999995	576.14	758.71	0.04842	0.020997	1136.3	312.34	685.69	113.34	634.2	433.51	19.788	136.95	1365.6	179.25	9.7103	0.040451999999999995	0.18439	13.527999999999999	23.116999999999997	74.207	1517.0	968.24	1680.6	24.81	1.5143	600.96	311.86	-1	0.037855	0.094236	1224.2	411.67	0.28017	43.926	3.3342	0.090279	-1	0.60769	606.65	9.1895	1	0	-1	-1	1	1	1	1	1	-1	-1	-1	-1	0.013940000000000001	0.014505
TCGA-LN-A7HV	ESCC_2	7677.6	566.07	395.4	0	524.73	6227.0	14589.0	1780.5	1203.8	98614.0	8897.5	8630.7	2041.2	933.56	2535.3	1396.2	5.409	0.96888	6813.1	1735.0	263810.0	5783.7	24729.0	42.316	29495	72154.0	50000.0	14825.0	1348.9	17456.0	602.5	66523	0.082636	359.27	1871.7	129.32	64.885	13.692	4387.4	27893.0	98782.0	40.219	34378.0	6659.4	4830.1	65619.0	7.5247	631.48	372.35	57564.0	59.216	33.836999999999996	310.2	81520.0	20558.0	90.44200000000001	870.07	19372.0	374.21	86.24799999999999	28641.0	7.6476	6788.7	15752.0	0.0	11231.0	896.52	1022.8	4305.8	98.85799999999999	402.78	0	0.031541	1922.6	159.28	0.0	3738.3	1657.3	802.88	679.4	21.521	0.069957	57.738	610.86	880.64	6252.0	730.46	14.600999999999999	131.93	0.13660999999999998	2.0331	1781.1	918.86	62.758	719.02	1074.7	0.026393	138.39	1351.3	0.064381	45.748000000000005	100.35	8.4833	992.06	0.56167	793.86	4.9943	59.839	127.74	0.083957	2111.6	0.05715	2749.3	3370.9	125.14	0.37034	10517.0	0.055198000000000004	2.1978	1424.6	539.15	412.61	2005.0	831.36	0.024371	0.049738	0.20569	0.031593	1994.6	0	0	1223.1	0.21761	67.212	160.07	0.07244500000000001	0.017393000000000002	915.83	96.51799999999999	1157.3	10.947000000000001	128.33	729.4	124.98	4.4030000000000005	267.74	119.4	12.304	0.038706	0.049393	148.47	27.232	41.071000000000005	742.49	243.17	1383.3	2.9234	0.036881	1889.0	376.75	0	0.034546	0.024285	1261.8	974.97	0.024106	18.648	65.309	0.075638	0	0.035523	1070.7	34.385999999999996	0	0	0	0	0	-1	0	1	-1	0	0	0	0	0.016413999999999998	0.023502000000000002
TCGA-LN-A7HW	ESCC_1	85531.0	38739.0	6761.0	0	75384.0	3001.8	2318.9	1376.9	4423.0	47963.0	6685.1	14293.0	2500.2	42296.0	1758.2	13180.0	3213.6	5.6062	4509.3	1922.5	44881.0	9689.1	4201.3	16431.0	49744	15355.0	46841.0	30551.0	55051.0	15421.0	2545.4	59327	0.49733	1478.4	3357.6	6987.3	413.29	3.1024	10745.0	40560.0	18834.0	15.062999999999999	23167.0	1943.3	15275.0	22861.0	3288.4	1407.6	1255.3	30148.0	436.94	229.68	116.97	48913.0	11110.0	9874.2	3505.7	49457.0	169.71	7972.4	8367.4	175.09	11520.0	113290.0	0.10257000000000001	8463.7	3240.5	392.82	4951.7	653.33	8606.8	0	0.56913	600.98	36.799	31.29	1498.5	1827.5	3517.0	108.53	14.993	0.43217	2270.9	711.71	2521.2	8175.3	3592.7	1691.3	4260.3	0.63908	14.887	184.13	100.85	230.63	2218.7	778.12	0.20289000000000001	60.114	590.22	0.51358	472.11	20127.0	4403.6	1181.5	10.05	2118.3	534.3	951.88	246.9	0.44709	741.57	0.031255	3411.3	1587.2	501.57	0.067117	13266.0	0.10812000000000001	7.1449	390.78	766.78	179.21	4961.3	1399.6	0.54789	0.30824	0.52042	0.084118	987.07	0	0	2619.1	0.32173	52.498999999999995	426.82	0.042725	0.38834	1307.6	201.34	619.91	81.554	382.57	360.75	428.64	146.83	270.89	287.91	50.599	0.2599	0.13317	118.22	31.081	65.141	1763.2	964.74	979.2	34.939	3.8746	660.53	410.63	1	0.06285	0.040243	3026.4	699.2	0.056271	49.122	18.464000000000002	0.06592100000000001	1	0.55914	528.61	558.15	0	1	1	-1	0	1	0	0	1	-1	-1	-1	-1	0.37248000000000003	0.024947999999999998
