THCA	Labels	N:GEXP::FN1:2335:	B:MUTA:COMP:BRAF::	B:MUTA:nons:BRAF::	B:MUTA:HOTS:BRAF:pV600:	N:GEXP::CLDN1:9076:	N:GEXP::NQO1:1728:	B:MUTA:HOTS:NRAS:pQ61:	N:GEXP::IGF1R:3480:	N:GEXP::C17orf28:283987:	B:MUTA:nons:NRAS::	B:MUTA:COMP:NRAS::	N:MIR::hsa-miR-3074-5p:Corrected:	N:GEXP::PRR15:222171:	N:GEXP::PDK4:5166:	N:GEXP::PROS1:5627:	N:GEXP::RET:5979:	N:GEXP::TMEM116:89894:	N:MIR::hsa-miR-21-5p:Corrected:	B:MUTA:COMP:HRAS::	N:GEXP::TACSTD2:4070:	N:GEXP::ETV5:2119:	N:MIR::hsa-miR-96-5p:Corrected:	N:GEXP::RPS6KA2:6196:	N:GEXP::MDFIC:29969:	N:GEXP::ATRNL1:26033:	B:MUTA:nons:HRAS::	N:GEXP::STON2:85439:	N:GEXP::TMEM215:401498:	N:GEXP::PLEKHA6:22874:	N:GEXP::PTPRE:5791:	N:GEXP::RUNX2:860:	N:GEXP::TMPRSS6:164656:	N:GEXP::CLCN2:1181:	N:MIR::hsa-miR-125b-1-3p:Corrected:	B:MUTA:HOTS:HRAS:pQ61:	N:GEXP::C15orf23:90417:	N:GEXP::PDLIM4:8572:	N:GEXP::HGD:3081:	N:GEXP::B3GAT1:27087:	N:GEXP::AGPAT5:55326:	N:MIR::hsa-miR-195-5p:Corrected:	N:GEXP::ENTPD1:953:	N:GEXP::MTRF1:9617:	N:GEXP::PLCH2:9651:	N:MIR::hsa-miR-6715a-3p:Corrected:	N:GEXP::AHNAK:79026:	N:METH:cg07809452:FGFRL1:TssD873:Island	N:GEXP::ETV6:2120:	N:GEXP::SLIT1:6585:	N:GEXP::EPHA1:2041:	N:GEXP::PVRL4:81607:	N:GEXP::RBPJ:3516:	N:GEXP::LRRK2:120892:	N:MIR::hsa-miR-7704:Corrected:	N:GEXP::LOC389332:389332:	N:GEXP::KLHDC8A:55220:	N:GEXP::FAM176A:84141:	N:GEXP::DUSP2:1844:	N:METH:cg25339408:AC016700.5:TssD987:Island	N:GEXP::NSUN5P2:260294:	N:GEXP::POLG2:11232:	N:METH:cg01037890:PHYHIPL:TssD29:Island	N:GEXP::HDHD2:84064:	N:GEXP::RPS6KL1:83694:	N:MIR::hsa-miR-92b-5p:Corrected:	N:METH:cg15816267:HLA-E:TssD758:Island	N:GEXP::CRYL1:51084:	N:MIR::hsa-miR-335-5p:Corrected:	N:MIR::hsa-miR-485-5p:Corrected:	N:GEXP::HSF4:3299:	N:METH:cg02604675:HELT:TssU1194:Shore	N:METH:cg04655365:SERF2:TssD468:Shore	N:METH:cg27015057:SPRY4:TssD37:Island	N:GEXP::NSUN5P1:155400:	I:CNVR::CRELD2:79174:	N:GEXP::KCNAB1:7881:	N:GEXP::LLGL1:3996:	N:METH:cg11203377:MDK:TssU256:Island	N:GEXP::C15orf43:145645:	N:METH:cg00860370:RP11-153F1.1:TssU15:Island	N:METH:cg06161720:SNX6:TssU81:Island	N:GEXP::FAM153B:202134:	N:GEXP::C1orf130:400746:	N:GEXP::LOC150197:150197:	N:GEXP::KCNV1:27012:	N:GEXP::PDIA5:10954:	N:GEXP::GABRB3:2562:	I:CNVR::SPECC1:92521:	N:GEXP::TRIP12:9320:	N:GEXP::ZP4:57829:	N:METH:cg18695917:FSTL5:TssU154:NA	I:CNVR::KMT2C:58508:	N:METH:cg19557422:BTBD10:TssD658:Shore	N:METH:cg27243389:ALOX5:TssD26:Island	N:METH:cg04028010:BCR:TssD76:Shore	N:METH:cg07307975:CTD-2589M5.5:TssD684:Island
TCGA-ET-A39R	THCA_2	151300.0	0	0	0	7401.3	1888.0	0	1801.8	405.91	0	0	3.8737	1659.9	3701.9	4250.6	1050.4	121.56	258600.0	0	3763.5	1790.2	9.8603	4702.3	3100.3	9.9917	0	365.11	161.12	146.13	1383.8	746.88	944.21	82.848	7.7474	0	309.33	2043.3	243.13	163.2	599.08	20.19	5400.5	99.084	202.33	1.2912	9207.3	0.043724	1014.1	3252.3	261.45	609.91	543.3	12988.0	4.9301	0.8326	1235.2	237.3	271.02	0.049485	410.27	121.56	0.030012	1001.2	23.73	0.8216899999999999	0.076484	993.75	13.03	0.11738	80.529	0.083195	0.050306000000000003	0.020218	131.14	0	2536.6	1012.9	0.079036	0.0	0.015043	0.099286	3.3306	511.24	19.151	8.7427	644.88	69.942	0	2623.7	0.0	0.079016	0	0.049888999999999996	0.015663999999999997	0.066982	0.28181
TCGA-ET-A39S	THCA_1	252940.0	1	1	1	6900.9	1544.3	0	2640.8	519.81	0	0	4.2901	2439.1	16198.0	4187.0	29.179000000000002	137.61	147740.0	0	15225.0	1754.7	6.8642	5493.2	1996.0	5.0432	0	468.3	17.651	392.29	1685.9	452.81	985.59	111.31	8.1513	0	233.79	1784.6	552.59	518.73	528.82	52.34	7033.5	74.568	177.95	0.42901000000000006	19665.0	0.037148	695.61	298.63	304.04	829.97	498.2	5931.2	11.297	2.5216	138.33	500.36	507.56	0.073524	268.49	110.59	0.059243	1080.0	51.153	1.287	0.10264000000000001	768.73	19.305999999999997	0.0	53.821999999999996	0.08006100000000001	0.081816	0.019159	137.97	0	805.84	1167.2	0.082065	0.0	0.026694	0.12258	0.3602	199.21	6.8444	11.527000000000001	721.54	197.41	0	2951.4	0.0	0.050533	0	0.050172	0.018911	0.070347	0.10174
TCGA-ET-A39T	THCA_1	305780.0	1	1	1	10703.0	2671.7	0	2342.6	421.32	0	0	2.3119	377.13	3722.1	8550.4	11.628	207.75	166650.0	0	10646.0	2433.7	13.100999999999999	5910.1	1606.6	11.628	0	147.67	994.96	249.22	1035.7	227.52	495.35	135.27	4.7522	0	749.23	2739.5	141.47	991.47	603.88	27.871	7942.6	81.395	39.147	0.0	10705.0	0.024583	698.06	36.047	222.87	579.85	439.92	1885.3	8.7338	3.1008	257.75	254.26	66.279	0.082399	229.21	101.16	0.041373	1267.8	7.3643	0.6421899999999999	0.07863200000000001	1555.4	18.11	0.0	51.128	0.090838	0.064195	0.017138999999999998	95.34899999999999	0	91.861	1152.3	0.11077999999999999	0.0	0.017254	0.34173000000000003	15.504000000000001	440.31	6.9767	32.558	456.98	9.3023	0	3203.1	0.0	0.061776	0	0.20596	0.047891	0.058115	0.071863
TCGA-ET-A3BN	THCA_1	204900.0	0	0	0	27380.0	1245.8	0	5921.2	409.14	0	0	1.0136	2159.2	12143.0	10176.0	2.7276	131.61	247230.0	0	11932.0	2001.4	8.4886	7977.2	2490.6	87.965	0	215.82	194.0	136.38	2294.6	516.2	1048.4	91.715	6.7149	0	887.83	1538.7	54.893	1611.3	622.57	23.691999999999997	6965.9	75.008	119.33	1.3937	38071.0	0.033524	572.45	1439.4	349.13	610.3	524.38	4382.2	8.742	0.6819	1668.9	795.43	1085.9	0.07713099999999999	167.9	105.35	0.03692	956.7	19.434	0.88687	0.11360999999999999	1007.5	10.642000000000001	0.1267	35.534	0.14	0.055139	0.015163999999999999	58.302	0	188.88	967.95	0.088309	0.0	0.016857	0.082482	3.0685	294.92	3.4095	22.843000000000004	431.64	63.075	0	4292.2	0.0	0.066616	0	0.043227999999999996	0.021853	0.098143	0.048312
TCGA-ET-A3BO	THCA_1	396630.0	1	1	1	11807.0	657.26	0	4164.7	397.13	0	0	4.7665	633.16	3216.6	8515.3	214.57	155.15	353860.0	0	5368.0	2467.6	6.3553	4745.4	2847.9	4.6216	0	264.75	134.03	586.28	2450.1	748.7	2836.7	119.5	5.402	0	431.13	3344.4	16.176	313.94	612.36	12.552	3550.7	86.16	310.31	0.47665	17237.0	0.022809	1064.0	2260.6	258.81	1148.1	610.05	7570.9	0.63553	0.6602	1370.0	419.58	106.63	0.20123	383.15	96.39399999999999	0.065572	881.41	18.817	0.7944100000000001	0.084391	872.16	13.027999999999999	0.15888	125.66	0.09782300000000001	0.061061000000000004	0.027512	105.64	0	752.66	1464.7	0.10708	0.0	0.014868000000000001	0.20228	3.9614	414.3	11.884	27.4	507.72	358.5	0	3258.6	0.0	0.068687	0	0.047724	0.024046	0.061087	0.085569
TCGA-ET-A3BP	THCA_1	61126.0	1	1	1	6565.2	2221.2	0	2138.3	698.41	0	0	3.1137	4961.6	11380.0	5271.9	20.999000000000002	156.05	92327.0	0	4463.4	1806.3	8.9349	3602.8	1613.3	7.6032	0	180.67	2239.0	662.92	1123.8	459.81	567.71	75.67	3.926	0	270.46	2905.5	61.188	1047.1	568.07	19.901	5052.9	75.67	203.84	0.67689	11261.0	0.038394	856.26	868.2	116.94	1092.0	517.38	8188.3	2.166	4.7067	554.67	110.43	560.83	0.05507000000000001	264.42	99.928	0.41949	963.43	29.326999999999998	0.54151	0.08556699999999999	1322.2	10.695	0.0	130.86	0.07059700000000001	0.049437	0.019502000000000002	93.04899999999999	-1	313.18	1212.5	0.068762	0.0	0.027469	0.18582	10.5	703.11	7.6032	52.498000000000005	266.84	214.7	0	2274.4	0.0	0.084117	0	0.060028	0.029278	0.12880999999999998	0.045341
TCGA-ET-A3BQ	THCA_1	256200.0	1	1	1	9463.9	1428.1	0	4281.6	683.53	0	0	2.8232	2731.9	9001.1	9612.5	116.36	116.36	222100.0	0	17144.0	2472.1	7.6227	5501.6	3178.9	16.817	0	231.1	703.33	766.53	3046.6	747.27	4834.9	120.97	12.987	0	267.99	3349.0	69.438	1216.8	708.48	37.69	12796.0	80.28699999999999	175.22	0.28231999999999996	18244.0	0.028125999999999998	871.77	189.86	438.33	730.18	412.56	6374.7	4.5172	0.8137	1446.8	639.04	410.93	0.039495999999999996	276.01	102.26	0.032397	1135.7	30.65	0.28231999999999996	0.06811	704.96	11.716	0.0	25.531999999999996	0.38354	0.047844	0.01768	116.91	0	998.71	1268.6	0.072647	0.0	0.038283	0.12612	1.6274	246.02	9.2222	21.699	745.1	135.89	0	3098.7	0.0	0.041705	0	0.048995	0.017523	0.070905	0.048691000000000005
TCGA-ET-A3BS	THCA_1	392460.0	1	1	1	13987.0	1000.6	0	3403.2	521.24	0	0	4.397	2918.2	11328.0	5792.0	276.08	178.64	221020.0	0	6653.3	2940.0	3.5176	2956.9	1467.5	6.5584	0	227.36	1083.1	574.02	1681.8	791.07	1651.2	79.013	10.025	0	269.83	3078.7	67.458	882.89	729.23	19.699	9872.5	92.44200000000001	126.48	1.5829	15156.0	0.021481	1210.5	2842.9	213.93	572.14	665.21	5677.7	8.0905	0.3123	1040.9	443.79	221.42	0.043597000000000004	263.99	115.24	0.07544400000000001	1238.9	24.046999999999997	0.8794	0.08628999999999999	686.45	16.005	0.0	59.129	0.13191	0.078413	0.032986	92.13	0	1686.1	1157.7	0.064856	0.0	0.054884	0.14063	1.5615	295.44	21.861	27.171	814.18	28.42	0	3442.5	0.0	0.1005	0	0.038916	0.016113	0.06464299999999999	0.059978
TCGA-ET-A3BT	THCA_1	557830.0	1	1	1	10646.0	1263.4	0	3141.9	298.15	0	0	1.8297	1469.0	6273.3	9788.5	92.321	132.88	237530.0	0	16790.0	2152.1	10.368	5568.9	2104.3	2.4215	0	279.69	196.75	460.7	1839.8	562.71	4061.2	109.27	4.2693	0	343.86	2637.4	52.063	981.33	628.39	17.687	6932.2	83.54299999999999	196.45	0.0	11513.0	0.017424000000000002	1019.5	484.59	243.97	1106.3	478.56	5026.8	3.0495	0.3027	588.74	504.59	308.44	0.065403	309.76	91.11	0.041821	1184.7	29.965999999999998	1.2198	0.09349299999999999	1192.3	23.176	0.0	49.702	0.096967	0.052612	0.016899	165.57	0	61.446999999999996	1648.8	0.063552	0.0	0.051709000000000005	0.11727	1.5135	430.73	8.7781	19.372	365.95	109.88	0	2744.8	0.0	0.14552	0	0.044436	0.5142899999999999	0.024172	0.051604
TCGA-ET-A3BU	THCA_1	236300.0	1	1	1	16834.0	1570.1	0	3794.7	499.25	0	0	3.1042	3578.5	4582.4	9890.0	13.33	107.28	99727.0	0	14142.0	2351.5	6.6741	5495.8	2468.6	35.547	0	310.08	1456.8	523.68	2356.6	655.4	4633.2	106.96	10.554	0	403.71	2604.8	90.772	1051.5	629.06	24.058000000000003	12766.0	69.507	99.65899999999999	0.62084	21397.0	0.019747	855.99	513.2	600.81	517.02	502.1	7328.4	1.2417	0.0	1541.9	810.92	129.18	0.040913	220.72	82.837	0.052065999999999994	970.56	47.29	4.8115	0.10789000000000001	839.16	7.9158	0.15521	12.499	0.12878	0.043149	0.014182	103.47	0	556.06	1243.5	0.071431	0.0	0.016002000000000002	0.085725	0.9522	264.06	3.4912	23.486	738.24	50.147	0	3780.4	0.0	0.060404	0	0.042763999999999996	0.01871	0.14572000000000002	0.05387
TCGA-ET-A3BV	THCA_1	736150.0	1	1	1	21268.0	856.22	0	2825.3	450.04	0	0	1.77	1676.3	1886.3	6218.9	253.86	73.92399999999999	301020.0	0	16898.0	1270.9	7.8666	5648.2	2433.8	9.342	0	469.94	28.026	527.62	1627.9	790.41	584.48	106.01	7.6699	0	297.32	2886.3	14.622	250.2	655.16	18.486	2972.4	66.612	120.23	0.19666	33573.0	0.031471	1021.1	203.49	402.52	1146.2	801.79	4123.5	25.96	0.8123	460.6	1504.1	716.49	0.035408999999999996	211.8	108.86	0.061137000000000004	729.89	6.0926	1.18	0.073556	576.36	15.34	0.78666	48.603	0.10705	0.059128999999999994	0.023392	110.07	0	87.734	1521.1	0.085551	0.0	0.01236	0.18332	2.437	81.641	3.6556	19.09	758.73	106.82	0	3404.1	0.4062	0.07255299999999999	0	0.061269000000000004	0.018202	0.072755	0.060881
TCGA-ET-A3BW	THCA_1	45225.0	1	1	1	5945.5	2063.9	0	4631.8	375.99	0	0	1.6475	3114.7	30320.0	5272.6	5.8293	131.52	78123.0	0	16909.0	2238.8	5.3918	5219.4	1711.6	5.1006	0	142.09	3267.3	398.58	2889.9	741.05	201.48	98.37	8.6868	0	283.09	2415.9	67.766	510.06	670.74	37.443000000000005	24390.0	72.866	186.54	0.59909	18474.0	0.025845	780.03	2583.4	259.4	980.42	594.95	17847.0	13.33	0.0	1565.2	385.83	159.94	0.04603	456.34	117.68	0.045048000000000005	1108.3	22.953000000000003	1.9469999999999998	0.19465	618.64	23.964000000000002	0.0	40.339	0.10602	0.050884	0.033892	132.98	0	280.17	1270.1	0.07510599999999999	0.0	0.029823000000000002	0.14461	1.093	450.68	31.697	28.418000000000003	430.64	157.76	0	3630.6	0.0	0.069234	0	0.044006	0.018949	0.11627	0.057446000000000004
TCGA-ET-A3BX	THCA_1	785570.0	1	1	1	20063.0	463.9	0	3862.9	359.16	0	0	0.74464	1106.6	404.76	8615.6	10.904000000000002	114.98	311080.0	0	22931.0	1423.8	24.386999999999997	7675.9	2954.6	6.2779	0	626.14	112.34	646.62	2830.0	119.94	2051.2	104.08	9.4942	0	511.81	2048.9	56.501000000000005	2639.0	400.46	16.382	4089.2	72.03	114.98	0.0	37092.0	0.02843	906.99	41.302	521.73	792.0	681.32	1252.9	7.4464	2.3129	207.83	1011.4	24.12	0.034491	293.9	91.194	0.17937999999999998	845.86	21.146	1.117	0.067772	454.98	8.5634	0.0	18.516	0.10827	0.036288	0.016456000000000002	122.91	0	32.381	1115.8	0.091446	0.0	0.015315	0.080449	1.6521	131.5	4.9562	36.346	481.75	12.556	0	4303.3	0.0	0.061911	0	0.048960000000000004	0.019338	0.046807999999999995	0.051802999999999995
TCGA-ET-A3DO	THCA_1	812590.0	1	1	1	20088.0	462.5	0	2638.9	506.49	0	0	1.6501	380.81	534.98	8837.0	14.663	112.69	376210.0	0	22801.0	1139.9	12.3	5621.7	3538.8	3.3515	0	332.63	0.8379	456.64	3173.9	387.52	2568.9	78.34100000000001	4.0501	0	275.66	3432.8	34.353	484.29	445.33	10.35	4293.2	73.733	273.15	0.0	13551.0	0.016937999999999998	1122.8	90.90899999999999	267.7	940.51	654.38	2157.1	3.3001	0.0	179.72	638.04	250.52	0.065723	427.95	83.787	0.057834	760.37	20.528000000000002	1.35	0.060484	909.93	11.55	0.15	60.553000000000004	0.10833	0.055077	0.029365	124.84	0	133.64	1207.4	0.060123	0.0	0.0093945	0.093865	3.3515	338.5	9.6355	33.096	504.82	4.6083	0	2906.6	0.0	0.15175999999999998	0	0.052338	0.018699	0.12405999999999999	0.09587999999999999
TCGA-ET-A3DP	THCA_1	344660.0	1	1	1	18309.0	925.39	0	8022.7	513.32	0	0	2.9179	901.54	14804.0	6537.8	648.71	111.55	164570.0	0	8811.5	2678.4	7.5865	5768.9	4280.8	7.3584	0	143.05	17.070999999999998	632.82	2564.8	833.85	3976.8	58.278	3.9391	0	194.85	5098.2	101.84	1005.1	455.63	21.592	2943.9	68.285	321.12	1.6048	29534.0	0.043439	1186.5	1063.7	198.38	649.6	681.97	11022.0	2.3343	0.0	867.4	343.49	233.41	0.046761000000000004	202.04	50.92	0.064779	1006.3	22.369	3.9391	0.092737	867.11	16.34	0.0	22.843000000000004	0.15621	0.077675	0.018497	75.35	0	442.09	1451.7	0.063152	0.0	0.024844	0.10342	7.6527	224.28	5.0037	7.3584	389.4	65.048	0	4416.8	0.0	0.33376999999999996	0	0.095942	0.081121	0.049132999999999996	0.066246
TCGA-ET-A3DQ	THCA_2	24380.0	0	0	0	12263.0	4169.8	0	2098.7	367.16	0	0	2.3627	2487.3	7411.1	4006.2	267.02	113.73	65007.0	0	410.01	4968.8	9.5751	2985.9	1593.1	353.97	0	215.51	517.98	166.48	643.66	464.0	0.8241	69.641	6.5907	0	347.79	429.38	627.59	1177.3	569.49	96.995	1305.0	76.646	79.118	3.9793	20630.0	0.059259000000000006	1047.9	14397.0	133.1	18.955	599.15	14247.0	7.2124	5.357	2603.1	161.12	348.61	0.08678	189.76	102.19	0.040544	1534.6	144.23	0.12435	0.072326	803.13	14.549000000000001	0.12435	25.697	0.08590199999999999	0.10079	0.024675	77.882	0	714.12	570.72	0.087622	0.0	0.016361	0.10439000000000001	1.6483	1759.1	6.5932	4.1207	3205.9	446.28	0	3973.2	0.0	0.072662	0	0.054784000000000006	0.017919	0.10056	0.089523
TCGA-ET-A3DR	THCA_2	127640.0	0	0	0	6514.8	834.59	0	2978.9	562.41	0	0	2.6251	489.72	6057.6	5078.2	1266.7	140.35	126030.0	0	5129.3	908.77	12.469000000000001	4483.2	2709.3	7.0175	0	480.2	389.47	397.49	609.02	116.29	573.43	102.76	10.369000000000002	0	279.7	1402.0	232.58	1026.1	539.85	47.513999999999996	6194.5	104.26	239.1	1.9688	24577.0	0.022375	760.9	350.35	656.14	373.43	464.66	841.1	3.1501	0.0	396.49	360.4	495.74	0.060437	312.87	130.83	0.03562	879.7	43.108000000000004	1.9688	0.10382999999999999	634.09	16.8	0.0	45.138000000000005	0.14645999999999998	0.059306	0.018063	111.28	0	345.36	1003.5	0.068355	0.0	0.016771	0.09307	4.5113	84.712	16.541	9.0226	762.41	113.78	0	3387.5	0.0	0.057793	0	0.049141000000000004	0.019073	0.077361	0.050912
TCGA-ET-A3DS	THCA_2	2388.2	0	0	0	169.02	4474.0	0	1679.4	971.4	0	0	12.190999999999999	5.5721	976.6	319.46	12.63	477.34	120180.0	0	60.92100000000001	209.88	14.354000000000001	2991.5	2209.5	5.9435	0	478.45	7.0579	33.431999999999995	103.64	34.175	1.4859	115.16	2.9495	0	244.43	30.461	1986.3	129.27	493.31	47.978	692.79	112.18	66.865	5.7023	8923.5	0.18132	680.53	39.005	171.62	12.63	601.78	175.33	0.0	0.0	32.318000000000005	60.178000000000004	53.12	0.42023999999999995	400.19	132.62	0.035164	1669.4	41.976000000000006	0.39326	0.10008	533.43	16.32	0.0	101.3	0.11012000000000001	0.10947	0.16921	117.76	-1	1322.8	334.32	0.084323	0.7429	0.18594000000000002	0.11115	0.0	326.89	41.976000000000006	17.088	957.65	644.13	0	3323.6	0.0	0.078298	0	0.058903	0.18209	0.045456	0.057551
TCGA-ET-A3DT	THCA_1	524480.0	1	1	1	13204.0	866.36	0	4513.4	625.58	0	0	5.4421	2128.7	1877.9	6029.2	275.35	141.71	222920.0	0	8952.0	2264.6	5.6514	2879.0	4494.6	4.2243	0	235.79	1680.1	655.91	1631.0	911.67	1104.8	89.094	14.024000000000001	0	219.66	2468.5	114.44	670.89	692.01	30.559	3629.8	90.63	177.8	0.20931	21921.0	0.031939999999999996	1312.6	7955.8	244.24	838.71	665.51	6802.6	11.302999999999999	0.0	1175.1	391.32	439.71	0.14175	245.0	109.06	0.047829	913.21	19.201	0.83724	0.088265	685.1	8.3724	0.0	31.151999999999997	0.11198	0.080764	0.043348000000000005	136.33	0	774.58	1681.6	0.066914	0.0	0.014547999999999998	0.071397	6.9124	300.69	5.3763	14.209000000000001	964.67	157.83	0	3897.8	0.0	0.074499	0	0.053184	0.017943999999999998	0.22659	0.09976499999999999
TCGA-ET-A3DU	THCA_1	767940.0	1	1	1	11563.0	536.64	0	2896.0	976.83	0	0	2.2576	1809.5	3792.0	8041.1	206.62	112.06	318690.0	0	17140.0	1530.5	18.266	5009.5	1934.8	5.2009	0	259.57	68.085	286.05	2443.5	351.3	4503.6	93.14399999999999	6.9782	0	261.47	6328.6	59.102	694.56	371.16	20.114	3396.2	71.395	158.39	0.0	13198.0	0.03899	1126.7	144.21	474.7	599.53	589.12	2572.6	4.7205	0.0	602.84	515.84	316.79	0.054366	292.47	89.36200000000001	0.086366	621.28	18.913	0.41048	0.071993	971.16	8.4149	0.0	55.053999999999995	0.11202000000000001	0.042225	0.11499000000000001	80.378	0	67.612	1479.0	0.08175	0.0	0.012163	0.084247	1.8913	273.76	7.0922	19.385	860.05	64.775	0	2748.0	0.0	0.077302	0	0.058580999999999994	0.015697	0.11558	0.32421
TCGA-ET-A3DV	THCA_2	6501.7	0	0	0	227.04	269.88	0	2302.9	378.5	0	0	26.963	50.952	3482.9	563.27	0.28	381.3	50558.0	0	176.09	1157.6	14.794	2247.5	530.24	12.038	0	638.02	3.6394	39.474000000000004	63.83	3.9194	3.6394	138.3	15.987	0	990.2	17.637	1407.9	395.3	347.14	9.7829	1213.6	99.104	412.09	23.861	4602.2	0.17887	727.88	9.7984	469.2	28.276	390.82	170.21	9.5443	2.7996	17.077	12.038	6.159	0.20788	135.46	105.82	0.41008	1372.9	48.431999999999995	1.193	0.26305	1178.6	24.338	0.0	64.717	0.14740999999999999	0.3444	0.17761	18.757	0	1994.4	484.88	0.33985	0.0	0.018741999999999998	0.082945	0.0	809.35	38.634	6.7189	1308.8	283.31	0	2556.0	0.0	0.12492	0	0.20611999999999997	0.022357	0.34064	0.38156999999999996
TCGA-ET-A3DW	THCA_1	552700.0	1	1	1	13540.0	1012.1	0	3775.3	354.67	0	0	1.5845	1010.1	793.2	16534.0	2.0209	147.52	239120.0	0	6267.8	1740.0	12.993	5485.7	2308.2	3.3681	0	266.08	125.97	369.49	3297.4	329.4	7176.1	104.75	10.458	0	418.32	4034.7	56.248000000000005	1189.0	488.72	6.3381	1937.0	81.846	16.167	0.0	12094.0	0.020378999999999998	775.01	171.78	305.83	1336.8	528.46	6494.8	17.43	0.6736	2127.7	639.95	39.744	0.049397	425.73	100.37	0.031166000000000003	1145.8	19.535	0.9507200000000001	0.058054999999999995	1170.8	10.775	0.31690999999999997	96.228	0.10809	0.043637999999999996	0.020994	119.23	0	35.029	1368.8	0.076436	0.0	0.013072	0.071021	13.809000000000001	853.49	7.4099	20.546	382.28	15.83	0	2486.4	0.0	0.06701599999999999	0	0.06699400000000001	0.017757	0.12791	0.038917
TCGA-ET-A40P	THCA_2	9757.4	0	0	0	10408.0	4391.0	0	972.66	735.16	0	0	3.8134	1106.6	64952.0	1862.1	10.937999999999999	123.05	73100.0	1	206.25	1750.0	36.374	3481.6	846.88	22.266	1	352.34	69.922	56.25	503.12	158.2	9.375	75.781	4.4001	1	438.28	2467.6	445.31	771.88	694.14	47.521	9210.9	112.89	155.47	22.881	6250.0	0.022607	790.23	1927.1	89.45299999999999	232.42	398.44	10777.0	2.0534	18.75	696.48	30.469	89.844	0.049364	593.55	128.91	0.04802	1374.2	62.108999999999995	0.29334	0.093548	1200.4	14.08	0.0	625.2	0.035319	0.079947	0.020214	301.17	-1	4834.8	280.86	0.10400999999999999	0.0	0.012181	0.062355999999999995	10.547	611.33	12.5	18.359	657.42	303.52	0	1739.8	0.0	0.038526	0	0.0601	0.035776999999999996	0.038267	0.043525
TCGA-ET-A40Q	THCA_2	645880.0	1	1	1	9100.3	909.9	0	2383.2	364.07	0	0	3.7098	1395.6	2345.4	10517.0	294.72	176.78	387210.0	0	14396.0	1685.3	4.7697	4574.7	2785.1	2.8894	0	260.83	244.02	465.72	2098.5	644.87	1258.0	111.37	6.8896	0	390.6	7074.3	74.337	684.53	406.36	18.549	4680.3	96.664	330.71	0.0	12251.0	0.011226	962.18	2189.1	340.16	1395.1	402.42	6431.8	1.4133	1.0507	1038.1	457.58	123.46	0.060988	618.7	146.57	0.20106	994.75	41.501999999999995	0.17665999999999998	0.071629	1191.8	6.8896	0.0	91.463	0.062297000000000005	0.034402999999999996	0.026262999999999998	231.68	0	33.885	1224.8	0.070336	0.0	0.012397	0.11684000000000001	24.429000000000002	528.5	12.607999999999999	41.501999999999995	687.42	103.49	0	2329.9	0.0	0.048197000000000004	0	0.10254	0.014495	0.27126999999999996	0.34661
TCGA-ET-A40R	THCA_2	67518.0	0	0	0	10500.0	2573.1	0	965.67	441.97	0	0	7.7606	6365.8	14375.0	3519.8	2249.4	140.24	149180.0	0	5660.7	2030.7	13.432	3848.6	1419.7	11.769	0	287.68	717.55	96.11	784.9	321.02	83.03399999999999	95.78299999999999	7.1637	0	297.81	2596.3	536.12	484.8	450.15	42.583999999999996	9823.8	91.206	259.56	2.1889	6658.4	0.014352	1183.1	1061.1	270.35	103.96	256.62	8771.8	2.3879	0.3269	571.43	360.9	278.52	0.038242	713.18	134.03	0.056347	1226.5	148.41	0.19899	0.076891	1022.9	9.7505	0.0	193.79	0.049302	0.052726	0.017331	357.96	0	898.99	475.32	0.07081	0.0	0.010981999999999999	0.063328	3.9229	541.68	31.71	9.1533	1184.7	131.09	0	1689.8	0.0	0.048811	0	0.059699	0.017476	0.055617999999999994	0.042903
TCGA-ET-A40S	THCA_2	37641.0	0	0	0	7342.1	1706.4	0	2117.4	614.2	0	0	3.648	1897.5	5648.7	2246.2	177.61	160.87	350010.0	0	1156.8	4133.0	20.52	3541.1	1805.4	559.8	0	523.54	125.07	335.7	1016.4	1131.2	13.019	117.63	5.167999999999999	0	268.74	1947.2	491.46	350.11	593.28	17.48	2279.2	82.762	82.29700000000001	5.167999999999999	8727.6	0.012906	1193.1	4043.7	399.86	757.88	478.44	19075.0	0.912	1.3949	549.11	178.54	183.19	0.42023	460.74	106.01	0.056336000000000004	941.53	14.879000000000001	0.304	0.07785	454.73	7.296	0.0	185.51	0.045068000000000004	0.061128999999999996	0.038477	206.44	0	287.81	525.86	0.10422000000000001	0.0	0.011784000000000001	0.062696	13.484000000000002	511.91	15.808	8.8341	743.46	82.29700000000001	0	1976.0	0.0	0.11304000000000002	0	0.080421	0.018371000000000002	0.34669	0.27228
