CESC	Labels	N:GEXP::TMPRSS2:7113:	N:GEXP::DSP:1832:	N:GEXP::KRT5:3852:	N:GEXP::TOX3:27324:	N:GEXP::EPCAM:4072:	N:GEXP::CYP4F3:4051:	N:GEXP::ABCC5:10057:	N:GEXP::SPRR3:6707:	N:GEXP::C17orf28:283987:	N:GEXP::PVRL1:5818:	N:GEXP::AKR1B10:57016:	N:GEXP::SOX2:6657:	N:GEXP::A2ML1:144568:	N:GEXP::TRIM2:23321:	N:GEXP::GPX2:2877:	N:GEXP::SPRR1A:6698:	N:GEXP::AGR2:10551:	N:GEXP::C5orf32:84418:	N:GEXP::SH3BGRL2:83699:	N:GEXP::SFN:2810:	N:GEXP::FUT6:2528:	N:MIR::hsa-miR-3074-5p:Corrected:	N:GEXP::CLDN3:1365:	N:GEXP::KRT13:3860:	N:MIR::hsa-miR-193b-3p:Corrected:	N:GEXP::PRR15:222171:	N:GEXP::TTC39A:22996:	N:GEXP::PKP1:5317:	B:MUTA:COMP:ERBB2::	N:GEXP::DNALI1:7802:	N:GEXP::ABCA13:154664:	N:GEXP::TMPRSS4:56649:	N:GEXP::CXCL17:284340:	N:GEXP::C10orf81:79949:	N:GEXP::CEACAM5:1048:	N:GEXP::SPRR1B:6699:	B:MUTA:COMP:EYA4::	N:GEXP::DSC3:1825:	N:GEXP::ADH7:131:	N:MIR::hsa-miR-944:Corrected:	N:GEXP::UGDH:7358:	N:GEXP::C3orf54:389119:	N:GEXP::EMP1:2012:	N:GEXP::C10orf99:387695:	N:GEXP::BNC1:646:	N:GEXP::ZNF385A:25946:	N:GEXP::ASRGL1:80150:	N:GEXP::ARHGEF38:54848:	N:GEXP::TMPRSS11A:339967:	N:GEXP::JUP:3728:	N:GEXP::SHROOM3:57619:	N:GEXP::RARG:5916:	N:GEXP::THBD:7056:	N:METH:cg12275348:SOCS2:TssD133:Island	N:GEXP::FAM83C:128876:	N:GEXP::ARMC3:219681:	N:GEXP::C9orf125:84302:	N:GEXP::CRYM:1428:	N:GEXP::TMPRSS11D:9407:	N:GEXP::VSNL1:7447:	N:GEXP::B4GALT4:8702:	N:GEXP::CSTA:1475:	N:GEXP::LOC642587:642587:	N:GEXP::ATP7B:540:	B:MUTA:LOF:CYP7B1::	N:MIR::hsa-miR-181c-3p:Corrected:	N:GEXP::DSG3:1830:	N:GEXP::PRICKLE3:4007:	N:METH:cg05140069:PDPN:TssD78:Island	N:GEXP::KLK12:43849:	N:GEXP::IVL:3713:	N:GEXP::SPRR2C:6702:	N:GEXP::GPR87:53836:	N:GEXP::ATP13A4:84239:	N:GEXP::BICD2:23299:	N:GEXP::TMEM40:55287:	N:GEXP::RAD51AP2:729475:	N:GEXP::IGSF3:3321:	N:METH:cg03794550:GAS2:TssU592:Shore	N:GEXP::SPRR4:163778:	N:GEXP::SPINK5:11005:	N:GEXP::C8orf31:286122:	N:GEXP::C9orf3:84909:	N:GEXP::CLCA3P:9629:	N:GEXP::CPA6:57094:	N:METH:cg25970832:DSC3:TssD1057:Island	N:GEXP::C2orf70:339778:	B:MUTA:COMP:DKK3::	N:GEXP::FREM2:341640:	N:GEXP::OSBPL10:114884:	N:GEXP::TMPRSS11B:132724:	N:GEXP::TMEM79:84283:	N:GEXP::BMPER:168667:	N:GEXP::CTNNBIP1:56998:	N:GEXP::CHRNB4:1143:	N:GEXP::OAS2:4939:	N:MIR::hsa-miR-449c-5p:Corrected:	N:GEXP::PLCE1:51196:	N:GEXP::C4orf19:55286:	N:GEXP::BSN:8927:	N:GEXP::C2orf39:92749:	N:GEXP::?:729884:	N:GEXP::RNF126P1:376412:	N:METH:cg04553707:RP11-763E3.1:TssD27631:Shore	N:GEXP::LOC643008:643008:	N:METH:cg03393638:ATN1:TssU132:Island	N:GEXP::BTBD10:84280:	I:CNVR::LRRC38:126755:	N:GEXP::CYP2C18:1562:	N:GEXP::C1orf194:127003:	N:METH:cg06899953:ZNF878:TssD76:Shore	N:GEXP::PGAM2:5224:	N:METH:cg24310038:CAMK1G:TssD2180:NA	N:METH:cg27382164:RP11-46H11.12:TssD308:Island	N:METH:cg17147211:RP4-712E4.2:TssU41:Island	N:GEXP::HOXB4:3214:	N:GEXP::RPL13AP17:399670:	I:CNVR::MIR601:693186:	I:CNVR::ULK4:54986:	I:CNVR::PID1:55022:	I:CNVR::PCNP:57092:	I:CNVR::DLGAP2:9228:	I:CNVR::EMR4P:326342:	I:CNVR::hsa-mir-548i-4:-1221:	N:METH:cg08855288:NKAIN3:TssD66:Island	N:METH:cg01924448:NFIB:TssD624:Island	N:METH:cg02232320:RP11-345M22.2:TssU222:NA	N:METH:cg13690989:MEF2C:TssD240:Island	N:METH:cg16218980:RGMA:TssU108:Island
TCGA-EA-A3Y4	CESC_2	5.9312	16598.0	25162.0	0.3954	3682.9	1.5817	306.05	8.6991	331.75	2538.9	10.675999999999998	1.1862	494.66	105.18	0.3954	1.9771	2110.3	1024.1	175.17	57818.0	4.3495	2.147	122.97	508.5	287.39	157.38	51.403999999999996	3221.4	0	96.085	0.0	238.04	1146.7	49.821999999999996	175.17	18.584	0	770.26	0.0	63.797	262.55	44.681999999999995	2673.4	0.0	2135.2	1026.9	122.18	0.0	0.7908	21734.0	844.21	3422.7	567.02	0.051629999999999995	18.98	20.561	5.1404	0.7908	675.37	105.97	742.19	1651.2	1222.2	12.652999999999999	0	64.717	1542.5	172.4	0.023059	0.0	8.6991	1.9771	1533.8	3.5587	1824.0	96.085	0.0	942.66	0.062341999999999995	0.0	10.675999999999998	11.072000000000001	705.47	0.7908	0.3954	0.023585	1.1862	0	0.0	1012.3	0.3954	590.35	2.3725	1650.5	0.7908	1718.1	0.0	26.096999999999998	14.815999999999999	6.3266	58.126000000000005	5.1404	0.0	0.044238	34.796	0.21622	421.91	0	26.888	10.675999999999998	0.065261	15.815999999999999	0.11319000000000001	0.014661000000000002	0.016037	116.65	0.0	0	0	0	0	0	-1	0	0.60625	0.049495	0.05129500000000001	0.054122	0.034592000000000005
TCGA-EA-A410	CESC_2	893.34	6703.3	15858.0	39.294000000000004	20371.0	2.8067	422.61	23.256	815.56	1781.9	0.0	97.03299999999999	0.401	432.24	6378.9	246.99	361.27	1037.3	279.07	43067.0	1.2029	4.0484	715.32	74.98	79.865	6.4154	176.02	1524.1	1	69.767	0.0	10.024	2.0048	2.8067	526.06	77.38600000000001	1	180.43	1.2029	0.36804000000000003	726.14	33.28	849.24	0.0	0.401	1029.7	414.19	82.999	0.0	5514.0	210.91	880.11	272.65	0.072129	4.4106	1.2029	20.449	1.2029	0.401	899.76	641.14	26.063000000000002	415.8	23.256	0	498.69	14.835999999999999	235.37	0.025988999999999998	0.0	10.825999999999999	0.0	1.6038	0.0	1166.0	0.401	4.8115	243.78	0.056782000000000006	0.0	39.294000000000004	4.8115	1243.6	0.0	14.034	0.49275	0.0	0	36.488	89.816	0.0	277.87	2.0048	1110.3	0.0	803.93	0.0	43.303999999999995	1.4635	21.651999999999997	0.401	677.63	2.0048	0.044905	21.250999999999998	0.098725	704.49	0	1.2029	0.0	0.081108	10.024	0.021662	0.33431	0.02065	395.75	0.0	0	0	0	0	0	0	0	0.59182	0.040366	0.033148000000000004	0.034505	0.06725199999999999
TCGA-EA-A411	CESC_1	695.04	26318.0	36999.0	0.9841	4995.2	208.39	853.0	13033.0	858.65	3998.5	425.88	1401.7	4493.5	611.64	429.33	3687.3	1100.5	566.12	660.84	33626.0	432.53	3.5232	2785.1	3551.7	42.007	451.22	261.04	9683.4	0	1096.6	672.65	2102.6	4622.9	614.1	34584.0	1689.8	1	6511.3	85.865	13.009	935.17	85.865	3992.9	3.4445	1211.5	1148.2	401.77	5.6588	46.746	25789.0	915.98	2273.8	1598.0	0.054354999999999994	135.56	11.318	159.92	3.1984	2511.5	208.14	1272.2	6962.7	1889.5	63.476000000000006	0	43.361999999999995	9366.5	331.65	0.023509	6.6429	524.54	359.7	1172.8	46.992	1134.7	412.84	10.579	1576.8	0.061074	1.9683	2556.3	11.562999999999999	902.0	2.4603	1.9683	0.026444	1.4762	0	3.6905	167.79	323.04	998.89	4.9207	3527.1	65.691	548.41	0.0	385.04	28.276	17.222	186.49	1212.9	18.945	0.16009	82.667	0.066473	436.71	1	97.675	33.705999999999996	0.44797	78.73100000000001	0.022844999999999997	0.020782	0.019819	142.7	0.0	-1	-1	-1	1	1	-1	0	0.017922999999999998	0.11572	0.043528	0.48904	0.032835
TCGA-EA-A439	CESC_3	1359.4	11556.0	1321.9	2214.2	19097.0	51.974	1498.1	621.68	1575.7	1647.8	18.961	5507.1	12.937999999999999	1551.7	72.719	542.27	24260.0	897.84	1564.1	6422.2	161.28	4.0477	923.49	8.0304	42.345	889.59	265.67	28.999000000000002	1	30.337	432.3	3686.2	4895.9	5865.1	35301.0	343.07	0	15.838	167.97	3.1136	2752.6	15.615	1164.6	0.0	0.4461	620.57	1588.9	29.221999999999998	0.4461	6794.1	1474.5	680.13	155.48	0.070244	0.8923	64.91199999999999	302.48	512.16	1.1153	61.566	2533.6	50.636	79.188	3719.4	0	53.553999999999995	3.5691	97.926	0.05001	644.66	1.5615	0.0	216.37	53.09	925.5	26.099	0.8923	550.97	0.064114	0.0	0.4461	47.513000000000005	426.84	0.2231	13.607000000000001	0.18549000000000002	15.168	0	72.273	1401.5	0.0	277.49	4.2383	676.56	0.2231	1793.0	0.31135999999999997	1381.7	231.61	52.644	166.85	2.4537	0.0	0.71934	11.822000000000001	0.072518	712.03	-1	55.986999999999995	48.405	0.40112	10.484000000000002	0.030383999999999998	0.0194	0.019918	317.65	0.0	0	-1	1	1	-1	-1	0	0.022796	0.042460000000000005	0.056042999999999996	0.52004	0.044943000000000004
TCGA-EA-A43B	CESC_2	764.83	20825.0	152430.0	3.4083	2739.6	37.492	813.22	13.633	205.18	4074.3	212.68	2.045	4.09	63.395	16.36	3.4083	163.6	734.15	36.81	91552.0	23.858	4.2308	132.92	70984.0	420.26	68.166	217.45	1273.3	0	12.27	1.3633	1596.5	3871.2	342.19	53.17	33.400999999999996	0	3343.6	0.0	63.461999999999996	1525.6	212.68	1717.1	67.485	770.96	2004.8	117.93	0.0	0.6817	25549.0	612.82	2543.3	4884.8	0.031232	0.0	0.0	137.01	0.6817	19.768	922.29	751.19	1224.3	2971.4	32.72	0	26.325	3646.9	305.38	0.030273	1.3633	32.038000000000004	0.0	1563.7	0.6817	730.74	1203.8	4.09	877.3	0.07481900000000001	0.6817	6.8166	7.4983	535.16	0.0	0.0	0.052726	17.042	0	0.6817	357.19	0.0	497.61	87.935	1252.9	11.588	5581.5	0.0	62.031000000000006	200.95	26.585	2.045	2.7267	0.6817	0.074395	47.035	0.14185	413.09	1	0.6817	0.0	0.31664000000000003	26.585	0.36005	0.02248	0.023275999999999998	59.986000000000004	0.0	-1	0	-1	0	-1	-1	0	0.53093	0.07302	0.06943200000000001	0.59517	0.046239999999999996
TCGA-EA-A44S	CESC_1	277.75	23919.0	281470.0	0.0	381.19	125.72	2784.2	2703.5	23.183000000000003	22375.0	5905.5	668.3	7124.4	282.21	3209.1	1378.1	7.1333	301.83	21.846	68971.0	81.141	2.3196	7.5791	239970.0	87.431	14.267000000000001	451.18	37082.0	0	11.145999999999999	378.96	3646.5	3812.8	1.3375	69.55	3136.4	0	41260.0	3933.6	92.07	129.74	561.3	7300.0	8893.5	1699.5	3756.1	180.12	0.0	1593.0	56235.0	30.761999999999997	5095.0	3193.5	0.039247000000000004	1899.2	0.4458	223.81	8.4708	12864.0	3478.8	550.16	5513.1	4186.8	5.35	0	19.805999999999997	31643.0	385.2	0.025573	112.35	2900.6	626.84	2128.8	32.546	4463.7	724.03	38.787	5031.6	0.054051	4.9041	2260.4	2.675	5736.3	11.592	178.78	0.034162	0.8917	0	1.7833	250.56	506.46	2767.7	0.4458	4431.1	73.562	2248.8	0.0	405.26	89.166	5.35	0.4458	579.58	4.0125	0.048478	253.68	0.082984	769.06	0	508.69	0.0	0.59816	46.812	0.097743	0.023611	0.020114	261.26	1.3375	0	-1	-1	0	-1	0	-1	0.5819	0.21293	0.043322	0.093789	0.027048000000000003
TCGA-EA-A4BA	CESC_3	1029.3	5869.6	397.47	364.73	15803.0	0.5744	707.07	10.339	1787.5	1274.5	5.7438	46.525	10.339	3635.8	786.9	52.269	863.3	1673.8	1251.6	2355.1	1.1488	13.469000000000001	4425.0	210.8	111.49	287.19	252.15	60.31	0	2278.6	20.678	3004.6	61.458999999999996	692.71	52.269	29.294	0	113.73	7.4670000000000005	0.74827	2750.1	56.864	1853.0	9.1901	2.2975	1411.3	2674.9	34.463	1.1488	10705.0	1214.2	1070.7	166.57	0.08067200000000001	2.8719	146.47	20.678	838.6	14.36	24.124000000000002	394.03	22.401	68.926	340.03	1	76.324	39.058	102.81	0.042539	29.294	18.38	0.0	7.4670000000000005	17.805999999999997	928.78	1.7231	0.0	2069.5	0.06784	27.57	51.12	147.62	644.27	13.785	1.1488	0.5021100000000001	56.864	0	765.65	946.01	0.5744	294.08	2.2975	1111.4	0.5744	66.054	20.203	255.03	208.07	29.868000000000002	34.463	13.785	5.1694	0.68719	95.34700000000001	0.12415999999999999	400.92	0	2.2975	129.24	0.070373	94.199	0.019744	0.020934	0.022118000000000002	118.9	1.1488	0	0	0	0	1	0	0	0.014616999999999998	0.031009	0.03354	0.048503	0.041092000000000004
TCGA-EA-A50E	CESC_1	171.87	49253.0	152500.0	5.1049	2589.9	135.56	2034.6	2955.2	122.52	6606.9	4502.0	71.469	10453.0	1270.6	4432.8	5488.4	1549.1	472.49	394.21	35502.0	360.18	4.2371	9.6427	4322.8	93.21600000000001	41.407	217.24	20702.0	0	15.315	55.02	2764.0	4107.2	9.0754	15458.0	11610.0	1	25206.0	6855.4	41.523	800.34	131.03	14832.0	39.705	1057.3	2628.5	129.32	0.0	20.987	38492.0	394.21	3412.4	4503.1	0.074758	880.32	0.0	452.64	6.2394	3935.9	2215.5	2494.0	11453.0	2114.6	78.843	1	9.3216	22952.0	248.44	0.026297000000000004	319.91	2176.4	110.04	1758.4	52.184	3511.6	436.75	9.6427	2360.8	0.052955999999999996	22.121	4297.2	2.2689	1361.5	33.466	0.5672	0.026505	2.2689	0	2.2689	220.08	11.912	1323.3	5.6721	1663.6	74.872	1449.2	0.0	230.86	103.08	0.5672	1.7016	1664.2	4.5377	0.43146	9.0754	0.07643	606.92	0	46.54	0.5672	0.54865	36.302	0.027208	0.023268	0.59533	127.62	0.5672	0	-1	-1	1	1	0	0	0.33918000000000004	0.079715	0.049415	0.72301	0.03771
TCGA-EA-A556	CESC_3	443.8	6699.0	556.68	130.73	14093.0	0.9648	1806.6	1.9296	2602.0	2697.5	1431.7	93.102	39.074	1473.2	4.3415	0.0	466.96	1022.7	1137.5	215.63	5.3063	17.073	4260.5	5.7887	46.995	2013.5	161.6	36.179	0	993.73	34.25	3519.1	52.098	142.79	0.0	0.0	0	1.9296	0.0	0.52804	1820.1	51.13399999999999	1878.0	4.3415	1.9296	727.45	387.36	8.6831	0.9648	5932.9	634.35	1125.4	101.3	0.11545	30.391	210.32	67.053	1.4472	0.0	33.285	859.14	8.2007	67.535	484.32	0	74.805	25.566999999999997	210.81	0.027723	0.4824	0.0	0.0	1.9296	12.542	856.73	6.7535	0.9648	1334.8	0.26272	0.0	13.025	153.88	326.38	3.3767	43.898	0.2886	82.97200000000001	0	1903.5	817.66	0.0	370.96	6.2711	899.18	1.9296	2505.6	1.5841	287.51	336.33	98.40799999999999	160.15	0.4824	3.3767	0.023371	135.55	0.080831	545.1	-1	16.401	119.63	0.071935	82.007	0.020094	0.020271	0.021108000000000002	530.15	0.0	-1	0	0	1	-1	-1	-1	0.014849000000000001	0.022722	0.03645	0.045674	0.032339
TCGA-EA-A5FO	CESC_3	962.37	22029.0	224410.0	224.76	4649.6	217.81	1995.9	2717.9	330.63	11582.0	234.74	4937.7	219.98	5470.9	1130.7	267.28	15762.0	1111.6	572.3	11668.0	301.99	9.6853	1241.8	5274.0	78.774	240.38	474.68	50.765	0	271.62	1276.5	5702.6	3206.9	764.52	32291.0	121.06	1	13.450999999999999	5011.4	102.88	1337.3	138.84	2387.7	176.16	0.8678	866.48	314.14	13.017000000000001	75.497	14055.0	948.49	1291.3	34.278	0.24286	16.922	41.22	654.74	6.5084	114.55	1.7356	2366.9	2412.0	749.33	680.78	1	42.185	3594.4	528.05	0.92817	0.8678	19.959	2.6034	1346.8	55.104	2747.0	646.93	0.0	3223.4	0.044439	0.0	149.69	19.090999999999998	282.64	0.4339	80.704	0.7004100000000001	1.3017	1	199.59	982.33	1.3017	249.49	2.6034	2365.2	0.0	681.64	9.6853	1270.9	149.12	11.280999999999999	15.62	32.976	9.9795	0.55685	28.636999999999997	0.072797	837.41	0	823.06	0.8678	0.085355	20.393	0.77956	0.023615	0.01702	209.14	0.0	0	0	0	0	0	0	0	0.017641999999999998	0.030704000000000002	0.46601000000000004	0.9374	0.46133
TCGA-EA-A5O9	CESC_1	230.95	10854.0	131580.0	0.0	2403.4	12.43	2957.1	61755.0	56.937	1897.3	286.29	1894.2	1800.3	327.99	6.4154	5370.1	2.8067	220.13	621.49	43065.0	453.89	0.81729	39.294000000000004	14520.0	162.23	6.0144	213.71	9765.4	0	4.0096	200.88	1072.6	5817.6	0.8019	1514.8	6003.6	0	10953.0	20.85	62.523	338.81	190.06	4188.9	2573.0	989.17	4837.2	51.724	0.0	1179.6	26036.0	504.01	7404.2	1037.7	0.048612	558.54	0.0	293.5	21.250999999999998	10260.0	357.26	1292.3	11710.0	984.76	11.628	1	7.9686	8761.0	456.7	0.022165999999999998	434.64	1808.3	30.072	2527.7	0.401	1031.7	477.55	3.2077	2016.8	0.5525399999999999	1.6038	20.048	0.0	2958.9	1.2029	0.0	0.016257	4.0096	0	0.0	211.71	1.6038	2107.1	0.0	1764.2	68.164	6592.6	0.0	108.66	59.896	4.8115	0.0	1035.7	0.401	0.48045	680.83	0.067401	825.98	1	18.444000000000003	0.0	0.7414	27.265	0.021637	0.022627	0.36556	88.613	0.0	0	0	0	1	0	-1	1	0.12922999999999998	0.033156	0.0338	0.8956299999999999	0.041466
TCGA-EA-A5ZD	CESC_1	757.78	32328.0	218100.0	0.8392	565.18	21.819000000000003	4357.4	14218.0	239.59	11727.0	1946.9	430.5	3314.3	386.02	213.15	3810.3	3945.8	120.42	60.84	42564.0	1062.4	4.1711	2.5175	162420.0	105.5	6.2938	163.22	24125.0	0	43.218	11.329	6707.5	5566.7	0.8392	4406.5	2623.7	1	14683.0	555.95	175.92	686.87	237.91	7673.4	654.14	1330.5	4242.0	53.288000000000004	0.0	3094.0	35091.0	91.89	3864.0	2510.4	0.098166	534.14	0.0	453.57	16.364	7401.1	985.61	1211.8	12917.0	3335.3	27.273000000000003	0	20.365	16187.0	394.83	0.028466	12.168	2259.5	300.0	5310.7	334.41	2214.2	633.16	2.5175	3817.8	0.055470000000000005	4.6155	2719.8	0.0	620.93	150.21	0.0	0.046723	0.0	0	1.2588	852.18	28.951999999999998	3080.6	9.6505	2064.8	51.608999999999995	3986.1	0.0	22.238000000000003	929.99	4.1959	0.0	3345.4	1.6784	0.17476	293.29	0.076879	1294.8	1	49.511	0.0	0.42755	59.162	0.033599000000000004	0.025027	0.019437	159.86	0.0	0	0	0	1	0	0	0	0.53098	0.071688	0.049594	0.40334000000000003	0.051029000000000005
TCGA-EA-A5ZE	CESC_2	318.41	13682.0	8652.6	1.2438	2668.7	118.16	1863.6	18.657	320.48	3324.2	197.35	951.08	5.8043	446.52	121.48	15.34	4477.6	1082.5	1005.8	11841.0	28.607	14.204	9.1211	259.54	21.557	118.99	94.94200000000001	7720.6	1	7.8773	4.9751	1383.1	6575.0	1013.3	72.969	10.779000000000002	1	3187.0	17.413	34.091	606.14	188.64	1106.5	104.06	819.65	3353.2	63.847	5.3897	23.217	17137.0	566.34	3431.2	211.44	0.043542000000000004	30.68	0.0	724.29	1.2438	41.458999999999996	69.652	684.08	2570.5	2616.9	360.28	0	25.401	609.45	319.65	0.024787	0.0	0.0	0.0	2439.9	3.7313	5410.9	144.28	3.7313	1491.3	0.49501999999999996	0.0	9.5357	2.4876	807.78	0.0	0.8292	0.028341	0.4146	0	6.6335	392.62	2.9022	780.68	1073.8	796.85	90.381	2313.8	0.0	55.141000000000005	41.646	3.7313	0.0	4.9751	0.4146	0.5734	10.779000000000002	0.071342	512.85	0	201.91	0.0	0.5564100000000001	32.338	0.024819	0.020743	0.018982	150.5	0.0	1	-1	0	0	0	0	-1	0.62643	0.03839	0.062916	0.78515	0.046206
TCGA-EA-A5ZF	CESC_3	1481.1	4253.1	262.53	2079.3	12370.0	37.798	3219.4	2.8759	2550.9	654.48	103.12	7246.5	303.62	1952.8	38.62	6.9844	17280.0	1292.9	525.06	7153.8	394.41	10.975	3056.3	19.721	67.465	1371.0	822.51	51.766999999999996	1	511.09	320.05	1243.6	26345.0	1757.2	131880.0	4.9302	0	43.55	2203.8	2.2596	3230.1	13.969000000000001	1847.6	0.0	0.8217	828.68	1484.0	24.651	0.0	17388.0	1650.4	1130.2	271.57	0.043512	4.9302	357.03	283.48	1058.8	0.4108	119.97	3200.1	207.48	151.6	2066.6	0	40.888000000000005	3.6976	104.77	0.022175	50.123000000000005	0.0	0.0	57.928999999999995	109.28	712.82	65.325	0.8217	1063.7	0.055167999999999995	0.0	2.8759	9.0386	288.3	0.0	1.6434	0.017118	35.744	0	523.42	563.68	0.0	399.34	2.8759	1037.8	4.5193	539.03	19.906	1135.2	442.48	26.705	207.48	4.9302	5.341	0.7727	18.488	0.069325	584.22	1	75.596	59.983999999999995	0.089475	12.325	0.024942	0.018805000000000002	0.017757	630.65	0.0	-1	-1	1	1	0	-1	1	0.019547	0.035011	0.040411	0.054314	0.042093
TCGA-EA-A6QX	CESC_1	421.55	7640.8	92450.0	0.7894	2766.9	348.13	1875.7	867.18	392.74	11119.0	792.58	1713.8	2178.4	328.79	4398.7	417.21	2827.7	469.31	263.27	32126.0	115.65	11.065	246.69	78484.0	17.014	50.918	396.29	7701.6	0	3.1577	209.2	6230.1	8313.0	5.526	11810.0	1010.5	1	9528.7	5058.2	20.464000000000002	470.89	255.77	4457.9	1002.2	490.63	4916.1	164.59	0.0	103.02	22164.0	546.28	4597.2	2303.1	0.043955	1977.1	0.0	297.22	77.758	146.04	789.42	909.02	2445.6	1674.0	50.523	0	58.894	3285.2	571.94	0.022647999999999998	10.657	1867.0	2.763	1409.5	1.9736	1392.9	414.45	28.419	2936.7	0.38175	1.5788	1138.0	9.0784	824.73	4.7365	142.1	0.029423	0.0	0	1.1841	395.89	0.0	1820.8	1.1841	1539.8	172.88	15954.0	0.0	883.76	770.53	6.3154	4.3418	478.0	0.3947	0.064412	192.62	0.088646	1187.7	0	15.394	0.0	0.6198899999999999	121.97	0.025051	0.022986000000000003	0.021491999999999997	575.49	1.5788	0	-1	-1	0	0	-1	0	0.6402100000000001	0.045981	0.041332	0.77154	0.041606
TCGA-EA-A78R	CESC_1	585.02	15019.0	270640.0	1.6131	3189.7	133.89	4201.1	4732.9	66.138	5347.5	2721.9	2497.1	2648.7	801.18	7409.6	9897.6	2439.6	1464.2	300.04	109650.0	193.57	3.4588	36.025999999999996	169670.0	65.717	109.15	102.16	22536.0	0	19.357	1074.9	6466.5	4467.8	85.495	4850.1	10247.0	1	7461.8	1451.3	86.25299999999999	830.76	713.0	3330.0	519.42	1725.0	2376.1	125.29	0.0	1172.7	37029.0	275.31	2952.0	2784.8	0.03481	627.5	15.056	486.62	0.5377	4824.3	1798.1	1282.4	10738.0	4669.4	28.498	0	25.076	8458.7	270.47	0.020312	28.498	1339.4	113.99	2939.1	16.669	3227.3	1041.0	3.7639	2323.4	0.5184300000000001	32.8	1190.5	3.2262	2919.3	59.148	59.148	0.042406	0.0	0	0.5377	431.24	27.423000000000002	2271.8	2.1508	2453.6	57.535	7240.8	0.0	143.03	131.38	4.3017	10.754000000000001	1238.3	0.5377	0.36369	79.581	0.07270599999999999	593.63	0	229.6	0.0	0.08517999999999999	37.102	0.01931	0.015929	0.021759999999999998	255.95	0.0	0	0	-1	0	0	0	0	0.6039399999999999	0.0849	0.036361000000000004	0.4053	0.05466699999999999
TCGA-EK-A2GZ	CESC_1	614.39	38454.0	207090.0	1.8061	3890.4	185.73	8966.0	2337.8	324.5	8105.4	3173.1	2547.3	9021.7	844.97	3316.7	2255.6	507.83	546.96	210.72	40908.0	62.613	8.9352	17.76	35384.0	80.311	65.623	478.63	25297.0	1	2.1072	1310.4	4096.3	932.87	7.8266	3287.8	10994.0	1	10370.0	78.567	28.066999999999997	1093.0	313.67	7054.5	2876.0	1485.0	3754.1	37.025999999999996	0.0	7.5256	27566.0	270.62	2241.7	14204.0	0.055314	1396.2	0.301	194.16	20.771	804.94	2837.8	1341.4	7643.6	1524.4	77.363	0	39.735	12243.0	553.58	0.024497	3.6123	9448.8	119.81	6103.2	0.0	2669.5	930.46	5.1174	5332.6	0.097881	5.1174	181.22	3.9133	1563.9	16.857	187.84	0.021282	7.8266	0	9.3317	876.88	0.9031	3553.9	22.576999999999998	2160.1	95.725	1317.0	0.0	80.072	716.25	13.245	1.2041	2048.8	1.5051	0.4081	179.11	0.10550999999999999	2208.9	0	5.1174	0.0	0.30914	95.42399999999999	0.021952	0.020017	0.14344	96.02600000000001	0.0	-1	-1	-1	1	-1	0	0	0.54992	0.09156	0.035367	0.46242	0.06044600000000001
TCGA-EK-A2H0	CESC_2	5.5115	51200.0	190460.0	0.0	1722.4	3.7892	1143.6	739.92	113.67	14915.0	133.31	57.181999999999995	930.76	27.558000000000003	40.648	523.6	27.213	421.98	29.625	37837.0	71.995	4.1703	1.0334	438.51	559.08	0.6889	38.236	21144.0	0	0.6889	3.7892	1078.5	226.32	3.7892	65.45	3927.0	1	22666.0	0.0	138.92	541.51	210.13	1473.0	116.09	2224.9	4269.4	63.038000000000004	0.0	8.6118	37132.0	228.04	4465.0	2162.2	0.07998999999999999	9.9897	0.0	3.4447	0.6889	349.64	431.28	278.33	13221.0	4293.1	44.437	0	74.02199999999999	13446.0	339.3	0.022396	8.2673	186.7	1.3779	1979.7	0.3445	10679.0	721.67	2.0668	1631.8	0.60646	2.4113	217.36	0.3445	2073.2	5.856	0.3445	0.023609	0.0	0	0.0	646.57	2.4113	1840.2	2.0668	1312.1	25.491	6402.7	0.0	9.9897	1.9566	26.869	1.3779	39.614000000000004	2.4113	0.63458	15.845999999999998	0.20786	988.98	0	20.668000000000003	0.0	0.66251	18.257	0.07208200000000001	0.018421	0.43775	94.73	0.0	1	0	-1	0	-1	0	1	0.6842699999999999	0.06005599999999999	0.041755	0.77499	0.056484000000000006
