SKCM	Labels	N:GEXP::TIMP1:7076:	B:MUTA:COMP:BRAF::	B:MUTA:nons:BRAF::	B:MUTA:HOTS:BRAF:pV600:	B:MUTA:HOTS:NRAS:pQ61:	B:MUTA:nons:NF1::	N:METH:cg08195943:TRH:TssD955:Island	B:MUTA:nons:NRAS::	B:MUTA:COMP:NF1::	B:MUTA:COMP:NRAS::	B:MUTA:COMP:SPTA1::	B:MUTA:nons:SPTA1::	N:GEXP::TFAP2A:7020:	N:GEXP::ETV1:2115:	N:GEXP::TIMP2:7077:	N:GEXP::SPRY2:10253:	N:GEXP::KIT:3815:	N:GEXP::NF1:4763:	B:MUTA:COMP:APOB::	B:MUTA:LOF:NF1::	B:MUTA:COMP:SETD2::	N:GEXP::DTX4:23220:	B:MUTA:nons:SETD2::	N:MIR::hsa-miR-4746-5p:Corrected:	N:METH:cg10205753:RGS20:TssD66:Island	N:MIR::hsa-miR-125b-1-3p:Corrected:	N:MIR::hsa-miR-942-5p:Corrected:	N:GEXP::NUMA1:4926:	N:GEXP::CALU:813:	N:GEXP::LMNA:4000:	N:METH:cg01522826:LRRIQ1:TssD4:NA	N:GEXP::PLXNA1:5361:	N:MIR::hsa-miR-153-5p:Corrected:	N:MIR::hsa-miR-1:Corrected:	N:GEXP::CSDE1:7812:	N:GEXP::EGR1:1958:	B:MUTA:nons:KEL::	B:MUTA:LOF:FOXA1::	N:GEXP::TF:7018:	N:GEXP::NUDT19:390916:	N:GEXP::SNX19:399979:	N:MIR::hsa-miR-615-3p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	B:MUTA:HOTS:BRAF:pK601:	B:MUTA:COMP:KEL::	N:METH:cg22376940:MPZL3:TssD24:NA	B:MUTA:LOF:UNCX::	N:GEXP::CASC2:255082:	N:MIR::hsa-miR-16-2-3p:Corrected:	N:GEXP::ALDH1A3:220:	N:GEXP::BMPER:168667:	N:METH:cg19430897:HIST1H2AB:TssU348:Shore	N:GEXP::ART5:116969:	I:CNVR::PARP12:64761:	N:MIR::hsa-miR-671-5p:Corrected:	N:MIR::hsa-miR-382-5p:Corrected:	N:GEXP::GSPT2:23708:	N:METH:cg06078334:GABBR1:TssD163:Island	N:GEXP::LOC401431:401431:	N:MIR::hsa-miR-431-3p:Corrected:	B:MUTA:nons:MAP2K1::	B:MUTA:COMP:MAP2K1::	N:METH:cg19190714:GMPR:TssD129:Island	N:GEXP::H19:283120:	N:MIR::hsa-miR-671-3p:Corrected:	N:MIR::hsa-miR-33a-5p:Corrected:	N:METH:cg02569458:RASSF9:TssD256:NA	B:MUTA:HOTS:NRAS:pG13:	N:GEXP::HSPA8:3312:	N:GEXP::PYROXD2:84795:	N:METH:cg04829853:HAPLN3:TssD537:Island	N:GEXP::SPTBN1:6711:	N:METH:cg15700487:GOLPH3L:TssU138:NA	I:CNVR::FRMD3:257019:	I:CNVR::NFASC:23114:	I:CNVR::FUCA1:2517:	B:MUTA:HOTS:NRAS:pG12:	N:METH:cg26789869:BASP1:TssD1350:Shore	N:METH:cg20072442:LRRTM1:TssD1145:Island	N:METH:cg14263942:CDKL2:TssU61:Island	N:MIR::hsa-miR-337-3p:Corrected:	N:MIR::hsa-miR-1249:Corrected:	N:GEXP::BAGE:574:	N:METH:cg06626655:RSPO1:TssD373:Island	I:CNVR::DAAM1:23002:	I:CNVR::ZNF493:284443:	I:CNVR::ATAD5:79915:	I:CNVR::GRAMD1B:57476:	I:CNVR::MIR4533:100616362:	I:CNVR::PRKCE:5581:	I:CNVR::ABHD15:116236:	I:CNVR::FLJ46257:400932:	I:CNVR::MIR490:574443:	I:CNVR::ARHGEF19:128272:	I:CNVR::KPNA3:3839:	I:CNVR::BTBD6:90135:	N:GEXP::ZC3H13:23091:	N:GEXP::CFL1:1072:	N:MIR::hsa-miR-504-5p:Corrected:	N:METH:cg18791121:CYB5R2:TssU81:Island	N:METH:cg07057636:CYP1B1-AS1:TssD81:Island	N:METH:cg09290941:COCH:TssU36:Island	N:METH:cg15945016:HIST1H3A:TssU21:Island	N:METH:cg12991522:PPL:TssD405:Island
TCGA-GN-A266	SKCM_4	24353.0	0	0	0	0	1	0.53096	0	1	0	1	1	6090.4	2182.2	18178.0	1176.4	325.15	998.69	1	1	0	385.41	0	13.825	0.056747000000000006	3.7703	19.794	6820.9	16609.0	22690.0	0.62626	1862.7	8.3261	0.47129	19985.0	3569.3	1	0	10.435	320.11	1393.9	2.6706	5.1842	0	1	0.276	0	23.899	8.7974	5606.7	16.83	0.066398	1.0098	1	10.054	21.365	67.32	0.037517	41.493	9.74	0	0	0.034208999999999996	3419.8	8.169	11.311	0.075244	0	23488.0	23.899	0.016	22088.0	0.20761	0	1	1	0	0.060399	0.25040999999999997	0.33554	25.607	2.6706	0.0	0.066054	0	1	-1	-1	0	0	-1	-1	1	1	-1	0	1702.2	20171.0	0.0	0.24048000000000003	0.057793	0.037271	0.062464	0.037101
TCGA-GN-A267	SKCM_2	9641.0	0	0	0	1	0	0.64368	1	0	1	0	0	4007.4	816.49	18921.0	3232.5	296.34	1442.0	1	0	1	429.63	1	14.62	0.055718	4.6704	7.7162	3256.6	7577.8	12896.0	0.068948	9278.4	6.0918	1.0153	4484.2	8599.5	0	1	11.779000000000002	1013.0	611.9	16.042	35.332	0	0	0.75642	0	48.357	6.2948	257.85	2.4799	0.20986	2.4799	1	15.839	11.574000000000002	420.33	0.084958	187.61	7.1071	0	0	0.033253	4237.4	3.8581	7.1071	0.48499	0	7003.7	154.37	0.02745	4733.4	0.063676	0	1	1	0	0.68056	0.030148	0.19467	14.417	3.0459	0.0	0.071966	-1	1	-1	-1	1	-1	-1	1	1	1	1	-1	9642.3	15373.0	1.2184	0.058038	0.058588	0.016711	0.13317	0.31614000000000003
TCGA-GN-A268	SKCM_2	3561.2	0	0	0	1	0	0.93453	1	1	1	1	1	10191.0	1034.3	44129.0	2193.9	3116.3	2303.2	0	1	0	242.58	0	18.839000000000002	0.05527000000000001	0.0	31.085	6862.6	13246.0	13808.0	0.9278200000000001	9636.9	1.8839	1.5699	13948.0	1842.3	0	1	0.0	691.5	1040.2	6.2798	5.9658	0	0	0.92091	0	8.1909	10.99	381.8	0.9451	0.35861	0.9451	1	13.815999999999999	3.7679	103.02	0.89769	93.008	1.8839	0	0	0.025633	271.56	8.1637	24.491	0.7935	0	29003.0	112.78	0.8916700000000001	15819.0	0.068953	-1	0	0	0	0.9411299999999999	0.8603700000000001	0.9243299999999999	3.4539	5.0238	0.1985	0.366	-1	-1	-1	-1	1	1	-1	1	1	0	1	-1	8266.2	21048.0	0.9419700000000001	0.97872	0.84298	0.041556	0.076792	0.9215
TCGA-GN-A26A	SKCM_1	57703.0	1	1	1	0	0	0.62007	0	0	0	0	0	445.66	2561.8	12078.0	2546.0	26.366	1700.4	0	0	0	309.2	0	6.2232	0.039585	7.2604	6.5689	3578.8	26012.0	15653.0	0.030545	9087.7	2.4201	0.23049	8891.7	5977.5	0	0	106.42	391.18	1325.0	5.7622	8.988999999999999	0	0	0.071235	0	26.366	10.026	2424.0	15.34	0.048768	0.9588	1	23.971	28.004	444.39	0.030054	63.787	10.718	0	0	0.041966	255.99	28.35	10.257	0.052489	0	26784.0	92.522	0.012653	9522.5	0.53805	-1	1	0	0	0.060360000000000004	0.020671000000000002	0.032195	23.74	3.4573	68.97399999999999	0.058200999999999996	-1	0	0	-1	1	0	0	1	1	0	0	-1	2457.8	15171.0	0.23049	0.033262	0.16512000000000002	0.022142	0.37606	0.041336000000000005
TCGA-GN-A26C	SKCM_4	22804.0	1	1	0	0	1	0.43546999999999997	0	1	0	1	1	3411.3	652.82	10171.0	164.81	10.469000000000001	553.19	1	0	1	390.75	1	7.9342	0.06794700000000001	2.1316	11.25	7167.9	19325.0	17575.0	0.47436999999999996	1237.8	2.7237	0.11842000000000001	11650.0	2201.6	0	0	18.575	274.91	1291.8	1.7763	13.263	0	0	0.31563	0	87.133	15.158	6845.9	16.549	0.25464000000000003	0.3377	1	8.9999	9.2368	41.878	0.047412	49.402	2.4868	0	0	0.045209	1206.0	4.1447	6.0394	0.1937	0	15051.0	12.834000000000001	0.017495	14969.0	0.54982	0	1	1	0	0.09112999999999999	0.11868	0.40548	9.2368	7.3421	0.3377	0.15245999999999998	0	1	0	0	1	1	0	1	1	1	-1	0	735.9	21228.0	0.5921	0.17282999999999998	0.095662	0.027013	0.42196999999999996	0.08543200000000001
TCGA-GN-A26D	SKCM_3	9509.5	0	0	0	0	0	0.76678	0	0	0	1	1	11694.0	1655.2	38477.0	1084.0	80.82600000000001	3609.8	0	0	0	1607.9	0	10.855	0.039962	0.38768	6.2029	9174.2	13058.0	11881.0	0.029049000000000002	13869.0	4.2645	8.9166	6378.7	4598.8	0	0	41.602	109.06	1000.8	2.7138	14.344000000000001	0	0	0.050499	0	8.6175	8.1413	1697.9	1.7829	0.083784	0.8915	1	15.119000000000002	2.7138	133.72	0.030233999999999997	93.5	1.5507	0	0	0.028024	517.94	4.6521	6.5905	0.3278	0	22923.0	225.84	0.012147	35046.0	0.8126	-1	1	-1	0	0.04918	0.74853	0.0078318	10.08	4.6521	0.0	0.07384099999999999	1	0	1	-1	1	-1	1	1	1	-1	-1	1	3027.7	11047.0	1.163	0.025577000000000003	0.12244000000000001	0.01464	0.047353	0.029939999999999998
TCGA-GN-A4U3	SKCM_2	8260.4	0	0	0	1	0	0.6392800000000001	1	0	1	0	0	1323.4	5275.3	13985.0	5222.9	903.92	1854.3	0	0	0	80.86	0	8.6878	0.061137000000000004	0.0	15.638	9903.5	7133.6	18084.0	0.05948200000000001	10674.0	6.0815	1.7376	21502.0	4138.1	0	0	764.63	513.52	903.51	3.4751	7.8191	0	0	0.06540599999999999	0	21.801	16.507	59036.0	1.6149	0.054505	3.6334	1	28.67	8.6878	118.29	0.28614	78.054	9.5566	0	0	0.035281	20.186	7.8191	17.375999999999998	0.71082	0	23596.0	764.63	0.016762	14687.0	0.93268	-1	1	1	0	0.073296	0.015419	0.012149	10.425	3.4751	0.0	0.038031	-1	-1	0	-1	-1	0	-1	-1	1	1	0	-1	18274.0	18300.0	0.8687799999999999	0.020551	0.063951	0.021166	0.026268	0.027043
TCGA-GN-A4U4	SKCM_2	1966.9	0	0	0	1	0	0.65537	1	0	1	0	0	10177.0	2110.0	19280.0	4402.8	2173.4	2270.3	0	0	0	340.68	0	7.2142	0.028785	1.4428	3.6071	7030.6	4249.9	20948.0	0.041569	9283.6	6.4927	0.72142	20674.0	28850.0	0	0	7.0461	491.82	1403.2	2.8857	4.3285	0	0	0.73474	0	16.206	8.657	18078.0	0.7046	0.062371	0.3523	0	2.8857	0.0	310.73	0.15512	19.049	2.8857	0	0	0.2823	956.16	0.72142	21.642	0.22282	0	35272.0	921.99	0.26303000000000004	39985.0	0.063739	0	1	0	0	0.057168	0.52551	0.68586	3.6071	2.1642	116.34	0.33383	0	0	0	0	0	0	0	0	0	0	0	0	19742.0	16661.0	12.264000000000001	0.71535	0.46723000000000003	0.027862	0.38829	0.088453
TCGA-GN-A4U5	SKCM_1	11862.0	1	1	1	0	0	0.44576000000000005	0	0	0	0	0	3584.9	1779.6	16395.0	2583.6	371.03	1791.6	0	0	0	1435.8	0	5.1692	0.041195999999999997	2.2744	11.165	8234.4	7950.5	36092.0	0.07291900000000001	9733.0	6.6166	0.6203	9461.0	2400.7	0	0	259.18	447.38	1155.2	5.7895	7.6504	0	0	0.065336	0	14.857999999999999	8.6842	601.17	5.3652	0.034492	1.2381	1	11.992	8.0639	295.09	0.029963999999999998	93.723	3.1015	0	0	0.020903	660.34	3.7218	8.0639	0.057441	0	30977.0	814.69	0.016495	14132.0	0.11225	0	1	0	0	0.039586	0.028006	0.010472	3.515	7.4436	116.1	0.090163	0	0	0	-1	0	0	0	0	1	0	0	0	4408.2	25654.0	0.0	0.018347	0.042964999999999996	0.019457	0.050474	0.032889
TCGA-GN-A4U7	SKCM_1	11679.0	1	1	1	0	0	0.85349	0	0	0	0	0	10994.0	708.97	16972.0	390.94	2949.3	1172.8	1	0	0	249.66	0	11.245999999999999	0.050483999999999994	0.62478	24.679000000000002	6405.9	12140.0	17912.0	0.045545999999999996	8133.9	12.495999999999999	2.1867	6796.4	503.87	0	0	20.761999999999997	425.38	953.05	9.9965	9.6841	0	0	0.07867400000000001	0	19.243	17.180999999999997	764.9	29.878	0.046695	2.532	1	23.116999999999997	6.5602	141.29	0.040344	148.01	0.9371700000000001	0	0	0.025127	613.25	5.622999999999999	7.8098	0.037526	0	15226.0	75.96	0.011784000000000001	14055.0	0.10505	-1	1	0	0	0.21494000000000002	0.020659	0.014724000000000001	2.8115	27.178	0.47600000000000003	0.030581999999999998	0	-1	0	-1	1	0	0	1	1	0	-1	0	1489.8	31396.0	2.8115	0.025125	0.054086	0.018690000000000002	0.03149	0.033053
TCGA-GN-A4U8	SKCM_1	12255.0	1	1	1	0	0	0.31575	0	0	0	0	0	2484.3	1400.8	17476.0	1459.4	207.23	1689.6	0	0	0	312.05	0	11.958	0.049217000000000004	7.3077	11.958	4556.3	3708.8	31674.0	0.054227	7882.7	14.615	0.0	9715.3	636.95	0	0	122.89	695.18	1085.1	15.944	21.923000000000002	0	0	0.58406	0	7.6305	11.958	285.53	0.0	0.046083	0.4016	0	11.958	1.3287	257.03	0.094587	87.58200000000001	0.0	0	0	0.029126999999999997	456.63	1.3287	11.294	0.1397	0	18411.0	595.98	0.016004	9556.6	0.1133	0	1	0	0	0.41739	0.023646	0.013085	2.6574	9.9651	122.12	0.11275999999999999	0	0	0	0	0	0	0	0	0	0	0	0	3965.9	29492.0	7.3077	0.020131	0.08767899999999999	0.02286	0.028395999999999998	0.042114
TCGA-GN-A4U9	SKCM_2	3691.5	0	0	0	1	0	0.80493	1	0	1	0	0	142.75	2338.0	2947.2	10586.0	63.213	1780.8	0	0	0	296.81	0	19.175	0.029426	12.284	11.385	5169.4	8673.6	1708.4	0.31282	1572.8	0.89884	0.89884	9378.5	4807.1	0	0	7.954	599.06	905.08	10.187000000000001	33.856	0	0	0.16254000000000002	0	22.186999999999998	21.572	806.24	543.8	0.77918	46.468	1	17.378	17.078	628.36	0.026847000000000003	126.49	16.479	0	0	0.024643	119930.0	9.2881	8.9884	0.091951	0	14226.0	25.535999999999998	0.031214	4755.2	0.8435600000000001	-1	1	0	0	0.043555	0.020645	0.7979	25.467	4.1946	14.639000000000001	0.029617	-1	0	0	-1	1	0	0	-1	1	0	1	-1	3368.3	20033.0	1.7977	0.034559	0.52772	0.020509	0.48084	0.022216999999999997
TCGA-GN-A8LK	SKCM_4	3808.0	0	0	0	0	1	0.9334399999999999	0	1	0	1	1	12792.0	590.45	27187.0	534.49	2381.1	168.35	1	1	0	191.99	0	9.8765	0.07195900000000001	0.0	14.915999999999999	7024.3	5955.1	29580.0	0.8849100000000001	10277.0	2.8219	2.6203	3886.6	1426.9	1	1	22.19	653.16	556.68	1.2094	14.714	0	1	0.79657	0	24.12	9.8765	943.04	19.778	0.7136	0.9648	1	10.481	0.80625	191.03	0.034879	128.01	0.20156	0	0	0.040996	3854.8	4.6359	2.4187	0.47686999999999996	0	14676.0	54.028	0.029529000000000003	16749.0	0.81986	-1	1	1	0	0.35441999999999996	0.48123999999999995	0.017834	1.0078	5.4422	0.0	0.03308	1	0	-1	-1	1	0	-1	1	1	1	-1	-1	3551.4	40511.0	1.8141	0.77077	0.08069	0.021394999999999997	0.96014	0.036106
TCGA-GN-A8LL	SKCM_3	5055.7	0	0	0	0	0	0.76067	0	0	0	0	0	34699.0	7.7399	48223.0	195.05	1955.9	1164.9	0	0	0	1932.7	0	13.252	0.041438	0.0	8.4334	35364.0	4719.8	68836.0	0.057227999999999994	11119.0	0.0	0.0	2812.7	2065.0	0	0	113.0	355.26	695.82	32.126999999999995	6.827000000000001	0	0	0.075136	0	6.9659	4.8191	153.17	0.774	0.076714	95.20100000000001	0	42.568000000000005	40.961999999999996	30.186	0.025411000000000003	53.498000000000005	30.921999999999997	0	0	0.033872	4105.3	13.654000000000002	7.2286	0.43422	0	8270.9	239.16	0.012684	9037.1	0.75754	1	0	0	0	0.050972	0.015937	0.013597999999999999	38.552	13.654000000000002	0.0	0.13577999999999998	0	-1	0	-1	1	0	0	-1	0	0	-1	0	445.82	24313.0	0.0	0.036220999999999996	0.04877	0.031118	0.34691	0.033108
TCGA-GN-A8LN	SKCM_2	14307.0	0	0	0	1	0	0.8581200000000001	1	0	1	1	1	3810.2	2512.6	14742.0	4980.8	1009.4	1755.0	0	0	0	325.95	0	8.6674	0.035587	17.894000000000002	8.2481	9568.3	7311.5	13739.0	0.28815	5200.7	0.1398	1.9572	12334.0	6225.8	0	0	540.69	340.44	1889.7	10.764000000000001	15.517999999999999	0	0	0.036752999999999994	0	14.06	11.883	4518.2	42.181000000000004	0.047998	0.8522	1	16.496	2.097	435.45	0.025962	31.998	0.9785799999999999	0	0	0.039904	345.97	10.345	31.454	0.46945	0	17883.0	725.61	0.02023	14259.0	0.65669	-1	1	-1	0	0.052198	0.83331	0.5270699999999999	3.4949	4.8929	8.7601	0.049069	-1	-1	-1	1	1	-1	-1	1	1	-1	1	-1	9777.2	28484.0	1.8174	0.02731	0.09189800000000001	0.08505499999999999	0.044931	0.17531
TCGA-GN-A9SD	SKCM_1	20494.0	1	1	1	0	0	0.34249	0	0	0	0	0	3320.6	1686.9	20614.0	3874.4	152.47	1894.4	0	0	0	629.84	0	5.1541	0.045766	8.5902	13.744000000000002	5292.9	8806.4	20137.0	0.050709	6928.7	1.0308	3.4361	9046.9	19547.0	0	0	171.22	441.91	1174.5	15.462	15.806	0	0	0.061186000000000004	0	23.645	30.925	5027.1	26.09	0.032825	2.0383	1	21.991	23.365	440.69	0.025564	192.34	5.1541	0	0	0.032236	2367.7	19.929000000000002	1.7180000000000002	0.14695	0	27816.0	581.74	0.013662	13453.0	0.23456	-1	1	0	0	0.086824	0.16560999999999998	0.011709	9.2774	4.8105	0.0	0.09729299999999999	1	0	1	-1	1	0	1	0	1	0	-1	1	4696.7	17795.0	4.1233	0.027438	0.032859	0.025219	0.049138999999999995	0.032063999999999995
TCGA-HR-A2OG	SKCM_2	29016.0	0	0	0	1	0	0.38348000000000004	1	0	1	0	0	423.5	2168.8	22458.0	2896.4	116.28	1934.1	0	0	0	434.85	0	5.4385	0.057849	17.05	6.7613	9202.8	11274.0	18332.0	0.069314	7290.3	1.9108	4.4096	17509.0	30696.0	0	0	1865.7	413.18	1512.7	25.721999999999998	69.083	0	0	0.053872	0	27.178	9.4071	26202.0	11.697000000000001	0.068491	0.6881	1	10.436	21.46	220.18	0.036962	44.888999999999996	3.2337	0	0	0.025674000000000002	1922.8	22.195	44.831	0.11238	0	29326.0	1372.3	0.015343	15617.0	0.72415	-1	1	1	0	0.065189	0.20725	0.012841	12.494000000000002	5.2915	155.9	0.056983000000000006	-1	1	0	0	0	-1	0	0	1	1	1	-1	15480.0	15410.0	2.6457	0.025781000000000002	0.06637699999999999	0.0277	0.10697000000000001	0.030031
TCGA-HR-A2OH	SKCM_1	13683.0	1	1	1	0	0	0.39736	0	0	0	1	1	2370.8	2213.5	10481.0	1162.8	106.56	1472.7	1	0	0	2920.8	0	8.0282	0.057795000000000006	6.4225	36.93	4116.3	10334.0	11025.0	0.068452	5805.2	5.6197	0.0	11589.0	381.34	0	0	2944.6	455.5	1340.8	21.676	53.788999999999994	0	0	0.056709	0	16.784000000000002	17.662	1209.3	1.9516	0.079414	0.0	1	14.450999999999999	3.2113	252.54	0.06371900000000001	94.102	0.80282	0	0	0.031827999999999995	292.74	18.465	11.239	0.31637	0	37195.0	125.29	0.016053	9811.9	0.41029	-1	1	1	0	0.1309	0.34646	0.013874000000000001	1.6056	2.4084	0.0	0.15467	0	0	0	-1	1	-1	0	1	1	1	0	0	4841.9	15652.0	1.6056	0.21450999999999998	0.11584000000000001	0.043462	0.071542	0.040135000000000004
TCGA-HR-A5NC	SKCM_1	6346.2	1	1	1	0	0	0.7713399999999999	0	0	0	0	0	6256.8	2837.7	33743.0	2926.9	679.3	1948.1	0	0	0	860.06	0	3.4996	0.057059000000000006	3.4996	7.9201	5719.7	8859.9	21955.0	0.8096300000000001	8910.4	1.4735	1.2893	6574.7	2805.9	0	1	8122.6	580.39	2691.0	12.709000000000001	5.894	0	0	0.038016	0	4.5476	4.7889	4500.5	7.3898	0.04866	3.4107	0	24.497	9.3936	663.38	0.047813	137.76	16.577	0	0	0.03673	270.58	6.4466	3.8680000000000003	0.076193	0	37736.0	178.49	0.015159	13761.0	0.06591799999999999	-1	0	-1	0	0.68815	0.78375	0.094354	21.55	7.1834	0.0	0.041974000000000004	0	0	0	0	0	0	0	0	0	-1	0	-1	4144.6	17991.0	4.0522	0.063475	0.10920999999999999	0.62785	0.049042	0.48131999999999997
TCGA-IH-A3EA	SKCM_1	31166.0	1	1	1	0	0	0.64328	0	1	0	0	0	11106.0	487.63	29593.0	1988.5	1109.2	706.47	1	1	0	210.84	0	12.689	0.042447000000000006	3.0453	14.719000000000001	6711.4	14799.0	30615.0	0.48594	6052.5	0.0	1.5226	6780.9	3275.5	0	0	185.86	483.64	1089.2	10.151	55.321999999999996	0	0	0.044225	0	4.9963	9.6433	72.975	0.0	0.16221	0.0	1	7.1056	9.1358	6.9948	0.57501	133.93	3.0453	0	0	0.036448	5154.1	15.734000000000002	0.0	0.5374	0	19145.0	3.997	0.64249	6057.5	0.056095000000000006	-1	0	0	0	0.80371	0.020365	0.030244	7.6131	7.6131	0.0	0.044957	0	0	0	0	0	-1	0	1	1	0	0	0	3114.7	48726.0	7.1056	0.46637	0.11075	0.31505	0.049487	0.024916
TCGA-LH-A9QB	SKCM_1	45636.0	1	1	1	0	0	0.9144399999999999	0	0	0	0	0	1359.0	6124.2	19702.0	3275.3	258.95	1453.5	0	0	0	83.295	0	2.6174	0.055016999999999996	12.105	0.98151	8341.5	14202.0	28289.0	0.13267	1180.1	0.32716999999999996	2.1266	11570.0	25831.0	0	0	304.31	548.01	974.79	13.25	8.67	0	0	0.90685	0	23.504	29.609	5550.6	9.0717	0.31490999999999997	0.0	1	15.868	17.012999999999998	17.730999999999998	0.029983999999999997	165.25	4.5804	0	0	0.027815	1376.8	13.905	29.445	0.046314999999999995	0	35071.0	4361.8	0.013125	32253.0	0.5544	-1	1	0	0	0.46581999999999996	0.91	0.0099855	10.96	2.1266	0.0	0.037135	-1	0	0	-1	1	0	0	0	1	0	0	-1	5895.4	16813.0	1.1451	0.018097	0.063902	0.028666000000000004	0.030083	0.45093999999999995
TCGA-OD-A75X	SKCM_1	4089.9	1	1	1	0	0	0.79904	0	0	0	0	0	3363.0	39.29	13031.0	3243.9	7026.8	2517.7	0	0	0	1450.6	0	21.705	0.037438	0.65774	10.524000000000001	5947.4	10728.0	12500.0	0.85385	8895.2	0.65774	0.0	14144.0	1108.5	0	0	6828.1	368.27	1793.3	4.6042	12.497	0	0	0.8611	0	4.9893	19.074	181.95	2.8065	0.6908	0.0	0	13.155	3.9464	310.58	0.39518000000000003	102.32	3.2887	1	1	0.030187000000000002	6704.0	8.5506	5.9196	0.19025999999999998	0	46491.0	101.97	0.021957	5442.7	0.06840700000000001	-1	0	0	0	0.73869	0.24366999999999997	0.7843	12.497	9.2083	0.0	0.062447	-1	0	0	0	1	-1	0	1	0	0	1	-1	9403.2	21013.0	1.9732	0.87651	0.47172	0.7436699999999999	0.42028999999999994	0.6990000000000001
TCGA-QB-A6FS	SKCM_1	14545.0	1	1	1	0	0	0.45242	0	0	0	1	1	7918.3	160.44	44026.0	592.87	49.45399999999999	488.79	0	0	0	848.19	0	32.174	0.042688	1.3989	12.59	8338.9	11281.0	60384.0	0.043887	17858.0	1.3989	0.0	4447.4	2291.0	0	0	17.826	201.26	668.2	5.5955	13.989	0	0	0.051660000000000005	0	6.3255	9.7921	286.85	2.8752	0.0424	1.1501	1	55.955	9.7921	123.06	0.021368	20.149	7.6938	0	0	0.023875999999999998	1255.3	9.7921	0.69944	0.47453999999999996	0	25619.0	48.303999999999995	0.01718	9487.1	0.79855	0	1	0	0	0.048105	0.22061999999999998	0.016087	4.1966	9.7921	0.0	0.082638	0	0	0	-1	1	0	0	1	1	0	0	0	5010.4	51287.0	2.0983	0.022675999999999998	0.085505	0.038408	0.056264999999999996	0.035255
TCGA-QB-AA9O	SKCM_2	16783.0	0	0	0	1	0	0.6152	1	0	1	0	0	3113.8	627.69	16065.0	2533.0	174.22	879.88	1	0	0	85.919	0	27.484	0.065713	13.482999999999999	84.006	4776.4	9572.0	14882.0	0.040763	5716.0	1.5557	0.0	6961.8	793.96	1	0	22.275	604.62	687.35	3.6299	61.19	0	1	0.4859	0	18.298	25.928	1052.1	0.0	0.046335	0.7955	1	39.929	19.705	101.03	0.027460000000000002	137.69	4.1485	0	0	0.031141000000000002	1622.1	20.224	9.8526	0.054822	0	9844.9	44.551	0.013880000000000002	12239.0	0.093816	0	-1	-1	0	0.040094	0.02162	0.016102	6.7413	7.7784	2.331	0.22374000000000002	1	1	-1	-1	1	0	-1	1	1	-1	1	1	4691.4	22640.0	0.51856	0.08025800000000001	0.064299	0.027353	0.031025	0.031076
TCGA-RP-A690	SKCM_3	3538.5	0	0	0	0	0	0.024955	0	0	0	0	0	14427.0	2456.6	39835.0	1389.5	2236.2	1612.9	0	0	0	17.752	0	0.49726000000000004	0.025648	0.9945200000000001	7.9562	14014.0	3011.3	24683.0	0.035281	10044.0	2.2377	0.7458899999999999	18530.0	8933.4	0	0	7.3964	353.55	1911.7	1.2432	1.989	0	0	0.05873099999999999	0	16.272000000000002	11.437000000000001	1591.7	5.9172	0.064442	142.01	0	12.183	1.4918	413.71	0.022709	109.4	4.724	0	0	0.030113	37.968	4.724	5.7185	0.059639	0	45035.0	872.29	0.01853	10321.0	0.090456	0	0	-1	0	0.061675	0.016875	0.013844	6.4644	3.7295	0.0	0.079862	0	0	0	0	0	0	0	0	0	-1	0	0	6687.4	9662.2	0.7458899999999999	0.021496	0.068134	0.018688999999999997	0.037136	0.024317
TCGA-RP-A693	SKCM_3	8932.3	0	0	0	0	0	0.50525	0	1	0	0	0	6957.2	1285.5	30827.0	1213.5	6.7179	1637.7	0	1	0	1050.9	0	5.6662	0.046024	0.9999100000000001	28.998	8398.9	8999.5	24506.0	0.090793	7633.9	5.6662	5.9995	11262.0	9948.2	0	1	2022.5	557.58	2092.1	3.6664	6.9994	0	0	0.084877	1	4.7985	30.331	712.33	0.0	0.36862	0.9597	0	14.665	26.998	238.48	0.22687	31.804000000000002	40.663000000000004	0	0	0.022357	3171.8	0.33331	11.665999999999999	0.4825	0	33575.0	23.991999999999997	0.52672	27908.0	0.092921	-1	0	0	0	0.5343	0.17785	0.49403	32.997	2.3331	0.0	0.078733	0	0	0	0	0	0	0	-1	0	0	-1	-1	5628.6	17329.0	0.33331	0.54373	0.51831	0.15313	0.078998	0.10282000000000001
TCGA-RP-A694	SKCM_2	5096.8	0	0	0	1	0	0.60754	1	0	1	1	1	10618.0	771.69	32435.0	1212.3	21.263	2663.7	0	0	0	413.89	0	11.187999999999999	0.035638	3.7294	24.706999999999997	4300.6	6146.7	27331.0	0.054984000000000005	9798.0	5.5941	14.452	10182.0	7556.7	0	0	539.63	570.79	2207.3	6.9927	10.255999999999998	0	0	0.5230600000000001	0	13.564	26.105999999999998	475.98	2.1996	0.3714	1.4664	0	21.91	14.452	50.59	0.040983	40.718	25.64	0	0	0.034042	35.56	1.3985	6.0603	0.34817	0	51373.0	205.66	0.16873	3185.4	0.67666	0	1	0	0	0.12005	0.32855999999999996	0.23413	18.647000000000002	6.5265	0.0	0.056541999999999995	0	0	1	0	0	0	0	1	0	0	0	0	2515.2	19699.0	0.93235	0.038026	0.45197	0.024845	0.37827	0.28976
