PRAD	Labels	N:GEXP::TFF3:7033:	N:GEXP::SEPP1:6414:	N:MIR::hsa-miR-200b-3p:Corrected:	N:GEXP::ERG:2078:	N:GEXP::HLA-DMB:3109:	B:MUTA:COMP:SPOP::	B:MUTA:nons:SPOP::	N:METH:cg06816106:RP11-713D19.1:TssD221:Shore	B:MUTA:LOF:SMAD3::	N:GEXP::GHR:2690:	N:GEXP::CACNA1D:776:	N:GEXP::MAGED4B:81557:	N:GEXP::OGDHL:55753:	N:GEXP::LAT2:7462:	N:METH:cg10520594:NT5C:TssU53:Island	N:GEXP::ITPR3:3710:	B:MUTA:COMP:ACVR2A::	N:GEXP::ATP10A:57194:	N:MIR::hsa-miR-582-3p:Corrected:	N:GEXP::TP53I3:9540:	N:METH:cg13376158:NT5C:TssU132:Shore	N:GEXP::AGFG2:3268:	N:METH:cg08378505:NT5C:TssD57:Island	N:METH:cg04554033:C1QTNF1:TssU112:Island	N:GEXP::HDAC1:3065:	N:GEXP::ALOX15:246:	N:GEXP::EML6:400954:	N:GEXP::SEPT9:10801:	B:MUTA:COMP:JAK1::	N:MIR::hsa-miR-629-5p:Corrected:	N:MIR::hsa-miR-3065-3p:Corrected:	N:GEXP::H2AFY2:55506:	N:METH:cg26522057:B3GNT9:TssD556:Island	N:METH:cg23584144:DACT2:TssD86:Island	N:METH:cg07013787:SP5:TssU54:Island	N:METH:cg05145649:NT5C:TssU51:Island	N:METH:cg26020635:NA:NA:Island	N:METH:cg06172475:FLI1:TssU81:Island	N:METH:cg18153124:KCNQ3:TssD47:Island	N:METH:cg21092177:NT5C:TssU140:Shore	N:METH:cg12518360:SLC36A4:TssU173:Island	N:METH:cg25331703:LRRK1:TssU138:Island	N:METH:cg06620911:ANGPTL4:TssU2:Island	N:METH:cg08659394:B3GNT9:TssD200:Island	N:MIR::hsa-miR-99a-3p:Corrected:	N:GEXP::NKAIN1:79570:	N:GEXP::CCDC141:285025:	N:GEXP::TDRD1:56165:	N:GEXP::CNTLN:54875:	N:GEXP::SLC18A3:6572:	N:GEXP::PAX1:5075:	N:METH:cg27306873:LIPT1:TssD439:Shore	N:METH:cg14044057:RP11-713D19.1:TssD277:Shore	N:METH:cg06158040:EXO5:TssD161:Shore	N:GEXP::CHD1:1105:	N:METH:cg15031983:NA:NA:NA	N:METH:cg24016939:ZNF671:TssU142:Shore	N:METH:cg00245192:MGLL:TssD271:Island	N:METH:cg14913925:FAM200A:TssD519:Shore	N:METH:cg12030835:NA:NA:NA	N:GEXP::KIAA0087:9808:	N:GEXP::LOC100190940:100190940:	N:GEXP::CDH7:1005:	I:CNVR::TMPRSS2:7113:	N:GEXP::AMPD3:272:	N:METH:cg01184522:ZNF496:TssU669:Island	N:GEXP::C17orf44:284029:	N:GEXP::KCNH8:131096:	N:GEXP::KCNG3:170850:	N:METH:cg18190030:SLC35F3:TssU1382:Shore	N:METH:cg26937798:CTD-3203P2.3:TssU631:Shore	I:CNVR::GRIK2:2898:	N:GEXP::PKNOX2:63876:	I:CNVR::MINPP1:9562:	N:METH:cg18107409:PPP2R5C:TssU441:Island	I:CNVR::CHD1:1105:	I:CNVR::GPATCH8:23131:	I:CNVR::MIXL1:83881:	N:METH:cg10444953:NA:NA:NA	N:METH:cg25820220:RP11-395G23.3:TssD16:Island	N:METH:cg05689600:ALDH7A1:TssD268:Shore
TCGA-KK-A8IF	PRAD_3	19395.0	28991.0	51.744	71.29	230.07	1	1	0.31076	1	645.5	318.21	18.910999999999998	7.7771	1125.1	0.058709000000000004	591.33	1	108.88	126.64	250.16	0.056589999999999994	2160.1	0.029265	0.068425	2397.3	70.642	5.1847	1157.5	0	150.12	98.721	70.642	0.406	0.2473	0.48433999999999994	0.025205	0.7660600000000001	0.13188	0.079073	0.049351	0.86341	0.35651	0.81866	0.80352	8.17	121.84	128.32	23.331	36.293	0.0	1.2962	0.44522	0.13617	0.31479	16.202	0.44586000000000003	0.6323300000000001	0.040293999999999996	0.08918200000000001	0.3301	0.0	0.0	0.6481	0	254.05	0.32932	248.22	59.623999999999995	23.979	0.091644	0.16045	-1	16.202	0	0.044397000000000006	-1	0	0	0.035871	0.146	0.034904000000000004
TCGA-KK-A8IH	PRAD_1	761.55	4144.4	1779.4	5828.5	1899.5	0	0	0.56018	0	1018.8	2190.9	67.294	172.14	125.92	0.64598	2117.1	1	322.84	345.66	466.18	0.26496	1108.5	0.66128	0.52172	5756.2	105.16	234.43	8170.8	1	67.277	140.29	1778.3	0.13828	0.041708999999999996	0.5282600000000001	0.5217	0.02045	0.056641	0.038171	0.23851	0.075668	0.032592	0.24956	0.50684	4.3839999999999995	991.29	4.0188	29.471	119.89	0.0	40.188	0.033922	0.34846	0.029958	559.28	0.025752999999999998	0.070405	0.26491	0.038992	0.033129	85.064	74.347	64.97	-1	1794.4	0.10472999999999999	60.951	217.01	16.075	0.25401	0.06663	0	49.565	-1	0.056663	-1	0	0	0.15345999999999999	0.09551	0.027962
TCGA-KK-A8II	PRAD_1	91.684	1001.9	1913.2	8174.2	22338.0	0	0	0.46783	0	2146.9	5917.1	2630.1	2327.8	79.086	0.8579100000000001	2720.4	1	276.1	339.23	740.82	0.43365	2293.2	0.80632	0.74603	7084.5	726.48	266.3	7369.4	1	69.85	39.154	1170.9	0.053831	0.042941	0.58487	0.72451	0.022680000000000002	0.039178	0.035769999999999996	0.37598000000000004	0.059605	0.027846	0.027426	0.017133000000000002	3.4455	746.42	0.6999	907.04	426.23	46.192	23.445999999999998	0.13460999999999998	0.34263000000000005	0.026925	805.21	0.024421	0.048861	0.044541000000000004	0.16186	0.032369	85.385	21.695999999999998	156.07	-1	1393.8	0.10507999999999999	138.23	742.22	819.91	0.06076	0.14835	0	149.07	-1	0.058681	-1	-1	0	0.10101	0.08943	0.046099
TCGA-KK-A8IJ	PRAD_2	9305.0	12559.0	810.76	210.94	176.54	0	0	0.041722	0	977.21	1904.3	135.96	14.09	421.88	0.075811	1443.7	1	109.41	735.86	145.88	0.079886	491.09	0.025136000000000002	0.034858	3938.7	2.9010000000000002	41.442	4078.3	0	116.2	52.498999999999995	385.41	0.07985199999999999	0.30856999999999996	0.028424	0.03373	0.025693	0.41999	0.078941	0.050195	0.062442	0.032145	0.038317000000000004	0.59285	5.5999	582.68	9.9461	3.7298	125.57	0.0	0.4144	0.054019000000000005	0.035126	0.025908999999999998	799.83	0.037176	0.027199	0.42141999999999996	0.033698	0.045604	0.8288	1.6577	17.82	0	346.04	0.065872	41.442	8.2884	62.163000000000004	0.23586	0.1366	-1	325.74	0	0.069142	0	0	0	0.050696	0.28906	0.023031
TCGA-KK-A8IK	PRAD_3	13017.0	21809.0	1542.3	149.86	193.31	1	1	0.48938000000000004	0	932.03	273.54	14.312000000000001	17.827	706.41	0.14695	916.78	0	18.384	276.04	142.62	0.049612	1671.3	0.024479	0.047068	2794.4	99.721	4.4568	1452.9	0	158.46	15.157	12.255999999999998	0.041746	0.20132	0.7054	0.023793	0.018431	0.20636	0.079113	0.049268	0.7910699999999999	0.3008	0.055274000000000004	0.037895	8.7267	902.51	376.05	529.8	84.12299999999999	0.0	0.0	0.12959	0.3315	0.40648	394.99	0.034712	0.53185	0.04629	0.032392000000000004	0.041369	8.9136	2.7855	0.0	0	43.45399999999999	0.11861	155.99	34.54	2.7855	0.20517	0.42541	-1	20.613000000000003	0	0.048659	-1	0	0	0.036154	0.11027999999999999	0.020972
TCGA-KK-A8IL	PRAD_2	6230.6	7011.4	247.57	224.32	803.5	0	0	0.035995	0	296.99	330.19	557.49	17.945	423.06	0.036323	1317.8	0	241.81	266.99	366.53	0.05186	636.16	0.026949	0.33757	3188.0	1.3459	33.199	7116.6	0	97.694	45.239	562.13	0.046141	0.084675	0.11082	0.024444	0.023375	0.17242000000000002	0.028533	0.055816	0.044347000000000004	0.0277	0.025301	0.09715	6.6610000000000005	8.524	2.2432	14.356	149.39	0.0	0.4486	0.038195	0.047231999999999996	0.025472	1219.4	0.029539999999999997	0.01775	0.033875999999999996	0.042991	0.03717	1.7945	1.3459	4.9349	0	392.55	0.046234	72.678	7.1781	10.319	0.07999500000000001	0.049261	0	473.75	0	0.046557999999999995	0	0	-1	0.065484	0.10415	0.020146
TCGA-M7-A720	PRAD_1	589.58	5732.4	612.27	325.87	477.61	0	0	0.059841	0	710.81	390.73	629.25	167.18	352.9	0.21120999999999998	1565.7	0	162.55	616.96	293.82	0.12354000000000001	1576.1	0.23399	0.13508	3281.5	14.286	96.139	7515.1	0	23.263	64.135	530.89	0.047589	0.032355	0.18422	0.15472	0.023819999999999997	0.052173000000000004	0.051878	0.16245	0.075514	0.020212	0.019846000000000003	0.025531	3.8772	206.95	6.5637	54.826	120.85	4.2471	1.1583	0.09048400000000001	0.09938999999999999	0.017434	475.29	0.037692	0.027750999999999998	0.044149	0.044917	0.046027	36.293	162.93	24.324	0	710.42	0.030164	66.023	86.48700000000001	15.058	0.11302999999999999	0.048343000000000004	0	226.25	0	0.048604	0	0	0	0.078231	0.13564	0.027393
TCGA-M7-A721	PRAD_2	3081.8	11729.0	220.38	214.32	594.74	0	0	0.060396000000000005	1	394.55	577.2	196.5	53.58	148.08	0.12370999999999999	1298.8	0	295.18	345.19	258.16	0.070185	1600.6	0.033283	0.04584	2530.9	15.587	26.79	4105.2	0	44.855	31.482	326.84	0.06779	0.20571	0.34828000000000003	0.024988999999999997	0.43388000000000004	0.36899	0.10733	0.052619000000000006	0.077021	0.17507999999999999	0.34692	0.451	6.1293	73.551	29.226	2.4355	151.97	0.0	1.4613	0.061729	0.05142000000000001	0.06654199999999999	330.25	0.050455	0.21139000000000002	0.15077000000000002	0.083845	0.046008999999999994	0.4871	2.4355	13.639000000000001	0	463.71	0.17534	78.422	443.74	4.3838	0.22571	0.14290999999999998	-1	391.13	-1	0.044136	-1	0	0	0.060114	0.14670999999999998	0.047887
TCGA-QU-A6IP	PRAD_1	401.65	8223.2	715.17	7448.9	2525.7	0	0	0.033248	0	1524.0	1374.2	821.77	398.6	195.76	0.54692	4936.4	0	385.94	1379.3	241.5	0.32818	1140.0	0.5629	0.55865	4600.4	80.488	186.12	4793.5	1	52.998000000000005	43.198	795.14	0.037764	0.025674000000000002	0.44461999999999996	0.5591	0.019097	0.036062000000000004	0.023025999999999998	0.28523000000000004	0.05215499999999999	0.017752	0.015594	0.02713	9.9996	315.12	9.0698	979.06	271.75	0.41029	0.10255	0.043697	0.042242	0.0278	1071.7	0.025366	0.023556999999999998	0.029744	0.028105	0.025247	8.1692	289.96	35.508	-1	921.38	0.031927	50.994	137.42	172.31	0.06242999999999999	0.12287999999999999	0	295.59	0	0.030399000000000002	0	-1	0	0.054113	0.06769700000000001	0.032818
TCGA-TK-A8OK	PRAD_2	371.12	9161.6	1194.6	616.48	560.23	0	0	0.036028	1	275.46	136.4	234.82	228.52	293.62	0.12846	783.2	0	413.64	252.84	159.88	0.084838	806.91	0.069611	0.23326999999999998	2903.0	106.73	7.0859	4116.9	1	34.525	26.566	415.41	0.053998000000000004	0.14645999999999998	0.068414	0.03582	0.020274	0.43701	0.14484	0.075486	0.065413	0.022686	0.43488000000000004	0.41323999999999994	4.9617	39.858000000000004	42.516000000000005	4.4287	220.11	0.0	0.8857	0.065836	0.07331599999999999	0.27187	688.22	0.02775	0.025067	0.43059	0.046483	0.053916	9.7431	1.3286	22.143	0	185.56	0.06989	33.215	11.515	38.972	0.27621	0.035002	0	265.72	0	0.047758999999999996	0	-1	0	0.52578	0.12384	0.20865
TCGA-V1-A8MF	PRAD_2	18863.0	14735.0	345.59	371.52	622.65	0	0	0.042565	0	1015.5	131.39	139.07	4.5307	220.06	0.047274000000000004	886.58	0	106.15	517.85	254.37	0.06954500000000001	1055.7	0.025268000000000002	0.062179	3042.7	0.6472	33.01	2915.9	0	84.807	434.1	211.65	0.052529	0.30227	0.053596000000000005	0.027612	0.021958000000000002	0.35389	0.43501000000000006	0.063697	0.062051	0.024390000000000002	0.032488	0.018272999999999998	2.1202	13.592	11.003	414.89	99.676	0.0	0.6472	0.037239	0.045727	0.044851	539.81	0.046047000000000005	0.025713	0.035315	0.1021	0.08702599999999999	7.1197	1.2945	5.178	0	279.61	0.058514	35.599000000000004	4.5307	23.301	0.1877	0.1175	0	194.82	0	0.044101	0	0	0	0.046732	0.50831	0.043006
TCGA-V1-A8MG	PRAD_2	3192.9	6293.6	308.11	273.03	435.25	0	0	0.29741	1	290.39	424.57	183.67	10.681	445.26	0.06768099999999999	866.76	0	152.87	202.19	162.88	0.065982	855.81	0.029257	0.10409000000000002	4299.1	1.3351	19.359	3200.3	0	95.84299999999999	54.461000000000006	539.39	0.12507000000000001	0.12161	0.038919999999999996	0.025177	0.11903	0.12608	0.15488	0.05388	0.055718	0.041519	0.18342999999999998	0.51949	18.654	76.76899999999999	60.748000000000005	24.7	119.49	0.0	0.0	0.1243	0.17732	0.30129	529.37	0.3424	0.25254	0.23899	0.096453	0.24634	6.007999999999999	6.6756	12.015999999999998	0	259.01	0.27959	47.397	13.350999999999999	36.048	0.34734	0.1478	-1	534.04	0	0.042711	-1	0	-1	0.046256	0.19744	0.025363
TCGA-V1-A8ML	PRAD_2	5340.1	10918.0	115.41	162.91	224.07	0	0	0.21684	1	396.0	479.22	104.44	232.09	779.48	0.052804	329.89	1	114.29	476.47	139.85	0.060463	1269.7	0.031692000000000005	0.044929000000000004	3091.3	15.038	13.033	3844.8	0	159.19	84.296	572.95	0.27343	0.30546999999999996	0.51223	0.022973	0.017311	0.13759000000000002	0.024319999999999998	0.053334000000000006	0.2537	0.0175	0.13168	0.57701	13.748	19.55	14.537	4.0102	94.74	0.0	1.5038	0.054242	0.14384	0.065997	576.46	0.047127999999999996	0.022385	0.23014	0.14324	0.041627	1.0025	3.0076	8.0204	0	207.53	0.095444	40.102	3.0076	14.537	0.088604	0.26819	0	459.67	0	0.026306	0	0	0	0.11275999999999999	0.068787	0.015368000000000001
TCGA-V1-A8MU	PRAD_2	11306.0	6178.2	965.68	495.02	596.58	0	0	0.030445	0	657.81	821.07	203.68	29.426	275.75	0.07445800000000001	925.12	1	129.09	448.58	332.18	0.06451699999999999	969.62	0.022997999999999998	0.027201999999999997	3275.8	1.4238	16.611	5638.4	0	68.51100000000001	53.83	611.77	0.051446000000000006	0.14413	0.056025	0.016676	0.02159	0.4727	0.43073	0.061296	0.050016000000000005	0.023058000000000002	0.026576	0.38906999999999997	11.419	405.32	8.543	6.6445	154.72	0.4746	0.0	0.053763	0.10165	0.029499	649.26	0.027851	0.016124	0.028231	0.082916	0.046307999999999995	0.4746	7.1191	6.1699	0	528.24	0.05722000000000001	70.717	12.814	16.137	0.083592	0.060584000000000006	-1	338.87	0	0.037812	0	0	-1	0.039012	0.34133	0.045433999999999995
TCGA-V1-A8WL	PRAD_2	31327.0	10779.0	1116.1	186.3	357.57	0	0	0.050493	0	433.29	226.56	102.14	24.639	426.08	0.053359000000000004	937.89	0	70.312	318.21	307.69	0.062173	790.26	0.046398	0.32433	3355.8	3.6058	22.837	3795.1	0	125.02	83.43	480.17	0.0372	0.3054	0.032732	0.020496	0.01841	0.31567	0.037808	0.058979	0.046422000000000005	0.022711000000000002	0.023791999999999997	0.011954000000000001	7.8754	10.817	125.6	645.43	106.37	0.0	0.0	0.036782999999999996	0.084312	0.03631	601.56	0.024248	0.023224	0.28914	0.034942	0.049247000000000006	3.0048	0.601	11.418	0	330.53	0.067506	54.086999999999996	9.0144	4.2067	0.22909000000000002	0.091754	0	462.14	0	0.038988999999999996	0	0	0	0.031679	0.07448099999999999	0.12485999999999998
TCGA-V1-A8WS	PRAD_1	133.64	2808.3	2368.4	7552.0	7006.6	0	0	0.036286	0	271.23	1888.4	1347.1	432.19	53.325	0.6634800000000001	5368.8	1	283.41	357.26	287.69	0.33061	1005.9	0.67375	0.5088199999999999	6625.7	344.31	1245.2	9307.1	1	71.126	68.19	1438.5	0.063601	0.031423	0.4781	0.60669	0.02415	0.052014	0.041866	0.25116	0.058339999999999996	0.023319	0.04637	0.16891	3.2627	1347.3	2.6333	1015.8	167.22	2.6333	186.31	0.19787000000000002	0.084027	0.027636	908.16	0.30967	0.11372	0.03713	0.054541	0.15817	70.441	579.66	71.758	-1	1217.2	0.04775	30.283	150.1	183.34	0.08306799999999999	0.305	0	218.24	0	0.046458	0	0	0	0.22213000000000002	0.10730999999999999	0.039033
TCGA-V1-A8WW	PRAD_1	765.11	3364.4	1699.1	1989.5	1033.7	0	0	0.6814899999999999	0	2242.6	510.77	1491.8	278.19	87.848	0.77062	2477.6	1	443.42	268.2	1202.3	0.46169	2120.5	0.69875	0.5918399999999999	3569.1	460.99	61.912	8838.7	1	76.35300000000001	161.8	1778.3	0.045048000000000005	0.033879	0.53528	0.59938	0.022803	0.074464	0.19530999999999998	0.36987	0.057379	0.018252	0.028582	0.012414	5.5129	1425.2	5.4382	343.44	135.54	2.9283	18.406	0.039354	0.43306999999999995	0.023105	538.38	0.026204	0.1588	0.026812	0.082618	0.067776	93.704	115.46	80.736	0	1631.0	0.092	81.57300000000001	348.88	82.82799999999999	0.11125	0.24889	-1	47.68899999999999	-1	0.030503	0	-1	1	0.15308	0.11312	0.033095
TCGA-VN-A88I	PRAD_2	492.53	5759.2	317.85	463.22	494.83	0	0	0.051132	0	352.3	309.77	336.63	71.264	213.22	0.062224	1149.5	0	228.16	333.68	240.23	0.070099	755.75	0.035776	0.059598000000000005	2593.7	10.919	26.436999999999998	7336.2	0	33.931999999999995	37.592	634.48	0.099159	0.084313	0.049039	0.026795	0.025911	0.19100999999999999	0.2576	0.054662	0.057773000000000005	0.036643	0.12424	0.36166	8.9034	17.816	11.494000000000002	63.793	200.0	0.0	0.0	0.041426	0.052860000000000004	0.039113999999999996	585.06	0.033524	0.018172	0.14362	0.039681	0.043172	1.7241	6.3218	6.3218	0	267.82	0.022066	53.448	14.368	9.7701	0.16468	0.059512999999999996	0	339.65	0	0.0523	0	0	0	0.081505	0.082636	0.042184
TCGA-VN-A88K	PRAD_1	67.315	6177.8	814.55	4076.5	696.98	0	0	0.037029	0	1331.2	4727.5	167.27	568.2	120.41	0.30134	1254.9	0	307.72	933.56	170.17	0.11548	1191.2	0.050827	0.42626000000000003	4647.2	386.75	28.430999999999997	9199.1	0	44.511	40.528	822.83	0.037439	0.039069	0.41235	0.018647999999999998	0.026111000000000002	0.098267	0.031368	0.10087	0.065176	0.024993	0.03324	0.017253	11.479000000000001	1008.9	36.793	729.17	704.5	122.92	17.979	0.037092	0.045144	0.020778	627.57	0.035954	0.28103	0.013845	0.040379000000000005	0.053141999999999995	74.00399999999999	55.608000000000004	15.47	-1	462.84	0.025516999999999998	327.79	213.65	81.112	0.060016	0.056977	0	165.99	0	0.038521	0	0	1	0.060053999999999996	0.064939	0.04238
TCGA-VN-A88L	PRAD_1	260.11	5458.8	760.93	5921.1	12197.0	0	0	0.53523	0	2426.7	3682.4	1617.6	1288.5	71.582	0.60006	2422.0	1	460.24	4429.6	190.55	0.39082	1598.0	0.5412600000000001	0.40318000000000004	5995.7	160.3	1183.6	9068.2	1	46.361999999999995	24.818	1210.8	0.043517	0.041473	0.38795	0.57911	0.021103	0.050322000000000006	0.049349000000000004	0.33675	0.07097200000000001	0.025432	0.025987	0.015792	7.5834	1282.9	3.5287	538.88	472.84	27.221	117.96	0.11788	0.34091	0.018889	552.99	0.033936	0.023344999999999998	0.022538	0.030055000000000002	0.0389	1061.6	94.77	125.52	-1	971.39	0.031758999999999996	35.287	310.52	165.34	0.066097	0.10975	0	140.14	-1	0.034968	0	0	0	0.062592	0.074338	0.04816
TCGA-VN-A88N	PRAD_2	19889.0	9405.4	1378.1	163.49	174.08	0	0	0.096042	0	216.91	1558.9	130.41	6.9081	190.2	0.15962	922.28	0	319.61	221.39	84.279	0.11546	972.66	0.18069000000000002	0.10878	3405.7	0.0	29.935	2806.5	0	85.681	75.987	609.29	0.05658200000000001	0.047588	0.1329	0.093574	0.024288999999999998	0.07407899999999999	0.052562	0.09518099999999999	0.060578999999999994	0.027772	0.034424	0.014232	13.759	872.72	1.8422	6.9081	90.266	0.0	0.4605	0.033698	0.071296	0.040477	618.5	0.03899	0.032942	0.03324	0.12500999999999998	0.040832	2.7632	2.7632	16.579	0	252.38	0.026503	88.42299999999999	7.8292	3.6843	0.41627	0.075711	0	262.51	0	0.050123	0	0	0	0.058366999999999995	0.10815999999999999	0.023895
TCGA-VN-A88O	PRAD_3	44595.0	23529.0	577.3	136.11	320.96	1	1	0.44895	1	474.08	526.5	134.76	26.67	1040.1	0.063303	965.92	1	214.74	887.3	372.46	0.066974	1453.0	0.026938999999999998	0.049974	2910.7	0.9196	18.852999999999998	2341.0	0	213.14	27.908	364.18	0.25378	0.26156999999999997	0.091113	0.030569	0.48508	0.23656999999999997	0.18	0.054551999999999996	0.24691999999999997	0.36803	0.040244999999999996	0.58535	16.963	20.232	412.92	15.634	74.031	0.0	1.3795	0.24458000000000002	0.30332	0.12385	715.02	0.5644100000000001	0.14149	0.24427	0.14901	0.39616	2.2991	3.6786	4.1384	0	200.94	0.14023	161.4	11.495999999999999	10.116	0.42841	0.2699	-1	136.57	0	0.049581	0	0	0	0.0363	0.088872	0.027623
TCGA-VN-A88P	PRAD_2	8945.4	9905.9	670.42	341.95	285.05	0	0	0.024248	1	1012.3	414.02	70.617	14.632	291.55	0.22311999999999999	656.55	1	52.566	481.79	147.4	0.06562	724.54	0.047531	0.081231	3439.0	4.3353	9.7545	2627.8	0	78.885	91.79700000000001	247.11	0.038151	0.35651	0.032133	0.023537	0.026126	0.098896	0.28747	0.05588200000000001	0.052799	0.02735	0.068813	0.016985	7.2631	16.799	17.340999999999998	826.97	62.861999999999995	0.0	4.8773	0.039796	0.07055700000000001	0.02634	666.56	0.039165	0.036308999999999994	0.25516	0.028286000000000002	0.058298	2.1677	0.0	2.7096	0	265.0	0.023097	48.231	3.7934	34.141	0.3774	0.068139	0	227.6	0	0.046576	0	0	0	0.033545	0.088777	0.049614
TCGA-VN-A88Q	PRAD_1	313.12	2920.5	1341.1	5313.6	3521.3	0	0	0.14773	0	1713.6	8458.4	2316.2	1943.9	102.26	0.51044	4596.6	1	329.86	748.71	328.05	0.12589	1157.0	0.40204	0.42200000000000004	4721.7	33.937	750.23	13469.0	0	62.166000000000004	44.965	1210.9	0.037063	0.037502999999999995	0.48306000000000004	0.14928	0.036299	0.045201	0.039883999999999996	0.12641	0.070631	0.026968000000000002	0.029108999999999996	0.017797999999999998	5.7337	2174.7	2.2624	547.96	293.67	37.104	152.49	0.033809	0.072671	0.017613999999999998	1007.7	0.26915	0.017374	0.018206	0.032128	0.11728	165.16	110.41	171.04	-1	1144.8	0.023495	54.751000000000005	353.39	335.29	0.084113	0.078856	0	135.75	0	0.033128	0	0	1	0.07078200000000001	0.079873	0.034756
TCGA-VN-A88R	PRAD_3	16108.0	16310.0	633.4	257.34	479.3	1	1	0.18450999999999998	1	377.16	654.47	19.303	22.824	617.38	0.086253	299.01	0	346.35	328.03	984.84	0.063387	2819.9	0.044896	0.038264	2826.7	29.671	9.1295	2401.6	0	83.939	43.772	535.78	0.20244	0.043696	0.041436	0.038713	0.020296	0.062077999999999994	0.056534	0.060376	0.13709000000000002	0.50143	0.082076	0.6530699999999999	15.964	43.365	301.84	6.8471	66.759	0.0	2.2824	0.34384000000000003	0.15001	0.23145	123.25	0.57706	0.63361	0.031244	0.051092	0.58717	1.7118	4.5647	6.2765	0	262.47	0.40729	114.69	5.1353	1.7118	0.14082	0.052604	-1	200.85	0	0.041163	-1	0	0	0.043081	0.10275999999999999	0.025016999999999998
TCGA-VP-A872	PRAD_1	22918.0	2268.7	1474.5	3145.3	901.8	0	0	0.051064	0	1183.1	502.46	356.6	291.46	122.78	0.55278	1773.0	1	569.22	740.43	932.8	0.4225	1769.0	0.60325	0.26611	5416.2	319.48	42.318999999999996	6129.0	1	69.495	321.93	1804.2	0.045880000000000004	0.053836	0.25194	0.4161	0.02161	0.062217999999999996	0.035754	0.37440999999999997	0.078278	0.019354	0.09145199999999999	0.015722999999999997	9.7089	485.17	5.9604	106.09	109.08	4.1723	32.186	0.043505	0.039918	0.020656	588.88	0.27314	0.033768	0.045004	0.055526	0.11689000000000001	13.113	82.84899999999999	14.305	-1	1500.8	0.14118	28.61	91.79	10.133	0.065597	0.056964999999999995	0	86.425	-1	0.046011	0	-1	0	0.042529000000000004	0.088791	0.039508
TCGA-VP-A875	PRAD_1	387.23	7086.9	1398.1	8636.9	727.37	0	0	0.16072	0	1406.9	8431.4	147.45	1431.0	280.66	0.90966	5055.5	1	157.66	1707.7	64.234	0.12869	2547.1	0.91425	0.31289	5090.5	585.04	44.161	6408.8	0	142.89	18.531	554.75	0.087262	0.043265	0.83385	0.65028	0.02955	0.050863	0.034314	0.13971	0.07094299999999999	0.028097000000000004	0.2297	0.3854	9.4713	1938.0	22.628	1551.5	248.91	6.9343	37.226	0.19629000000000002	0.097254	0.020997	920.8	0.029245999999999998	0.14022	0.2528	0.046155	0.04489	158.76	53.285	90.51100000000001	-1	313.14	0.03801	96.715	292.7	34.672	0.18773	0.058798	-1	28.467	-1	0.08681799999999999	1	-1	1	0.22355	0.10693	0.035851
TCGA-VP-A876	PRAD_1	827.14	3773.4	1095.2	10202.0	15670.0	0	0	0.040747000000000005	0	945.85	1694.8	1673.9	368.91	149.78	0.80758	5161.7	1	157.55	1718.0	621.32	0.28908	1732.5	0.81542	0.45297	5461.5	27.738000000000003	228.56	7778.2	0	117.58	20.771	863.75	0.037635	0.042972	0.074683	0.6036100000000001	0.023264	0.046805	0.046949	0.25694	0.059851999999999995	0.019088	0.033552	0.014638	7.393	1266.5	8.3213	1115.0	251.3	19.416	99.85600000000001	0.034461	0.041981	0.022713999999999998	708.42	0.043549000000000004	0.018541	0.052199	0.028367000000000003	0.040215	369.46	14.978	113.72	-1	1468.4	0.037822	37.168	158.1	357.26	0.07862000000000001	0.11647	0	174.75	0	0.040733	0	0	0	0.08655499999999999	0.085347	0.022718000000000002
TCGA-VP-A878	PRAD_3	11926.0	11638.0	611.82	541.28	625.11	1	1	0.23393000000000003	0	585.96	456.17	232.33	31.915	1283.8	0.093439	1166.8	0	239.15	539.01	728.94	0.082274	2221.3	0.038889	0.026298000000000002	2748.5	1.7021	27.234	4260.9	0	101.83	45.111000000000004	480.0	0.099676	0.051889	0.042297	0.031593	0.37387	0.049712	0.031532	0.078789	0.06647	0.23224	0.033768	0.52946	9.951	72.34	931.91	5.9574	103.4	0.0	3.4043	0.067812	0.088768	0.10837999999999999	411.92	0.3056	0.016711	0.036736000000000005	0.33548	0.21806999999999999	1.2766	16.17	15.319	0	285.11	0.29715	141.7	21.276999999999997	5.9574	0.074709	0.041982	-1	194.47	0	0.040979	-1	0	-1	0.044794	0.076286	0.032353
TCGA-VP-A879	PRAD_1	695.13	3855.5	549.45	5728.7	2416.9	0	0	0.26424000000000003	0	1502.9	2312.5	943.4	371.84	201.95	0.45688999999999996	1797.7	1	288.04	608.51	323.75	0.29231999999999997	1017.5	0.47493	0.34321999999999997	5258.8	254.61	150.2	7847.1	0	37.071999999999996	38.34	884.26	0.058309	0.027857	0.40966	0.41836999999999996	0.023226	0.059859	0.033264999999999996	0.25874	0.052513	0.25801	0.035073	0.017393000000000002	2.6782	654.38	4.1214	475.79	157.53	0.4579	25.186	0.032494999999999996	0.17592	0.030862999999999998	513.34	0.031738	0.018076	0.019724000000000002	0.036208	0.035332	48.082	123.18	93.417	-1	897.54	0.024456	76.932	193.25	56.325	0.053158000000000004	0.074915	0	420.84	0	0.05769199999999999	0	0	0	0.04767	0.0978	0.038422000000000005
