MESO	Labels	N:GEXP::KRT7:3855:	N:GEXP::SPARC:6678:	N:GEXP::IGF2:3481:	N:GEXP::MT2A:4502:	N:GEXP::KRT8:3856:	N:GEXP::SLPI:6590:	N:GEXP::C3:718:	N:GEXP::TIMP1:7076:	N:GEXP::CLU:1191:	N:GEXP::C4A:720:	N:GEXP::RARRES2:5919:	N:GEXP::MGP:4256:	N:GEXP::PPARGC1A:10891:	N:GEXP::CLDN1:9076:	N:GEXP::KRT17:3872:	N:GEXP::EEF2:1938:	N:GEXP::GAPDH:2597:	N:GEXP::LGALS3BP:3959:	N:GEXP::DHCR24:1718:	N:GEXP::EFEMP1:2202:	N:GEXP::GNAS:2778:	N:GEXP::HSPB1:3315:	N:GEXP::B2M:567:	N:GEXP::C3AR1:719:	N:GEXP::PDZK1IP1:10158:	N:GEXP::ACTB:60:	N:GEXP::ARNTL2:56938:	N:GEXP::COL6A1:1291:	N:GEXP::C7:730:	N:GEXP::HLA-B:3106:	N:GEXP::TPT1:7178:	N:GEXP::FOSL1:8061:	N:GEXP::LY6E:4061:	N:GEXP::HLA-C:3107:	N:GEXP::HLA-A:3105:	N:GEXP::PSAP:5660:	N:GEXP::ALDOA:226:	N:GEXP::DLGAP5:9787:	N:GEXP::KLK10:5655:	N:GEXP::RBP1:5947:	N:GEXP::BST2:684:	N:GEXP::ARHGDIB:397:	N:METH:cg15193782:ARMC3:TssD1:NA	N:GEXP::ACTG1:71:	N:GEXP::DCBLD2:131566:	N:GEXP::TFPI2:7980:	N:GEXP::TMSL3:7117:	N:GEXP::SATB2:23314:	N:GEXP::PARD6B:84612:	N:GEXP::GIMAP4:55303:	N:GEXP::FLI1:2313:	N:GEXP::IL12RB1:3594:	N:GEXP::CCNA2:890:	N:GEXP::SNCG:6623:	N:MIR::hsa-miR-181d-5p:Corrected:	N:GEXP::C19orf21:126353:	N:GEXP::EZR:7430:	N:GEXP::AQP1:358:	N:GEXP::CPB1:1360:	N:GEXP::ADH1B:125:	N:GEXP::CARHSP1:23589:	N:GEXP::CALB2:794:	N:GEXP::CA9:768:	N:GEXP::LARP6:55323:	N:GEXP::CYP17A1:1586:	N:GEXP::PLXND1:23129:	N:GEXP::SOX9:6662:	N:GEXP::ARHGAP10:79658:	N:METH:cg26103512:CSNK1D:TssU204:Island	N:GEXP::MT1E:4493:	N:GEXP::TRPV6:55503:	N:GEXP::FBXO2:26232:	N:GEXP::PLEK:5341:	N:GEXP::IL27RA:9466:	N:GEXP::HSD17B6:8630:	N:GEXP::ARHGEF5:7984:	N:GEXP::MARCH3:115123:	N:GEXP::DNMT1:1786:	N:GEXP::VTN:7448:	N:GEXP::ARHGAP31:57514:	N:GEXP::MS4A6A:64231:	N:GEXP::MARK3:4140:	N:GEXP::LRRC33:375387:	N:GEXP::NT5C3:51251:	N:GEXP::SCARA3:51435:	N:GEXP::RCSD1:92241:	N:GEXP::ARHGEF3:50650:	N:GEXP::GAS2:2620:	N:GEXP::KIAA1737:85457:	N:GEXP::ALDH1A2:8854:	N:GEXP::PPARGC1B:133522:	N:METH:cg21035368:ERCC1:TssD6196:Island	N:MIR::hsa-miR-301a-5p:Corrected:	N:GEXP::ARL3:403:	N:GEXP::C4BPA:722:	N:GEXP::CLIC5:53405:	N:GEXP::TNXB:7148:	N:METH:cg08839858:ARMC3:TssU111:NA	N:GEXP::EARS2:124454:	N:GEXP::KIF7:374654:	N:METH:cg03932406:SPRED2:TssD1431:Island	N:GEXP::C8orf77:286103:	N:GEXP::ARF6:382:	N:GEXP::CARM1:10498:	N:GEXP::SCARF1:8578:	N:GEXP::PARVG:64098:	N:GEXP::ARHGEF35:445328:	N:GEXP::SLC26A6:65010:	N:METH:cg03053575:ZNF69:TssD64:Shore	N:GEXP::ABLIM1:3983:	N:GEXP::ACPL2:92370:	N:METH:cg05207415:MARK3:TssU512:Island	N:METH:cg04857420:TNFRSF11B:TssU190:Island	N:GEXP::CARNS1:57571:	N:GEXP::PORCN:64840:	N:GEXP::ARL2:402:	N:GEXP::PARP9:83666:	N:GEXP::MARCH4:57574:	N:GEXP::RCHY1:25898:	N:METH:cg13764991:DMRT2:TssD431:Island	N:GEXP::NDUFA5:4698:	N:GEXP::ARHGAP30:257106:	N:GEXP::MARVELD3:91862:	N:GEXP::IRAK2:3656:	N:METH:cg02221347:DARS:TssD33:Island	N:METH:cg17385674:ARID1A:TssU821:Shore	N:METH:cg03093695:GSG1:TssD2527:Island	N:METH:cg21940042:ZNF69:TssU92:Shore	N:MIR::hsa-miR-1287-5p:Corrected:	N:GEXP::BIN2:51411:	N:GEXP::SLC7A4:6545:	N:METH:cg23996306:DARS:TssD44:Island	N:GEXP::XAF1:54739:	N:GEXP::CHP:11261:	N:GEXP::ARC:23237:	N:METH:cg13539253:GARNL3:TssD221:Shore	N:METH:cg03894174:NA:NA:Shore	N:METH:cg03608000:ZNF69:TssU11:Shore	N:METH:cg18863156:LHX4:TssD4983:Island	N:GEXP::SYBU:55638:	N:GEXP::INPP5J:27124:	I:CNVR::NEGR1:257194:	N:GEXP::ITLN1:55600:	N:GEXP::STRADB:55437:	N:METH:cg25124633:TARID:TssD106:Island	N:METH:cg06377221:ARRDC2:TssU203:Island	N:METH:cg03040522:ADAR:TssD737:Shore	N:GEXP::HYDIN:54768:	N:GEXP::COL7A1:1294:	N:METH:cg19720265:MARK1:TssU643:Shore	N:GEXP::CALML4:91860:	N:METH:cg20315346:CHP1:TssD13:Island	N:GEXP::FAM64A:54478:	N:GEXP::PYHIN1:149628:	N:GEXP::VASP:7408:	N:GEXP::EPB41L5:57669:	N:METH:cg21958603:NA:NA:Island	N:METH:cg15169189:PTPRM:TssD2110:Shore	N:GEXP::ADAT2:134637:	N:METH:cg14257369:FGF22:TssU314:Island	N:MIR::hsa-miR-151b:Corrected:	N:GEXP::CHST4:10164:	N:GEXP::RSPO1:284654:	N:GEXP::GALNT4:8693:	N:GEXP::MT1L:4500:	N:GEXP::RICH2:9912:	N:GEXP::DTD1:92675:	N:GEXP::DHODH:1723:	N:GEXP::PNCK:139728:	N:GEXP::CTAGE9:643854:	I:CNVR::GATA6:2627:	N:GEXP::SIGLEC1:6614:	N:GEXP::LOC441294:441294:	N:GEXP::FLJ42875:440556:	N:METH:cg05235761:MOXD1:TssD570:Shore	I:CNVR::CSPG5:10675:	I:CNVR::MIR491:574444:	I:CNVR::LINC01107:151171:	I:CNVR::ASCC3:10973:	I:CNVR::TMEM135:65084:	I:CNVR::SYNPR:132204:
TCGA-TS-A7P3	MESO_1	40.982	337280.0	15594.0	5481.2	24751.0	1398.3	80269.0	14814.0	1973.9	46644.0	8217.3	10022.0	18.962	570.7	1379.9	74968.0	35697.0	18514.0	1154.2	15646.0	25153	4567.4	54678.0	607.39	176.78	106920.0	42.817	91957.0	17839.0	29279.0	96153.0	189.01	5273.9	20639.0	23252.0	40002.0	11991	178.0	642.87	3788.1	1231.3	3591.8	0.027766000000000002	91463.0	5020.6	220.2	41037.0	148.64	258.13	664.89	672.85	35.477	278.54	116.83	21.558000000000003	1310.8	11797.0	18637.0	1.835	631.25	1698.2	2325.6	703.84	308.29	0.0	5978.5	99.70299999999999	472.83	0.12376	1288.2	9.7868	324.8	531.55	192.68	80.13	220.2	162.71	1591.0	295.44	1127.3	1400.7	1527.4	214.7	660.0	2224.1	537.05	1094.9	38.536	447.75	7015.3	33.641999999999996	0.082722	11.883	629.41	22.631999999999998	2102.3	11189.0	0.016303	489.95	456.91	0.16634000000000002	14.68	2601.5	1223.3	550.51	521.15	192.68	187.78	0.29738000000000003	2838.2	493.62	0.097554	0.016108	993.98	147.41	1091.2	1144.0	20.185	551.73	0.35922	1059.4	455.09	24.186	97.257	0.026605	0.14801	0.057373	0.34879	27.541999999999998	204.3	200.63	0.043664999999999995	1090.6	2923.2	140.07	0.040462	0.43759	0.23476999999999998	0.10400999999999999	179.22	20.796999999999997	-1	803.13	589.66	0.066853	0.022775999999999998	0.10962999999999999	93.587	281.37	0.2387	354.16	0.019712	49.54600000000001	12.232999999999999	2038.7	2721.3	0.024176	0.29475999999999997	131.51	0.10652	1.1659	9.1752	176.16	406.76	108.88	422.67	407.99	136.4	11.01	64.83800000000001	0	444.69	21.409000000000002	20.796999999999997	0.19075	-1	0	0	0	0	0
TCGA-TS-A7P6	MESO_2	477.85	183700.0	7826.3	38469.0	160960.0	9999.4	175280.0	66367.0	39438.0	8118.4	18816.0	6896.6	34.259	4564.1	210.28	30396.0	134460.0	49590.0	9005.3	46650.0	27077	27314.0	78315.0	897.81	979.33	177490.0	82.103	47054.0	1068.5	58398.0	55024.0	506.79	20841.0	33482.0	52223.0	80906.0	46865	238.63	876.55	1655.6	15650.0	4895.4	0.043036000000000005	137410.0	2861.2	109.27	140650.0	180.15	245.72	611.34	494.98	115.18	411.1	1938.6	14.004000000000001	2288.2	19422.0	5428.2	645.01	73.243	4542.9	24689.0	2790.1	1085.1	0.5907	3740.1	25.399	555.82	0.17847000000000002	8173.7	5.316	2948.0	782.04	1123.5	658.0	220.32	155.94	1447.1	2826.3	488.48	2587.1	776.73	181.93	535.14	5235.7	395.75	1570.0	9.4507	210.87	9444.8	17.129	0.019961000000000003	7.0143	772.0	19624.0	431.19	7164.9	0.096216	642.06	946.4	0.056593	4.7253	1969.9	2086.8	164.21	706.44	244.54	202.6	0.16771	1265.8	402.83	0.067217	0.016536000000000002	1779.7	353.22	4212.6	1799.8	18.311	222.09	0.078827	1072.1	757.83	16.279	93.916	0.27881999999999996	0.030443	0.028064999999999996	0.19380999999999998	22.006	348.49	222.09	0.20740999999999998	1561.1	2855.9	88.01	0.07409	0.13264	0.20801	0.047351	250.44	25.399	-1	38382.0	303.01	0.017891	0.019694	0.055088	62.02	1357.3	0.083048	456.59	0.017079	233.31	52.568999999999996	2803.3	188.42	0.03275	0.070494	66.155	0.31342	0.6579699999999999	30.124000000000002	598.35	306.3	428.22	59.657	1089.8	350.27	6.4973	62.02	0	458.95	18.901	60.839	0.080511	1	-1	-1	-1	1	1
TCGA-TS-A7P8	MESO_2	4724.6	107740.0	3215.5	15257.0	48717.0	26316.0	292650.0	37032.0	29859.0	9525.8	2693.5	13467.0	32.326	3675.8	215.34	69953.0	74751.0	31824.0	3304.2	18150.0	24645	6602.0	63024.0	706.21	1180.2	116350.0	68.134	51687.0	7471.4	37727.0	80863.0	637.08	6220.6	23626.0	36752.0	52480.0	30825	159.64	709.19	1210.5	1313.9	6239.0	0.07574199999999999	121610.0	2537.9	2878.5	73625.0	118.36	854.91	782.79	721.12	135.77	343.21	222.31	9.6073	695.26	30599.0	4683.4	11861.0	1741.6	2352.7	4848.4	1941.8	498.32	11.822000000000001	2662.7	50.23	417.26	0.049171	3105.8	9.9465	2629.9	1592.9	609.23	2329.0	706.7	264.58	1575.0	146.71	902.65	2686.1	1285.1	433.67	664.93	2966.6	2524.9	3856.3	14.92	371.5	10809.0	54.208999999999996	0.022299	1.9147	394.38	77.086	1058.8	5677.3	0.10231	616.69	422.2	0.23468000000000003	24.369	2748.7	1300.0	283.48	1444.7	376.97	298.4	0.10563	1793.9	366.53	0.07488099999999999	0.038787999999999996	172.57	241.2	1699.4	966.03	1.9893	395.38	0.29131999999999997	1193.1	1697.9	57.496	413.28	0.01641	0.037257	0.033387	0.13937	13.392000000000001	582.37	848.44	0.037022	960.84	2290.2	613.7	0.09108	0.13278	0.081245	0.081436	305.86	23.374000000000002	0	456650.0	286.46	0.022109	0.022292	0.051618	50.23	41.278	0.20717	478.43	0.042029000000000004	77.086	140.74	2714.4	308.34	0.028207	0.08755	250.65	0.026068	2.2159	136.76	733.56	570.43	157.16	1273.2	613.7	161.13	17.904	173.07	-1	811.14	41.278	5.9679	0.081242	0	0	0	0	0	0
TCGA-TS-A7PB	MESO_3	20740.0	47064.0	4461.6	37412.0	119370.0	22019.0	149510.0	30202.0	39863.0	144230.0	25324.0	5944.1	303.87	943.43	87.529	39001.0	94787.0	65264.0	4231.3	64466.0	26956	24601.0	148060.0	372.5	11879.0	135450.0	11.936	37169.0	2601.5	160490.0	108860.0	2647.8	57143.0	80222.0	106980.0	55830.0	58655	144.72	8440.1	909.11	30158.0	2635.3	0.16674	96820.0	505.28	5323.9	69613.0	25.364	760.91	516.72	187.49	56.198	222.94	5777.4	12.749	5577.5	24344.0	54536.0	7227.1	11100.0	5275.5	39841.0	7498.4	105.43	14.706	1023.0	239.71	141.74	0.48978	7583.7	38.294000000000004	10473.0	656.97	75.594	3230.6	1155.3	225.29	902.15	7365.9	110.9	1594.9	2120.1	91.508	3021.8	12624.0	173.57	369.51	56.695	730.57	12311.0	32.824	0.12007000000000001	1.1549	289.44	38320.0	3925.4	11108.0	0.30787	364.04	165.28	0.08822100000000001	3.4813	3148.6	1182.6	120.35	511.75	809.65	67.63600000000001	0.35572	1529.8	136.76	0.10848	0.023178	2667.1	76.58800000000001	1345.8	3559.4	1.492	694.27	0.46903999999999996	992.66	375.48	157.27	136.76	0.31744	0.30963	0.060816999999999996	0.35420999999999997	23.649	173.57	9454.7	0.2439	4107.9	9129.4	376.97	0.097459	0.076691	0.14092000000000002	0.12603	382.44	9.4492	0	6001.7	527.66	0.02129	0.26255	0.3077	115.38	150.69	0.089995	1120.0	0.30501999999999996	51.722	49.235	3381.3	339.67	0.05033	0.60006	36.305	0.11427000000000001	3.3062	121.84	3110.3	1154.8	86.535	2239.0	320.78	1035.4	19.893	217.33	0	1136.4	75.096	241.2	0.10817	-1	0	0	-1	0	0
TCGA-TS-A8AI	MESO_1	192.93	170680.0	10319.0	8482.5	66497.0	3336.0	150990.0	18255.0	15686.0	92389.0	5317.6	2440.8	21.119	699.06	41486.0	82847.0	86761.0	28468.0	6614.4	53976.0	24147	7831.1	71646.0	352.93	1517.3	152240.0	120.98	38718.0	104.88	30370.0	48028.0	171.81	8415.9	28514.0	33217.0	46514.0	31311	488.59	182.55	401.25	4118.1	2063.5	0.1425	84501.0	1586.4	142.1	35384.0	257.0	359.02	405.55	302.1	37.226	355.75	380.85	17.022000000000002	3705.4	11322.0	22482.0	12.886	7.1588	3329.9	406.62	2805.6	317.14	21.444000000000003	3522.9	303.89	265.59	0.30976	2914.0	104.88	3260.5	243.04	244.47	620.31	205.1	56.913000000000004	1597.8	1072.0	511.86	865.5	1268.9	70.157	541.57	1962.2	241.61	417.36	23.266	608.5	1211.6	15.392000000000001	0.03397	5.7829	546.22	0.7159	5326.2	5521.2	0.023756	648.59	310.34	0.072541	9.6644	2587.2	1553.1	201.88	326.8	104.52	180.4	0.26126	3482.8	299.6	0.061364999999999996	0.022694	435.26	141.03	1620.8	2412.9	48.321999999999996	408.05	0.30722	817.54	342.19	62.2	73.02	0.058561	0.41991999999999996	0.037347000000000005	0.27864	20.995	135.3	1786.5	0.07345	1167.2	4376.9	90.917	0.075351	0.17542	0.2281	0.17972	190.07	13.602	-1	602.77	405.19	0.038982	0.016886	0.064204	53.691	1724.9	0.098197	608.5	0.015925	217.63	11.095999999999998	3164.6	845.46	0.028932	0.29873	66.577	0.34634000000000004	0.8399700000000001	5.0112	142.46	170.38	40.446999999999996	1365.9	758.48	358.3	25.414	66.219	0	440.27	17.180999999999997	9.6644	0.1091	-1	-1	0	-1	0	-1
TCGA-TS-A8AS	MESO_3	129.51	24004.0	2463.2	65300.0	81038.0	14783.0	159750.0	44546.0	11865.0	45724.0	5421.2	13543.0	120.61	384.58	5.4375	48326.0	33545.0	25314.0	4893.7	41593.0	13839	3759.8	113780.0	312.9	1842.8	89752.0	117.15	15870.0	17764.0	80881.0	55579.0	2411.3	15939.0	39125.0	41404.0	43950.0	22991	7.4147	1390.0	902.13	9392.0	1863.1	0.044873	113420.0	630.75	2912.0	45211.0	29.165	462.68	507.66	509.14	38.062	33.129	608.5	13.749	2024.2	19715.0	60287.0	191.3	19454.0	5894.6	26292.0	853.54	244.19	8.9323	803.26	371.23	290.66	0.12277	13415.0	11.864	4550.2	849.23	124.57	6552.6	297.58	1121.6	682.65	6783.5	504.7	957.49	2609.5	126.05	1370.2	2684.1	215.03	1173.5	34.602	783.49	7942.2	42.511	0.14425	1.1365	192.78	9.392000000000001	2815.1	13548.0	0.022764	510.13	151.12	0.18158	0.9886	3097.4	787.44	547.7	282.75	228.37	69.204	0.10113	9039.5	170.54	0.092809	0.050423	3031.1	65.744	621.35	5413.3	1.4829	613.94	0.044855	1325.3	684.63	21.458000000000002	374.69	0.07850900000000001	0.086681	0.036779	0.12125999999999999	47.44	177.46	1890.8	0.081091	3138.4	6426.1	469.11	0.098833	0.048530000000000004	0.068303	0.087733	757.29	8.4034	0	539450.0	369.75	0.016401	0.021524	0.12918	81.562	45.971000000000004	0.20365	575.38	0.20188	2.9659	32.13	2564.0	183.39	0.26745	0.11207	81.562	0.026086	3.074	305.98	2571.9	4058.2	232.82	3653.5	373.7	1120.6	24.715999999999998	128.52	0	366.78	31.636	55.363	0.10330999999999999	1	0	0	-1	0	1
TCGA-TS-A8AV	MESO_2	13066.0	126000.0	2710.5	13830.0	19734.0	553.01	19181.0	65157.0	2501.1	7381.8	4970.1	6334.5	14.28	988.75	2589.4	38802.0	76281.0	16172.0	4088.7	10401.0	22441	10771.0	165310.0	1973.6	155.78	195240.0	254.0	42411.0	5871.5	122430.0	75691.0	600.61	7918.2	70386.0	74675.0	64341.0	17103	342.28	7.3561	1133.3	5631.8	12324.0	0.036988	87999.0	1837.7	293.38	103170.0	133.28	57.983999999999995	2908.3	1492.9	477.28	514.05	216.79	9.4529	188.66	8169.6	7846.4	0.8654	275.2	1830.8	64.907	57.108999999999995	341.41	0.4327	6719.2	527.91	531.8	0.14251	1926.0	7.3561	125.05	4193.4	632.19	135.01	161.84	181.74	1875.8	353.96	938.55	6531.4	1453.5	585.89	563.39	379.92	1446.6	1643.9	3.4617	381.22	130.25	32.453	0.072514	2.4497	601.9	632.63	322.37	1201.2	0.017348	302.03	195.02	0.049415	2.5963	4420.2	1228.5	686.28	1680.2	122.46	328.52	0.2639	1108.6	286.89	0.09652000000000001	0.050505	38.510999999999996	183.9	1509.4	2405.5	498.49	299.0	0.01589	950.67	2910.9	19.445999999999998	340.55	0.052025999999999996	0.026432999999999998	0.035275	0.071438	14.818	1022.1	45.435	0.031226999999999998	3097.4	2377.3	335.35	0.18529	0.03075	0.047905	0.07184	88.706	23.799	0	3.029	232.37	0.01549	0.01718	0.040246	23.366	1015.1	0.064848	434.88	0.021475	148.42	466.46	4302.5	157.51	0.026972000000000003	0.066485	223.71	0.026767000000000003	1.1407	0.4327	12.549000000000001	269.42	143.23	231.5	768.07	146.69	0.8654	43.271	0	2504.5	16.875999999999998	14.28	0.1037	0	0	0	0	0	0
TCGA-TS-A8AY	MESO_4	17504.0	146000.0	604.3	9326.3	60095.0	6807.9	156500.0	9547.0	14073.0	64401.0	4054.2	3978.3	103.88	50565.0	26.291999999999998	90145.0	67182.0	19754.0	5623.9	6848.4	13247	3515.8	65067.0	301.71	1777.5	91345.0	42.24	46762.0	7553.6	35330.0	49770.0	139.65	5046.4	16117.0	25990.0	56431.0	27916	127.58	152.58	1045.7	2730.9	2151.6	0.045104000000000005	100580.0	2184.0	712.47	106770.0	19.827	891.78	562.05	317.66	82.324	163.4	721.52	38.628	1421.9	23680.0	1946.8	3622.7	362.49	2171.6	17965.0	767.85	831.43	7.3273	1350.0	67.67	70.687	0.041714	2896.0	21.12	1347.4	419.81	184.04	1460.7	749.54	173.7	1093.5	12525.0	175.42	957.72	856.0	73.273	733.16	1137.0	458.6	25742.0	2.5861	711.18	7133.3	129.31	0.024651	3.2209	629.72	12425.0	1150.0	8041.4	0.024922	765.92	553.97	0.045595	9.9134	1456.8	1334.4	107.32	371.54	862.47	230.85	0.092997	3764.9	356.45	0.099215	0.032635000000000004	1484.0	163.36	1207.8	2005.2	0.431	669.37	0.014638	1521.5	702.13	33.571999999999996	88.79	0.073397	0.026368	0.036898	0.20689000000000002	22.863000000000003	214.22	304.73	0.091706	380.16	4866.6	3.8792	0.057061	0.35702	0.055439999999999996	0.068839	303.87	79.307	-1	602.13	290.51	0.014438999999999999	0.022489	0.028774	621.1	15.085999999999999	0.065731	448.26	0.01295	21.982	42.67100000000001	1884.8	498.26	0.022139	0.068718	142.24	0.022224	0.7669199999999999	101.29	1020.6	325.81	196.11	358.18	477.57	340.94	0.431	425.41	0	126.72	143.96	0.0	0.073723	0	-1	0	-1	0	-1
TCGA-UD-AABZ	MESO_1	25224.0	23045.0	5143.9	5401.2	127750.0	6144.9	35998.0	11230.0	8526.5	22210.0	7935.3	1174.7	90.78399999999999	1375.2	170.51	51511.0	90202.0	18809.0	5226.0	4064.7	15507	15620.0	14860.0	126.31	2710.1	97228.0	22.893	32687.0	52.102	18863.0	24696.0	127.89	27137.0	6314.6	19210.0	43232.0	24863	164.2	173.67	1169.1	861.26	1079.9	0.052243	92603.0	1718.6	111.31	76275.0	79.732	770.48	100.26	113.68	12.630999999999998	413.58	7925.8	20.469	1591.5	19860.0	26918.0	739.69	35.524	5206.6	8068.7	6958.9	205.25	326.65	2498.5	599.17	101.05	0.43993999999999994	2010.7	37.103	4230.5	179.2	37.103	353.66	586.54	90.78399999999999	935.47	5597.8	89.205	296.03	944.15	42.629	1109.1	6401.4	64.733	333.14	7.8942	250.25	4952.0	12.630999999999998	0.067746	7.7785	372.61	56.838	3348.7	5704.8	0.10148	558.91	320.97	0.12007000000000001	53.681000000000004	872.31	2029.6	85.257	250.25	442.08	175.5	0.31822	1841.7	207.62	0.11349000000000001	0.018498	2882.2	158.67	1867.8	1139.1	12.630999999999998	221.83	0.3622	973.36	297.61	28.459	27.63	0.25322	0.18566	0.057424	0.45698999999999995	46.166000000000004	87.626	575.49	0.22613000000000003	1113.1	1549.6	37.103	0.089059	0.15075	0.21122	0.17920999999999998	197.35	34.735	0	143190.0	442.08	0.018234999999999998	0.022895	0.032695	85.257	108.15	0.24624000000000001	593.64	0.017419	362.35	7.1048	3159.3	937.04	0.023813	0.36399000000000004	133.41	0.021967	1.5574	40.260999999999996	730.22	142.88	25.261999999999997	1154.9	460.23	144.46	97.09899999999999	512.34	0	249.46	129.47	32.366	0.11222	-1	-1	0	0	0	-1
TCGA-UD-AAC1	MESO_4	72819.0	80738.0	71.15899999999999	19417.0	97184.0	63255.0	174090.0	152120.0	8879.7	62577.0	13165.0	190.49	47.858999999999995	6496.2	1.8892	24566.0	95726.0	18752.0	11039.0	44820.0	21030	19841.0	43835.0	478.9	3875.3	160140.0	196.79	20677.0	74.307	45448.0	35202.0	60.768	14310.0	17707.0	40796.0	40929.0	57196	129.09	837.22	4592.9	460.01	2085.3	0.042373	67384.0	1093.5	808.88	156630.0	28.651999999999997	270.78	400.82	200.88	52.897	161.46	178.53	27.008000000000003	2278.7	22227.0	35361.0	776.13	275.82	9789.6	55239.0	6160.1	1223.5	0.8501	1252.2	155.23	274.87	0.032355	4650.8	1.8892	5674.8	364.61	76.51100000000001	37.468	1266.1	373.74	953.4	2009.5	136.97	586.59	1290.0	138.22	490.24	2889.5	172.23	2921.0	12.595	452.14	5902.4	76.197	0.032692	2.1219	663.1	4.7229	3324.3	24562.0	0.023503	840.05	326.56	0.049582	5.6675	1449.0	1410.6	96.03299999999999	312.97	820.53	216.61	0.051484	3985.8	208.75	0.047077	0.021881	3451.2	482.68	3312.0	1034.6	81.86399999999999	399.56	0.038392	2093.2	441.44	2.8526	325.25	0.02186	0.029554	0.033592000000000004	0.045406999999999996	15.1	233.63	1363.3	0.040024000000000004	644.84	3872.8	1.5743	0.053898	0.036430000000000004	0.028839	0.061425	471.66	64.232	0	96103.0	253.78	0.015787	0.024644	0.046432	199.62	92.569	0.056054	177.58	0.016928	62.343	9.131	1405.5	244.33	0.02556	0.080914	101.39	0.023788999999999998	1.03	42.191	3851.7	264.35	318.64	730.79	742.13	322.42	258.82	444.58	0	212.22	152.39	2.204	0.055876	0	0	0	0	0	0
TCGA-UD-AAC4	MESO_1	35.465	59594.0	94.321	28844.0	69241.0	42038.0	125800.0	24323.0	9011.9	107610.0	5740.8	9209.2	97.21600000000001	476.07	860.76	108400.0	120930.0	26000.0	4936.8	83106.0	22892	8623.0	33633.0	265.36	1301.4	110370.0	42.975	26404.0	57.996	22810.0	116820.0	114.32	7453.1	15938.0	20174.0	60010.0	39606	367.17	333.79	1174.1	5393.2	1811.2	0.23231	136080.0	1643.1	5106.1	33428.0	136.44	99.72	342.13	153.13	20.862	448.56	539.9	4.4617	2359.9	17599.0	11195.0	2954.9	14792.0	4485.0	39047.0	6315.7	383.44	2.0862	2266.0	685.52	231.15	0.30224	9106.6	7.9275	969.24	292.07	615.01	2313.2	426.42	292.9	2125.8	12422.0	136.85	771.47	1445.3	86.368	914.58	2094.9	171.48	463.97	35.048	589.14	8817.5	5.0068	0.084925	17.53	426.83	45851.0	82.196	5210.5	0.38004	572.45	315.92	0.49715	7.9275	2373.2	2364.5	101.39	296.24	471.89	199.8	0.41639	1666.0	341.3	0.12884	0.019611	1245.0	184.42	1198.7	1994.0	4.1724	545.75	0.37524	859.09	423.08	50.803000000000004	85.53399999999999	0.43388999999999994	0.10658	0.033214	0.5753199999999999	10.773	148.95	643.38	0.33407	1145.7	5372.3	44.227	0.12132000000000001	0.46221	0.46902	0.30441	119.75	63.836999999999996	0	3659.6	273.71	0.015327	0.029497000000000002	0.4843	105.98	874.11	0.12183	1060.6	0.025218	119.75	5.4241	2200.9	654.23	0.023208000000000003	0.6513899999999999	107.23	0.56161	0.044795999999999996	89.289	1626.4	183.38	30.875	186.92	822.79	257.02	30.041	118.08	0	381.35	31.293000000000003	0.8345	0.14134000000000002	-1	0	0	0	0	0
TCGA-UD-AAC6	MESO_3	15238.0	59960.0	1057.1	4426.7	88818.0	4047.2	136080.0	17340.0	8241.5	214710.0	7283.4	9035.2	3.4508	537.17	139.76	61028.0	104410.0	29405.0	13953.0	52194.0	19324	9725.4	35604.0	1110.0	3673.9	174720.0	18.404	22005.0	4691.3	20052.0	118720.0	23.58	6735.3	19213.0	16911.0	54826.0	25158	379.01	1947.4	963.34	3579.0	4728.7	0.084719	118260.0	685.55	624.59	101420.0	49.461000000000006	180.01	857.51	519.91	78.792	381.42	1460.8	5.6536	1424.6	51217.0	89087.0	895.47	372.11	5420.4	22375.0	1073.5	145.51	4.7275	2216.0	203.59	143.21	0.29849000000000003	2946.9	37.958	3897.1	1354.4	123.08	2046.9	660.24	101.22	1521.2	11018.0	533.14	2159.0	1334.9	281.24	875.34	3524.9	573.98	442.27	15.527999999999999	777.57	12461.0	28.180999999999997	0.031344	3.2234	496.91	14.953	1821.4	8610.2	0.069074	484.83	289.35	0.27569	21.855	2198.7	1379.7	231.2	925.38	969.66	205.9	0.28333	4446.3	209.92	0.084518	0.029448000000000002	4092.0	120.78	817.83	2241.4	6.9015	471.6	0.015834	1217.0	992.09	103.47	52.912	0.25006	0.032386	0.033777999999999996	0.49001999999999996	27.129	414.09	1414.2	0.16441	878.22	7414.5	14.378	0.058692999999999995	0.3448	0.055416	0.059638	586.63	21.28	1	6382.2	838.53	0.018806	0.042634	0.048327999999999996	92.02	101.8	0.047151	814.95	0.014288999999999998	135.73	15.527999999999999	2399.4	250.75	0.028439999999999997	0.12879000000000002	66.715	0.19898	1.0131	526.24	3391.5	871.26	17.829	767.79	393.39	326.67	234.65	182.89	0	396.84	85.694	42.559	0.052734	-1	0	0	-1	0	-1
