human_gene_symbol	gs_name
EGFR	GLYCOLYSIS
EGFR	HYPOXIA
EGFR	PI3K_AKT_MTOR_SIGNALING
EGFR	PROTEIN_SECRETION
EGLN2	REACTIVE_OXYGEN_SPECIES_PATHWAY
EGLN3	GLYCOLYSIS
EGLN3	MTORC1_SIGNALING
EGR1	TNFA_SIGNALING_VIA_NFKB
EGR2	TNFA_SIGNALING_VIA_NFKB
EGR3	APOPTOSIS
EGR3	ESTROGEN_RESPONSE_EARLY
EGR3	ESTROGEN_RESPONSE_LATE
EGR3	TNFA_SIGNALING_VIA_NFKB
EHD1	COMPLEMENT
EHD1	TNFA_SIGNALING_VIA_NFKB
EHHADH	FATTY_ACID_METABOLISM
EHHADH	PEROXISOME
EI24	P53_PATHWAY
EIF1	TNFA_SIGNALING_VIA_NFKB
EIF1AX	MYC_TARGETS_V1
EIF1B	DNA_REPAIR
EIF2AK1	HEME_METABOLISM
EIF2AK2	INFLAMMATORY_RESPONSE
EIF2AK2	INTERFERON_ALPHA_RESPONSE
EIF2AK2	INTERFERON_GAMMA_RESPONSE
EIF2AK3	UNFOLDED_PROTEIN_RESPONSE
EIF2S1	E2F_TARGETS
EIF2S1	MYC_TARGETS_V1
EIF2S1	UNFOLDED_PROTEIN_RESPONSE
EIF2S2	MTORC1_SIGNALING
EIF2S2	MYC_TARGETS_V1
EIF2S3	UV_RESPONSE_UP
EIF3A	ALLOGRAFT_REJECTION
EIF3B	MYC_TARGETS_V1
EIF3D	ALLOGRAFT_REJECTION
EIF3D	MYC_TARGETS_V1
EIF3J	ALLOGRAFT_REJECTION
EIF3J	MYC_TARGETS_V1
EIF4A1	MYC_TARGETS_V1
EIF4A1	UNFOLDED_PROTEIN_RESPONSE
EIF4A2	MYOGENESIS
EIF4A2	UNFOLDED_PROTEIN_RESPONSE
EIF4A3	UNFOLDED_PROTEIN_RESPONSE
EIF4E	MYC_TARGETS_V1
EIF4E	PI3K_AKT_MTOR_SIGNALING
EIF4E	UNFOLDED_PROTEIN_RESPONSE
EIF4E3	INTERFERON_GAMMA_RESPONSE
EIF4EBP1	UNFOLDED_PROTEIN_RESPONSE
EIF4G1	UNFOLDED_PROTEIN_RESPONSE
EIF4G2	MYC_TARGETS_V1
EIF4G3	ALLOGRAFT_REJECTION
EIF4H	MYC_TARGETS_V1
EIF5	UV_RESPONSE_UP
EIF5A	ALLOGRAFT_REJECTION
ELANE	ALLOGRAFT_REJECTION
ELF1	ESTROGEN_RESPONSE_EARLY
ELF1	INTERFERON_ALPHA_RESPONSE
ELF3	ESTROGEN_RESPONSE_EARLY
ELF3	GLYCOLYSIS
ELF4	ALLOGRAFT_REJECTION
ELK4	ANDROGEN_RESPONSE
ELL	DNA_REPAIR
ELL2	ANDROGEN_RESPONSE
ELL2	HEME_METABOLISM
ELMOD3	ADIPOGENESIS
ELN	EPITHELIAL_MESENCHYMAL_TRANSITION
ELOA	DNA_REPAIR
ELOVL2	ESTROGEN_RESPONSE_EARLY
ELOVL3	SPERMATOGENESIS
ELOVL5	ANDROGEN_RESPONSE
ELOVL5	ESTROGEN_RESPONSE_EARLY
ELOVL5	ESTROGEN_RESPONSE_LATE
ELOVL5	FATTY_ACID_METABOLISM
ELOVL5	MTORC1_SIGNALING
ELOVL5	PEROXISOME
ELOVL5	XENOBIOTIC_METABOLISM
ELOVL6	ADIPOGENESIS
ELOVL6	MTORC1_SIGNALING
ELP1	P53_PATHWAY
ELP4	PANCREAS_BETA_CELLS
EMP1	APOPTOSIS
EMP1	IL2_STAT5_SIGNALING
EMP1	KRAS_SIGNALING_UP
EMP2	ESTROGEN_RESPONSE_LATE
EMP3	EPITHELIAL_MESENCHYMAL_TRANSITION
EMP3	INFLAMMATORY_RESPONSE
ENDOD1	ESTROGEN_RESPONSE_EARLY
ENDOD1	HEME_METABOLISM
ENG	KRAS_SIGNALING_UP
ENG	TGF_BETA_SIGNALING
ENO1	GLYCOLYSIS
ENO1	HYPOXIA
ENO1	MTORC1_SIGNALING
ENO2	APOPTOSIS
ENO2	EPITHELIAL_MESENCHYMAL_TRANSITION
ENO2	FATTY_ACID_METABOLISM
ENO2	GLYCOLYSIS
ENO2	HYPOXIA
ENO2	UV_RESPONSE_UP
ENO3	FATTY_ACID_METABOLISM
ENO3	HYPOXIA
ENO3	IL2_STAT5_SIGNALING
ENO3	MYOGENESIS
ENPEP	XENOBIOTIC_METABOLISM
ENPP1	IL2_STAT5_SIGNALING
ENPP2	ADIPOGENESIS
ENTPD5	XENOBIOTIC_METABOLISM
ENTPD7	KRAS_SIGNALING_DN
EOMES	IL2_STAT5_SIGNALING
EPB41	HEME_METABOLISM
EPB41	MITOTIC_SPINDLE
EPB41L2	APICAL_JUNCTION
EPB41L2	MITOTIC_SPINDLE
EPB41L3	KRAS_SIGNALING_UP
EPB42	HEME_METABOLISM
EPCAM	UV_RESPONSE_UP
EPHA2	P53_PATHWAY
EPHA2	XENOBIOTIC_METABOLISM
EPHA5	KRAS_SIGNALING_DN
EPHB2	KRAS_SIGNALING_UP
EPHB3	MYOGENESIS
EPHB4	APICAL_SURFACE
EPHX1	FATTY_ACID_METABOLISM
EPHX1	P53_PATHWAY
EPHX1	UV_RESPONSE_UP
EPHX1	XENOBIOTIC_METABOLISM
EPHX2	ADIPOGENESIS
EPHX2	BILE_ACID_METABOLISM
EPHX2	PEROXISOME
EPOR	HEME_METABOLISM
EPRS1	MTORC1_SIGNALING
EPRS1	MYC_TARGETS_V1
EPS8L2	P53_PATHWAY
EPSTI1	INTERFERON_ALPHA_RESPONSE
EPSTI1	INTERFERON_GAMMA_RESPONSE
ERAP2	COMPLEMENT
ERBB2	APOPTOSIS
ERBB2	UV_RESPONSE_DN
ERBB3	APOPTOSIS
ERBB3	MYOGENESIS
ERCC1	DNA_REPAIR
ERCC1	PEROXISOME
ERCC2	DNA_REPAIR
ERCC2	REACTIVE_OXYGEN_SPECIES_PATHWAY
ERCC3	DNA_REPAIR
ERCC3	PEROXISOME
ERCC4	DNA_REPAIR
ERCC5	DNA_REPAIR
ERCC5	P53_PATHWAY
ERCC8	DNA_REPAIR
EREG	ALLOGRAFT_REJECTION
EREG	APOPTOSIS
EREG	INFLAMMATORY_RESPONSE
EREG	KRAS_SIGNALING_UP
ERGIC3	PROTEIN_SECRETION
ERH	MYC_TARGETS_V1
ERMAP	HEME_METABOLISM
ERN1	UNFOLDED_PROTEIN_RESPONSE
ERO1A	GLYCOLYSIS
ERO1A	HYPOXIA
ERO1A	KRAS_SIGNALING_UP
ERO1A	MTORC1_SIGNALING
ERO1A	UNFOLDED_PROTEIN_RESPONSE
ERP29	FATTY_ACID_METABOLISM
ERRFI1	CHOLESTEROL_HOMEOSTASIS
ERRFI1	HYPOXIA
ESPL1	E2F_TARGETS
ESPL1	G2M_CHECKPOINT
ESPL1	MITOTIC_SPINDLE
ESR1	XENOBIOTIC_METABOLISM
ESR2	PEROXISOME
ESRP2	ESTROGEN_RESPONSE_EARLY
ESRRA	ADIPOGENESIS
ESYT1	ADIPOGENESIS
ETF1	APOPTOSIS
ETF1	MTORC1_SIGNALING
ETF1	MYC_TARGETS_V1
ETFA	OXIDATIVE_PHOSPHORYLATION
ETFB	ADIPOGENESIS
ETFB	ESTROGEN_RESPONSE_LATE
ETFB	OXIDATIVE_PHOSPHORYLATION
ETFBKMT	IL2_STAT5_SIGNALING
ETFDH	FATTY_ACID_METABOLISM
ETFDH	OXIDATIVE_PHOSPHORYLATION
ETFDH	XENOBIOTIC_METABOLISM
ETHE1	CHOLESTEROL_HOMEOSTASIS
ETS1	ALLOGRAFT_REJECTION
ETS1	HYPOXIA
ETS1	KRAS_SIGNALING_UP
ETS2	HEDGEHOG_SIGNALING
ETS2	TNFA_SIGNALING_VIA_NFKB
ETS2	XENOBIOTIC_METABOLISM
ETV1	KRAS_SIGNALING_UP
ETV4	IL2_STAT5_SIGNALING
ETV4	KRAS_SIGNALING_UP
ETV5	KRAS_SIGNALING_UP
EVI5	KRAS_SIGNALING_UP
EVL	APICAL_JUNCTION
EWSR1	G2M_CHECKPOINT
EXO1	G2M_CHECKPOINT
EXOC2	UNFOLDED_PROTEIN_RESPONSE
EXOC4	APICAL_JUNCTION
EXOSC1	UNFOLDED_PROTEIN_RESPONSE
EXOSC10	UNFOLDED_PROTEIN_RESPONSE
EXOSC2	UNFOLDED_PROTEIN_RESPONSE
EXOSC4	UNFOLDED_PROTEIN_RESPONSE
EXOSC5	MYC_TARGETS_V2
EXOSC5	UNFOLDED_PROTEIN_RESPONSE
EXOSC7	MYC_TARGETS_V1
EXOSC8	E2F_TARGETS
EXOSC9	UNFOLDED_PROTEIN_RESPONSE
EXT1	GLYCOLYSIS
EXT1	HYPOXIA
EXT2	GLYCOLYSIS
EZH1	HEME_METABOLISM
EZH2	E2F_TARGETS
EZH2	G2M_CHECKPOINT
EZH2	SPERMATOGENESIS
EZR	MITOTIC_SPINDLE
F10	COAGULATION
F10	COMPLEMENT
F10	XENOBIOTIC_METABOLISM
F11	COAGULATION
F11	XENOBIOTIC_METABOLISM
F12	COAGULATION
F13A1	KRAS_SIGNALING_UP
F13B	COAGULATION
F2	ALLOGRAFT_REJECTION
F2	APOPTOSIS
F2	COAGULATION
F2	COMPLEMENT
F2R	ALLOGRAFT_REJECTION
F2R	APOPTOSIS
F2R	P53_PATHWAY
F2RL1	KRAS_SIGNALING_UP
F2RL1	TNFA_SIGNALING_VIA_NFKB
F2RL2	COAGULATION
F2RL2	IL2_STAT5_SIGNALING
F3	COAGULATION
F3	COMPLEMENT
F3	HYPOXIA
F3	INFLAMMATORY_RESPONSE
F3	TNFA_SIGNALING_VIA_NFKB
F3	UV_RESPONSE_DN
F5	COMPLEMENT
F7	COMPLEMENT
F8	COAGULATION
F8	COMPLEMENT
F9	COAGULATION
FABP1	FATTY_ACID_METABOLISM
FABP1	XENOBIOTIC_METABOLISM
FABP2	FATTY_ACID_METABOLISM
FABP3	MYOGENESIS
FABP4	ADIPOGENESIS
FABP5	CHOLESTEROL_HOMEOSTASIS
FABP5	ESTROGEN_RESPONSE_LATE
FABP6	PEROXISOME
FADS1	ANDROGEN_RESPONSE
FADS1	BILE_ACID_METABOLISM
FADS1	MTORC1_SIGNALING
FADS1	PEROXISOME
FADS2	BILE_ACID_METABOLISM
FADS2	CHOLESTEROL_HOMEOSTASIS
FADS2	MTORC1_SIGNALING
FAH	ADIPOGENESIS
FAH	IL2_STAT5_SIGNALING
FAH	XENOBIOTIC_METABOLISM
FAM102A	ESTROGEN_RESPONSE_EARLY
FAM102A	ESTROGEN_RESPONSE_LATE
FAM120A	MYC_TARGETS_V1
FAM126B	IL2_STAT5_SIGNALING
FAM162A	GLYCOLYSIS
FAM162A	HYPOXIA
FAM162A	P53_PATHWAY
FANCC	G2M_CHECKPOINT
FAP	EPITHELIAL_MESENCHYMAL_TRANSITION
FARP1	ESTROGEN_RESPONSE_EARLY
FARP1	ESTROGEN_RESPONSE_LATE
FARP1	MITOTIC_SPINDLE
FARSA	MYC_TARGETS_V2
FAS	ALLOGRAFT_REJECTION
FAS	APOPTOSIS
FAS	EPITHELIAL_MESENCHYMAL_TRANSITION
FAS	IL6_JAK_STAT3_SIGNALING
FAS	INTERFERON_GAMMA_RESPONSE
FAS	P53_PATHWAY
FAS	XENOBIOTIC_METABOLISM
FASLG	ALLOGRAFT_REJECTION
FASLG	APOPTOSIS
FASLG	PI3K_AKT_MTOR_SIGNALING
FASN	CHOLESTEROL_HOMEOSTASIS
FASN	ESTROGEN_RESPONSE_EARLY
FASN	FATTY_ACID_METABOLISM
FBL	MYC_TARGETS_V1
FBLN1	EPITHELIAL_MESENCHYMAL_TRANSITION
FBLN1	XENOBIOTIC_METABOLISM
FBLN2	EPITHELIAL_MESENCHYMAL_TRANSITION
FBLN5	EPITHELIAL_MESENCHYMAL_TRANSITION
FBLN5	UV_RESPONSE_DN
FBN1	APICAL_JUNCTION
FBN1	COAGULATION
FBN1	EPITHELIAL_MESENCHYMAL_TRANSITION
FBN2	EPITHELIAL_MESENCHYMAL_TRANSITION
FBP1	HYPOXIA
FBP1	XENOBIOTIC_METABOLISM
FBP2	GLYCOLYSIS
FBXO34	HEME_METABOLISM
FBXO4	KRAS_SIGNALING_UP
FBXO5	G2M_CHECKPOINT
FBXO5	MITOTIC_SPINDLE
FBXO6	CHOLESTEROL_HOMEOSTASIS
FBXO7	HEME_METABOLISM
FBXO9	HEME_METABOLISM
FBXW11	NOTCH_SIGNALING
FBXW7	P53_PATHWAY
FCER1G	COMPLEMENT
FCER1G	KRAS_SIGNALING_UP
FCGR1A	INTERFERON_GAMMA_RESPONSE
FCGR2B	ALLOGRAFT_REJECTION
FCMR	ESTROGEN_RESPONSE_EARLY
FCN1	COMPLEMENT
FDFT1	CHOLESTEROL_HOMEOSTASIS
FDFT1	ESTROGEN_RESPONSE_EARLY
FDFT1	ESTROGEN_RESPONSE_LATE
FDPS	CHOLESTEROL_HOMEOSTASIS
FDPS	MYOGENESIS
FDPS	PEROXISOME
FDX1	COMPLEMENT
FDX1	OXIDATIVE_PHOSPHORYLATION
FDXR	APOPTOSIS
FDXR	BILE_ACID_METABOLISM
FDXR	MTORC1_SIGNALING
FDXR	P53_PATHWAY
FECH	HEME_METABOLISM
FEN1	DNA_REPAIR
FEN1	UV_RESPONSE_UP
FERMT2	EPITHELIAL_MESENCHYMAL_TRANSITION
FES	REACTIVE_OXYGEN_SPECIES_PATHWAY
FETUB	XENOBIOTIC_METABOLISM
FEZ1	APOPTOSIS
FFAR2	INFLAMMATORY_RESPONSE
FGA	COAGULATION
FGD4	MITOTIC_SPINDLE
FGD6	MITOTIC_SPINDLE
FGF13	P53_PATHWAY
FGF16	KRAS_SIGNALING_DN
FGF17	PI3K_AKT_MTOR_SIGNALING
FGF18	UV_RESPONSE_UP
FGF2	EPITHELIAL_MESENCHYMAL_TRANSITION
FGF2	MYOGENESIS
FGF22	KRAS_SIGNALING_DN
FGF22	PI3K_AKT_MTOR_SIGNALING
FGF6	PI3K_AKT_MTOR_SIGNALING
FGF9	KRAS_SIGNALING_UP
FGFR1	ANGIOGENESIS
FGFR3	ESTROGEN_RESPONSE_LATE
FGFR3	KRAS_SIGNALING_DN
FGG	COAGULATION
FGGY	KRAS_SIGNALING_DN
FGL2	IL2_STAT5_SIGNALING
FGL2	INTERFERON_GAMMA_RESPONSE
FGL2	MTORC1_SIGNALING
FGR	ALLOGRAFT_REJECTION
FH	FATTY_ACID_METABOLISM
FH	OXIDATIVE_PHOSPHORYLATION
FHL1	MYOGENESIS
FHL2	ESTROGEN_RESPONSE_EARLY
FHL2	UV_RESPONSE_DN
FIS1	PEROXISOME
FJX1	TNFA_SIGNALING_VIA_NFKB
FKBP14	UNFOLDED_PROTEIN_RESPONSE
FKBP1A	TGF_BETA_SIGNALING
FKBP1B	MYOGENESIS
FKBP2	MTORC1_SIGNALING
FKBP4	ESTROGEN_RESPONSE_EARLY
FKBP4	ESTROGEN_RESPONSE_LATE
FKBP4	GLYCOLYSIS
FKBP4	UV_RESPONSE_UP
FKBP5	ANDROGEN_RESPONSE
FKBP5	ESTROGEN_RESPONSE_EARLY
FKBP5	ESTROGEN_RESPONSE_LATE
FLII	MYOGENESIS
FLNA	ALLOGRAFT_REJECTION
FLNA	EPITHELIAL_MESENCHYMAL_TRANSITION
FLNA	MITOTIC_SPINDLE
FLNB	ESTROGEN_RESPONSE_EARLY
FLNB	ESTROGEN_RESPONSE_LATE
FLNB	MITOTIC_SPINDLE
FLNC	APICAL_JUNCTION
FLOT2	APICAL_SURFACE
FLT3LG	IL2_STAT5_SIGNALING
FLT4	KRAS_SIGNALING_UP
FMO1	FATTY_ACID_METABOLISM
FMO1	UV_RESPONSE_UP
FMO1	XENOBIOTIC_METABOLISM
FMO3	XENOBIOTIC_METABOLISM
FMOD	EPITHELIAL_MESENCHYMAL_TRANSITION
FN1	COAGULATION
FN1	COMPLEMENT
FN1	EPITHELIAL_MESENCHYMAL_TRANSITION
FN3K	HEME_METABOLISM
FNTA	TGF_BETA_SIGNALING
FOS	ESTROGEN_RESPONSE_EARLY
FOS	ESTROGEN_RESPONSE_LATE
FOS	HYPOXIA
FOS	P53_PATHWAY
FOS	TNFA_SIGNALING_VIA_NFKB
FOS	UV_RESPONSE_UP
FOSB	TNFA_SIGNALING_VIA_NFKB
FOSB	UV_RESPONSE_UP
FOSL1	TNFA_SIGNALING_VIA_NFKB
FOSL2	HYPOXIA
FOSL2	TNFA_SIGNALING_VIA_NFKB
FOXA2	PANCREAS_BETA_CELLS
FOXC1	ESTROGEN_RESPONSE_EARLY
FOXC1	ESTROGEN_RESPONSE_LATE
FOXC2	EPITHELIAL_MESENCHYMAL_TRANSITION
FOXJ2	HEME_METABOLISM
FOXN3	G2M_CHECKPOINT
FOXO1	PANCREAS_BETA_CELLS
FOXO3	HEME_METABOLISM
FOXO3	HYPOXIA
FOXO3	P53_PATHWAY
FOXO4	MYOGENESIS
FPR1	INFLAMMATORY_RESPONSE
FPR1	INTERFERON_GAMMA_RESPONSE
FRAT1	WNT_BETA_CATENIN_SIGNALING
FRK	ESTROGEN_RESPONSE_EARLY
FRK	ESTROGEN_RESPONSE_LATE
FSCN1	APICAL_JUNCTION
FSCN1	MITOTIC_SPINDLE
FSHB	KRAS_SIGNALING_DN
FST	MYOGENESIS
FSTL1	ANGIOGENESIS
FSTL1	EPITHELIAL_MESENCHYMAL_TRANSITION
FSTL3	EPITHELIAL_MESENCHYMAL_TRANSITION
FTCD	HEME_METABOLISM
FTL	REACTIVE_OXYGEN_SPECIES_PATHWAY
FUCA1	EPITHELIAL_MESENCHYMAL_TRANSITION
FUCA1	KRAS_SIGNALING_UP
FUCA1	P53_PATHWAY
FURIN	COAGULATION
FURIN	IL2_STAT5_SIGNALING
FURIN	TGF_BETA_SIGNALING
FURIN	UV_RESPONSE_UP
FUS	UNFOLDED_PROTEIN_RESPONSE
FUT4	TNFA_SIGNALING_VIA_NFKB
FUT8	GLYCOLYSIS
FXN	OXIDATIVE_PHOSPHORYLATION
FXYD1	MYOGENESIS
FYB1	ALLOGRAFT_REJECTION
FYB1	APICAL_JUNCTION
FYN	COAGULATION
FYN	COMPLEMENT
FYN	UV_RESPONSE_DN
FZD1	NOTCH_SIGNALING
FZD1	WNT_BETA_CATENIN_SIGNALING
FZD2	UV_RESPONSE_DN
FZD4	ADIPOGENESIS
FZD5	INFLAMMATORY_RESPONSE
FZD5	NOTCH_SIGNALING
FZD7	NOTCH_SIGNALING
FZD8	EPITHELIAL_MESENCHYMAL_TRANSITION
FZD8	WNT_BETA_CATENIN_SIGNALING
G0S2	FATTY_ACID_METABOLISM
G0S2	KRAS_SIGNALING_UP
G0S2	TNFA_SIGNALING_VIA_NFKB
G3BP1	G2M_CHECKPOINT
G3BP1	MYC_TARGETS_V1
G3BP2	ADIPOGENESIS
G6PC	XENOBIOTIC_METABOLISM
G6PC2	PANCREAS_BETA_CELLS
G6PD	GLYCOLYSIS
G6PD	MTORC1_SIGNALING
G6PD	REACTIVE_OXYGEN_SPECIES_PATHWAY
GAA	HYPOXIA
GAA	MYOGENESIS
GAB2	ESTROGEN_RESPONSE_EARLY
GABARAPL1	FATTY_ACID_METABOLISM
GABARAPL1	IL2_STAT5_SIGNALING
GABARAPL1	XENOBIOTIC_METABOLISM
GABARAPL2	MYOGENESIS
GABBR1	INFLAMMATORY_RESPONSE
GABRA3	KRAS_SIGNALING_UP
GAD1	SPERMATOGENESIS
GAD1	XENOBIOTIC_METABOLISM
GAD2	FATTY_ACID_METABOLISM
GADD45A	ADIPOGENESIS
GADD45A	APOPTOSIS
GADD45A	EPITHELIAL_MESENCHYMAL_TRANSITION
GADD45A	P53_PATHWAY
GADD45A	TNFA_SIGNALING_VIA_NFKB
GADD45B	APOPTOSIS
GADD45B	EPITHELIAL_MESENCHYMAL_TRANSITION
GADD45B	IL2_STAT5_SIGNALING
GADD45B	MYOGENESIS
GADD45B	TNFA_SIGNALING_VIA_NFKB
GADD45G	KRAS_SIGNALING_UP
GAL	ESTROGEN_RESPONSE_LATE
GAL	UV_RESPONSE_UP
GAL3ST1	GLYCOLYSIS
GALC	PROTEIN_SECRETION
GALE	ESTROGEN_RESPONSE_LATE
GALE	GLYCOLYSIS
GALK1	GLYCOLYSIS
GALK1	HYPOXIA
GALK2	GLYCOLYSIS
GALM	IL2_STAT5_SIGNALING
GALNT1	ALLOGRAFT_REJECTION
GALNT3	KRAS_SIGNALING_UP
GAMT	APICAL_JUNCTION
GAMT	KRAS_SIGNALING_DN
GAPDH	HYPOXIA
GAPDH	MTORC1_SIGNALING
GAPDHS	FATTY_ACID_METABOLISM
GAPDHS	GLYCOLYSIS
GAPDHS	HYPOXIA
GAPDHS	SPERMATOGENESIS
GAPVD1	HEME_METABOLISM
GART	XENOBIOTIC_METABOLISM
GAS1	APICAL_SURFACE
GAS1	EPITHELIAL_MESENCHYMAL_TRANSITION
GATA1	HEME_METABOLISM
GATA1	IL2_STAT5_SIGNALING
GATA3	APICAL_SURFACE
GATA3	COMPLEMENT
GBE1	ADIPOGENESIS
GBE1	HYPOXIA
GBE1	MTORC1_SIGNALING
GBF1	PROTEIN_SECRETION
GBP2	ALLOGRAFT_REJECTION
GBP2	INTERFERON_ALPHA_RESPONSE
GBP4	IL2_STAT5_SIGNALING
GBP4	INTERFERON_ALPHA_RESPONSE
GBP4	INTERFERON_GAMMA_RESPONSE
GBP6	INTERFERON_GAMMA_RESPONSE
GC	BILE_ACID_METABOLISM
GCA	COMPLEMENT
GCDH	FATTY_ACID_METABOLISM
GCG	PANCREAS_BETA_CELLS
GCH1	APOPTOSIS
GCH1	INFLAMMATORY_RESPONSE
GCH1	INTERFERON_GAMMA_RESPONSE
GCH1	TNFA_SIGNALING_VIA_NFKB
GCH1	UV_RESPONSE_UP
GCH1	XENOBIOTIC_METABOLISM
GCK	HYPOXIA
GCK	PANCREAS_BETA_CELLS
GCKR	XENOBIOTIC_METABOLISM
GCLC	GLYCOLYSIS
GCLC	HEME_METABOLISM
GCLC	MTORC1_SIGNALING
GCLC	REACTIVE_OXYGEN_SPECIES_PATHWAY
GCLC	XENOBIOTIC_METABOLISM
GCLM	BILE_ACID_METABOLISM
GCLM	HEME_METABOLISM
GCLM	REACTIVE_OXYGEN_SPECIES_PATHWAY
GCNT1	ALLOGRAFT_REJECTION
GCNT1	UV_RESPONSE_DN
GCNT2	HYPOXIA
GCNT2	XENOBIOTIC_METABOLISM
GDA	COAGULATION
GDE1	HEME_METABOLISM
GDNF	KRAS_SIGNALING_DN
GEM	EPITHELIAL_MESENCHYMAL_TRANSITION
GEM	TNFA_SIGNALING_VIA_NFKB
GEMIN4	MITOTIC_SPINDLE
GEMIN4	UNFOLDED_PROTEIN_RESPONSE
GFI1	SPERMATOGENESIS
GFPT1	GLYCOLYSIS
GFPT2	KRAS_SIGNALING_UP
GFPT2	TNFA_SIGNALING_VIA_NFKB
GFRA1	ESTROGEN_RESPONSE_EARLY
GGA2	MTORC1_SIGNALING
GGH	UV_RESPONSE_UP
GHITM	ADIPOGENESIS
GHRL	APICAL_SURFACE
GINS1	E2F_TARGETS
GINS2	ESTROGEN_RESPONSE_LATE
GINS2	G2M_CHECKPOINT
GINS3	E2F_TARGETS
GINS4	E2F_TARGETS
GJA1	EPITHELIAL_MESENCHYMAL_TRANSITION
GJA1	ESTROGEN_RESPONSE_EARLY
GJA1	UV_RESPONSE_DN
GJA5	MYOGENESIS
GJB3	ESTROGEN_RESPONSE_LATE
GLA	ESTROGEN_RESPONSE_EARLY
GLA	ESTROGEN_RESPONSE_LATE
GLA	MTORC1_SIGNALING
GLA	PROTEIN_SECRETION
GLCE	GLYCOLYSIS
GLDC	CHOLESTEROL_HOMEOSTASIS
GLI1	HEDGEHOG_SIGNALING
GLIPR1	EPITHELIAL_MESENCHYMAL_TRANSITION
GLIPR2	IL2_STAT5_SIGNALING
GLMN	ALLOGRAFT_REJECTION
GLO1	MYC_TARGETS_V1
GLRX	GLYCOLYSIS
GLRX	HYPOXIA
GLRX	KRAS_SIGNALING_UP
GLRX	MTORC1_SIGNALING
GLRX	REACTIVE_OXYGEN_SPECIES_PATHWAY
GLRX2	REACTIVE_OXYGEN_SPECIES_PATHWAY
GLRX5	HEME_METABOLISM
GLS	UV_RESPONSE_UP
GLS2	P53_PATHWAY
GLUD1	OXIDATIVE_PHOSPHORYLATION
GLUL	FATTY_ACID_METABOLISM
GM2A	P53_PATHWAY
GMCL1	SPERMATOGENESIS
GMFB	COMPLEMENT
GMPPA	GLYCOLYSIS
GMPPB	GLYCOLYSIS
GMPR	INTERFERON_ALPHA_RESPONSE
GMPR2	DNA_REPAIR
GMPS	HEME_METABOLISM
GMPS	MTORC1_SIGNALING
GNA14	PI3K_AKT_MTOR_SIGNALING
GNA15	APOPTOSIS
GNA15	INFLAMMATORY_RESPONSE
GNAI1	APICAL_JUNCTION
GNAI1	CHOLESTEROL_HOMEOSTASIS
GNAI1	WNT_BETA_CATENIN_SIGNALING
GNAI2	APICAL_JUNCTION
GNAI2	COMPLEMENT
GNAI3	ANDROGEN_RESPONSE
GNAI3	COMPLEMENT
GNAI3	INFLAMMATORY_RESPONSE
GNAO1	MYOGENESIS
GNAS	PROTEIN_SECRETION
GNB2	COAGULATION
GNB2	COMPLEMENT
GNB4	COMPLEMENT
GNE	GLYCOLYSIS
GNG11	KRAS_SIGNALING_UP
GNG12	COAGULATION
GNG2	COMPLEMENT
GNGT1	PI3K_AKT_MTOR_SIGNALING
GNGT2	COMPLEMENT
GNL3	MYC_TARGETS_V1
GNL3	MYC_TARGETS_V2
GNMT	BILE_ACID_METABOLISM
GNMT	XENOBIOTIC_METABOLISM
GNPAT	BILE_ACID_METABOLISM
GNPAT	PEROXISOME
GNPDA1	GLYCOLYSIS
GOLGA4	PROTEIN_SECRETION
GOSR2	PROTEIN_SECRETION
GOSR2	UNFOLDED_PROTEIN_RESPONSE
GOT1	GLYCOLYSIS
GOT1	MTORC1_SIGNALING
GOT2	GLYCOLYSIS
GOT2	MYC_TARGETS_V1
GOT2	OXIDATIVE_PHOSPHORYLATION
GP1BA	COAGULATION
GP1BA	COMPLEMENT
GP1BA	INFLAMMATORY_RESPONSE
GP1BA	KRAS_SIGNALING_DN
GP2	KRAS_SIGNALING_DN
GP9	COAGULATION
GP9	COMPLEMENT
GPAM	ADIPOGENESIS
GPAT4	ADIPOGENESIS
GPC1	EPITHELIAL_MESENCHYMAL_TRANSITION
GPC1	GLYCOLYSIS
GPC1	HYPOXIA
GPC3	GLYCOLYSIS
GPC3	HYPOXIA
GPC3	INFLAMMATORY_RESPONSE
GPC4	GLYCOLYSIS
GPC4	HYPOXIA
GPD1	FATTY_ACID_METABOLISM
GPD1L	ANDROGEN_RESPONSE
GPD2	ADIPOGENESIS
GPD2	COMPLEMENT
GPD2	FATTY_ACID_METABOLISM
GPER1	ESTROGEN_RESPONSE_LATE
GPHN	ADIPOGENESIS
GPI	HYPOXIA
GPI	MTORC1_SIGNALING
GPI	OXIDATIVE_PHOSPHORYLATION
GPNMB	KRAS_SIGNALING_UP
GPR132	INFLAMMATORY_RESPONSE
GPR18	INTERFERON_GAMMA_RESPONSE
GPR182	SPERMATOGENESIS
GPR183	INFLAMMATORY_RESPONSE
GPR183	TNFA_SIGNALING_VIA_NFKB
GPR19	KRAS_SIGNALING_DN
GPR3	KRAS_SIGNALING_DN
GPR65	ALLOGRAFT_REJECTION
GPR65	IL2_STAT5_SIGNALING
GPR83	IL2_STAT5_SIGNALING
GPR87	GLYCOLYSIS
GPRC5B	KRAS_SIGNALING_UP
GPRC5C	KRAS_SIGNALING_DN
GPX1	APOPTOSIS
GPX2	P53_PATHWAY
GPX3	ADIPOGENESIS
